# mass number (A) = 16
# number of protons (Z) = 8
# number of neutrons (N) = 8
# k (1/fm)	n_1(k) (fm^3)
0.0	2.90092638808
0.02	2.90437698861
0.04	2.91465489084
0.06	2.93153986066
0.08	2.95466968694
0.1	2.98354733186
0.12	3.01755070801
0.14	3.05594485661
0.16	3.09789624748
0.18	3.14248887514
0.2	3.18874178789
0.22	3.23562765894
0.24	3.28209199116
0.26	3.32707253977
0.28	3.36951854093
0.3	3.40840934807
0.32	3.44277210058
0.34	3.47169808217
0.36	3.49435746526
0.38	3.51001218394
0.4	3.51802672879
0.42	3.51787671098
0.44	3.50915509867
0.46	3.49157608526
0.48	3.4649766033
0.5	3.42931555011
0.52	3.38467083924
0.54	3.33123443481
0.56	3.26930556272
0.58	3.19928232322
0.6	3.12165195269
0.62	3.03697999838
0.64	2.94589867877
0.66	2.84909470367
0.68	2.74729682352
0.7	2.6412633658
0.72	2.53177000025
0.74	2.41959795327
0.76	2.30552286702
0.78	2.19030447095
0.8	2.07467720395
0.82	1.95934189463
0.84	1.84495857649
0.86	1.73214048482
0.88	1.62144925333
0.9	1.51339130207
0.92	1.40841538382
0.94	1.30691123517
0.96	1.20920926029
0.98	1.1155811606
1.0	1.02624141247
1.02	0.941349486883
1.04	0.861012700266
1.06	0.78528958397
1.08	0.714193660819
1.1	0.647697520531
1.12	0.585737091277
1.14	0.528216011843
1.16	0.47501001736
1.18	0.425971261076
1.2	0.380932504768
1.22	0.339711120844
1.24	0.302112859626
1.26	0.267935345506
1.28	0.236971275444
1.3	0.209011302345
1.32	0.18384659421
1.34	0.161271067371
1.36	0.14108329865
1.38	0.123088126791
1.4	0.107097958064
1.42	0.0929337945625
1.44	0.0804260063999
1.46	0.0694148708849
1.48	0.0597509028581
1.5	0.0512950007954
1.52	0.0439184331274
1.54	0.0375026885698
1.56	0.031939213201
1.58	0.0271290556512
1.6	0.0229824401564
1.62	0.0194182854626
1.64	0.0163636857029
1.66	0.0137533674724
1.68	0.011529135444
1.7	0.00963931704158
1.72	0.00803821494902
1.74	0.00668557461095
1.76	0.00554607238662
1.78	0.00458882867076
1.8	0.00378694909311
1.82	0.00311709585724
1.84	0.00255909037458
1.86	0.00209554758524
1.88	0.00171154172519
1.9	0.00139430278878
1.92	0.00113294253629
1.94	0.000918208594485
1.96	0.000742264983834
1.98	0.000598497265879
2.0	0.00048134042732
2.02	0.000386127592987
2.04	0.000308957678022
2.06	0.000246580141356
2.08	0.000196295080023
2.1	0.000155867000037
2.12	0.000123450708438
2.14	9.75278877647e-05
2.16	7.68530343274e-05
2.18	6.04075619633e-05
2.2	4.73609907595e-05
2.22	3.70382535177e-05
2.24	2.88922600236e-05
2.26	2.24809594809e-05
2.28	1.74482341494e-05
2.3	1.35080419934e-05
2.32	1.04313029587e-05
2.34	8.03509251764e-06
2.36	6.17376764284e-06
2.38	4.7317048233e-06
2.4	3.6173775918e-06
2.42	2.75854282339e-06
2.44	2.09834133504e-06
2.46	1.59214961139e-06
2.48	1.20504633265e-06
2.5	9.09780295461e-07
2.52	6.85145771525e-07
2.54	5.14687781966e-07
2.56	3.85673579908e-07
2.58	2.88278191619e-07
2.6	2.14941492504e-07
2.62	1.59862275156e-07
2.64	1.18601354799e-07
2.66	8.77711727007e-08
2.68	6.47937906132e-08
2.7	4.7712782498e-08
2.72	3.50474633155e-08
2.74	2.56802668574e-08
2.76	1.87699954704e-08
2.78	1.36851978382e-08
2.8	9.95315670767e-09
2.82	7.22094462559e-09
2.84	5.22578031741e-09
2.86	3.77253071615e-09
2.88	2.71668604172e-09
2.9	1.95151398965e-09
2.92	1.3983952719e-09
2.94	9.9957361868e-10
2.96	7.12732684854e-10
2.98	5.06951133242e-10
3.0	3.5969427605e-10
3.02	2.54583014754e-10
3.04	1.79743936425e-10
3.06	1.26592636419e-10
3.08	8.89390430242e-11
3.1	6.23313743192e-11
3.12	4.35764271429e-11
3.14	3.03897843516e-11
3.16	2.11414664433e-11
3.18	1.46714990625e-11
3.2	1.01565487835e-11
3.22	7.01375354964e-12
3.24	4.83156580521e-12
3.26	3.3201578003e-12
3.28	2.27595330951e-12
3.3	1.55633157889e-12
3.32	1.06163548022e-12
3.34	7.22409721925e-13
3.36	4.90373447007e-13
3.38	3.32051811264e-13
3.4	2.24295539735e-13
3.42	1.51137287648e-13
3.44	1.01591912096e-13
3.46	6.81213874282e-14
3.48	4.55664280439e-14
3.5	3.0404925443e-14
3.52	2.02386088672e-14
3.54	1.34386432466e-14
3.56	8.90160947036e-15
3.58	5.8819358046e-15
