# mass number (A) = 9
# number of protons (Z) = 6
# number of neutrons (N) = 3
# k (1/fm)	n_1(k) (fm^3)
3.14	6.02605528956e-10
3.16	4.38712343588e-10
3.18	3.18704008776e-10
3.2	2.31023659231e-10
3.22	1.6710404967e-10
3.24	1.20608910681e-10
3.26	8.68628417644e-11
3.28	6.24239433968e-11
3.3	4.47642384354e-11
3.32	3.20312830259e-11
3.34	2.28707759786e-11
3.36	1.62948807883e-11
3.38	1.15847185005e-11
3.4	8.21833946895e-12
3.42	5.81764531708e-12
3.44	4.10937005428e-12
3.46	2.89646564971e-12
3.48	2.037168251e-12
3.5	1.42972024002e-12
3.52	1.00124679898e-12
3.54	6.99676650236e-13
3.56	4.87887889386e-13
3.58	3.3947622233e-13
3.6	2.35703262644e-13
3.62	1.63301050966e-13
3.64	1.12896312195e-13
3.66	7.78821903221e-14
3.68	5.3612296996e-14
3.7	3.68263568897e-14
3.72	2.52418633118e-14
3.74	1.72644439701e-14
3.76	1.17829092242e-14
3.78	8.02456381272e-15
3.8	5.45330160747e-15
3.82	3.69800071683e-15
3.84	2.50232699541e-15
3.86	1.68962735784e-15
3.88	1.13843386884e-15
3.9	7.65411326483e-16
3.92	5.13514084465e-16
3.94	3.43779857173e-16
3.96	2.29656782891e-16
3.98	1.53090801985e-16
4.0	1.01833360786e-16
4.02	6.75931049571e-17
4.04	4.47699117644e-17
4.06	2.9589783058e-17
4.08	1.95150289992e-17
4.1	1.2843064755e-17
4.12	8.43413147828e-18
4.14	5.5269362392e-18
4.16	3.61410780047e-18
4.18	2.35825343764e-18
4.2	1.53551031761e-18
4.22	9.97672615935e-19
4.24	6.46839561587e-19
4.26	4.18483618889e-19
4.28	2.70167978166e-19
4.3	1.74045563509e-19
4.32	1.11883454742e-19
4.34	7.17699682363e-20
4.36	4.59402932205e-20
4.38	2.9343981497e-20
4.4	1.87033210997e-20
4.42	1.18957813835e-20
4.44	7.54991241713e-21
4.46	4.78151680681e-21
4.48	3.02179104846e-21
4.5	1.90562867862e-21
4.52	1.19918826388e-21
4.54	7.53029223962e-22
4.56	4.71858512787e-22
4.58	2.95044409183e-22
4.6	1.84093622389e-22
4.62	1.14621472097e-22
4.64	7.12146311851e-23
4.66	4.41518198611e-23
4.68	2.73151910506e-23
4.7	1.6863054727e-23
4.72	1.03883063611e-23
4.74	6.38601387923e-24
4.76	3.91734384099e-24
4.78	2.39789613806e-24
4.8	1.46469094655e-24
4.82	8.92768157264e-25
4.84	5.43010919132e-25
4.86	3.29576107044e-25
4.88	1.99609069676e-25
4.9	1.20637498332e-25
4.92	7.27548553614e-26
4.94	4.37843949112e-26
4.96	2.62938716005e-26
4.98	1.57567861454e-26
5.0	9.42233979552e-27
#normalisation = 1.0
