# mass number (A) = 9
# number of protons (Z) = 6
# number of neutrons (N) = 3
# k (1/fm)	n_1(k) (fm^3)
0.0	4.24268461326
0.02	4.24194327679
0.04	4.23970076474
0.06	4.23590200391
0.08	4.23045664503
0.1	4.22324118751
0.12	4.21410188629
0.14	4.20285837527
0.16	4.18930792556
0.18	4.17323024338
0.2	4.15439270061
0.22	4.13255588254
0.24	4.10747933117
0.26	4.07892735959
0.28	4.04667481276
0.3	4.01051265323
0.32	3.9702532556
0.34	3.92573530244
0.36	3.8768281844
0.38	3.82343582053
0.4	3.76549982866
0.42	3.70300199158
0.44	3.63596598113
0.46	3.56445831886
0.48	3.48858856917
0.5	3.40850877662
0.52	3.32441217509
0.54	3.23653121062
0.56	3.14513493243
0.58	3.05052581816
0.6	2.95303610837
0.62	2.85302373225
0.64	2.75086791216
0.66	2.6469645367
0.68	2.54172139338
0.7	2.43555335034
0.72	2.32887757355
0.74	2.22210886086
0.76	2.11565516823
0.78	2.00991339543
0.8	1.90526549026
0.82	1.80207492056
0.84	1.70068355382
0.86	1.60140897391
0.88	1.5045422543
0.9	1.41034619784
0.92	1.31905404328
0.94	1.23086863037
0.96	1.14596200773
0.98	1.06447546008
1.0	0.986519926209
1.02	0.912176773661
1.04	0.841498892521
1.06	0.774512067855
1.08	0.711216588731
1.1	0.651589050943
1.12	0.595584310849
1.14	0.543137548691
1.16	0.494166401594
1.18	0.448573128767
1.2	0.406246774348
1.22	0.367065296625
1.24	0.330897635922
1.26	0.297605697203
1.28	0.267046227268
1.3	0.239072570242
1.32	0.213536288778
1.34	0.190288641968
1.36	0.169181914288
1.38	0.150070593003
1.4	0.132812394211
1.42	0.117269140191
1.44	0.103307492816
1.46	0.0907995495682
1.48	0.0796233101648
1.5	0.0696630228777
1.52	0.0608094204724
1.54	0.0529598562025
1.56	0.0460183505646
1.58	0.0398955595584
1.6	0.034508675029
1.62	0.0297812673383
1.64	0.0256430801378
1.66	0.0220297864309
1.68	0.0188827144458
1.7	0.0161485511136
1.72	0.013779030187
1.74	0.0117306112559
1.76	0.00996415514722
1.78	0.00844460044004
1.8	0.00714064510022
1.82	0.00602443655791
1.84	0.00507127291082
1.86	0.00425931735294
1.88	0.00356932739827
1.9	0.00298439999778
1.92	0.00248973323247
1.94	0.00207240490649
1.96	0.00172116805905
1.98	0.00142626315894
2.0	0.00117924653768
2.02	0.000972834452488
2.04	0.000800762044329
2.06	0.000657656364235
2.08	0.000538922579949
2.1	0.000440642438979
2.12	0.0003594840506
2.14	0.000292622053855
2.16	0.000237667257982
2.18	0.000192604872746
2.2	0.000155740486195
2.22	0.000125652993856
2.24	0.000101153734295
2.26	8.12511394846e-05
2.28	6.51202629825e-05
2.3	5.20766034277e-05
2.32	4.15536941362e-05
2.34	3.30839810397e-05
2.36	2.62825601592e-05
2.38	2.08333918874e-05
2.4	1.64776522943e-05
2.42	1.30039213198e-05
2.44	1.02399440302e-05
2.46	8.04573412354e-06
2.48	6.30781865602e-06
2.5	4.93444967917e-06
2.52	3.85163228034e-06
2.54	2.99983961309e-06
2.56	2.33130408883e-06
2.58	1.80779019006e-06
2.6	1.39876857097e-06
2.62	1.07992343879e-06
2.64	8.31935857683e-07
2.66	6.39494772656e-07
2.68	4.90495390077e-07
2.7	3.75391232901e-07
2.72	2.86671861496e-07
2.74	2.18443046995e-07
2.76	1.66090223253e-07
2.78	1.26009432009e-07
2.8	9.53928077676e-08
2.82	7.20580070176e-08
2.84	5.43129426819e-08
2.86	4.08488019374e-08
2.88	3.06556577656e-08
2.9	2.29560782372e-08
2.92	1.71530322707e-08
2.94	1.27891201543e-08
2.96	9.51475000336e-09
2.98	7.06336156826e-09
3.0	5.23218655789e-09
3.02	3.86734670872e-09
3.04	2.85234119236e-09
3.06	2.09917518564e-09
3.08	1.54154107021e-09
3.1	1.1295906196e-09
3.12	8.25937084547e-10
