# mass number (A) = 17
# number of protons (Z) = 8
# number of neutrons (N) = 9
# k (1/fm)	n_1(k) (fm^3)
0.0	2.79059436718
0.02	2.79396261691
0.04	2.8039974235
0.06	2.82049031285
0.08	2.84309830953
0.1	2.87135055204
0.12	2.90465734319
0.14	2.94232143167
0.16	2.98355127163
0.18	3.02747596526
0.2	3.07316155868
0.22	3.11962833562
0.24	3.16586873652
0.26	3.21086552346
0.28	3.25360981319
0.3	3.29311861182
0.32	3.32845150454
0.34	3.35872618168
0.36	3.38313251696
0.38	3.40094495443
0.4	3.41153300601
0.42	3.41436970955
0.44	3.409037948
0.46	3.395234581
0.48	3.3727723899
0.5	3.34157988533
0.52	3.30169907069
0.54	3.2532812953
0.56	3.19658136601
0.58	3.13195011541
0.6	3.05982564781
0.62	2.98072350093
0.64	2.8952259711
0.66	2.80397085351
0.68	2.70763984665
0.7	2.60694686171
0.72	2.50262646452
0.74	2.39542265998
0.76	2.28607820744
0.78	2.17532463121
0.8	2.06387306426
0.82	1.95240603548
0.84	1.84157028296
0.86	1.73197064816
0.88	1.62416507899
0.9	1.51866074493
0.92	1.41591124405
0.94	1.31631486121
0.96	1.22021381907
0.98	1.12789444819
1.0	1.0395881912
1.02	0.955473346602
1.04	0.875677452339
1.06	0.800280205994
1.08	0.729316818138
1.1	0.662781697186
1.12	0.600632368173
1.14	0.542793533479
1.16	0.489161190709
1.18	0.439606731098
1.2	0.393980950761
1.22	0.352117916522
1.24	0.313838637631
1.26	0.278954504166
1.28	0.247270462141
1.3	0.218587904038
1.32	0.192707261593
1.34	0.16943029499
1.36	0.148562079183
1.38	0.129912693661
1.4	0.113298626816
1.42	0.0985439098912
1.44	0.0854809985766
1.46	0.0739514225261
1.48	0.0638062245681
1.5	0.0549062122006
1.52	0.0471220441855
1.54	0.0403341747724
1.56	0.0344326773672
1.58	0.0293169683994
1.6	0.0248954508134
1.62	0.0210850950791
1.64	0.017810973962
1.66	0.0150057655629
1.68	0.0126092373854
1.7	0.0105677224662
1.72	0.00883359693213
1.74	0.00736476676688
1.76	0.00612417009902
1.78	0.00507929997088
1.8	0.00420175133173
1.82	0.00346679491771
1.84	0.00285297973731
1.86	0.00234176507164
1.88	0.00191718221655
1.9	0.00156552563173
1.92	0.00127507270971
1.94	0.00103583102591
1.96	0.000839311667134
1.98	0.000678327050865
2.0	0.000546811528788
2.02	0.000439663006243
2.04	0.000352603794126
2.06	0.000282058932604
2.08	0.00022505027874
2.1	0.000179104725462
2.12	0.000142175011162
2.14	0.00011257168199
2.16	8.89048783299e-05
2.18	7.00347290427e-05
2.2	5.50292489875e-05
2.22	4.31287446259e-05
2.24	3.37158374095e-05
2.26	2.62903138454e-05
2.28	2.04481037323e-05
2.3	1.58637735448e-05
2.32	1.22760000528e-05
2.34	9.4755600021e-06
2.36	7.29543519272e-06
2.38	5.60268888453e-06
2.4	4.29181951787e-06
2.42	3.27934171731e-06
2.44	2.49938293779e-06
2.46	1.90011742235e-06
2.48	1.44088787237e-06
2.5	1.08988987706e-06
2.52	8.22315175798e-07
2.54	6.18867674388e-07
2.56	4.64581208779e-07
2.58	3.47880717191e-07
2.6	2.59839077881e-07
2.62	1.93590692436e-07
2.64	1.43870207833e-07
2.66	1.06650806103e-07
2.68	7.88614502622e-08
2.7	5.81665337772e-08
2.72	4.27946884546e-08
2.74	3.14061901648e-08
2.76	2.29905720982e-08
2.78	1.67878028492e-08
2.8	1.2227788471e-08
2.82	8.88407785853e-09
2.84	6.43854262521e-09
2.86	4.6545099776e-09
2.88	3.35638607102e-09
2.9	2.41424746509e-09
2.92	1.73222361772e-09
2.94	1.23976332768e-09
2.96	8.85088358472e-10
2.98	6.30300760945e-10
3.0	4.4773674266e-10
3.02	3.17257337363e-10
3.04	2.24240977969e-10
3.06	1.58100400225e-10
3.08	1.11190059675e-10
3.1	7.80035327003e-11
3.12	5.45856141179e-11
3.14	3.81029016836e-11
3.16	2.6531030283e-11
3.18	1.8427511309e-11
3.2	1.27672113736e-11
3.22	8.82353235264e-12
3.24	6.08283818688e-12
3.26	4.18299806561e-12
