# mass number (A) = 17
# number of protons (Z) = 8
# number of neutrons (N) = 9
# k (1/fm)	n_1(k) (fm^3)
3.28	2.86937261751e-12
3.3	1.96338009454e-12
3.32	1.34010931098e-12
3.34	9.12419854253e-13
3.36	6.19680943731e-13
3.38	4.19817669603e-13
3.4	2.8370872194e-13
3.42	1.91251258495e-13
3.44	1.28604389496e-13
3.46	8.62635627473e-14
3.48	5.7719070243e-14
3.5	3.85240400032e-14
3.52	2.56486852665e-14
3.54	1.70341079633e-14
3.56	1.12848269199e-14
3.58	7.45747562295e-15
3.6	4.9159835988e-15
3.62	3.23259173589e-15
3.64	2.12037827539e-15
3.66	1.38738849849e-15
3.68	9.05535100218e-16
3.7	5.89569678739e-16
3.72	3.82902177631e-16
3.74	2.48063901272e-16
3.76	1.60310706677e-16
3.78	1.03343912607e-16
3.8	6.64554905e-17
3.82	4.26285552689e-17
3.84	2.72768564782e-17
3.86	1.74105366873e-17
3.88	1.10854750706e-17
3.9	7.04078276459e-18
3.92	4.46079469392e-18
3.94	2.81921599498e-18
3.96	1.77733567334e-18
3.98	1.11772694866e-18
4.0	7.01176426495e-19
4.02	4.38777524392e-19
4.04	2.73896878052e-19
4.06	1.70551518467e-19
4.08	1.05937581663e-19
4.1	6.56403108937e-20
4.12	4.05711639358e-20
4.14	2.50144362429e-20
4.16	1.53847532687e-20
4.18	9.43880608178e-21
4.2	5.77657544627e-21
4.22	3.52655644316e-21
4.24	2.14762462433e-21
4.26	1.30464753727e-21
4.28	7.9059752677e-22
4.3	4.77909068661e-22
4.32	2.88179309952e-22
4.34	1.73343740588e-22
4.36	1.04011535331e-22
4.38	6.2256250369e-23
4.4	3.71717198091e-23
4.42	2.21396485571e-23
4.44	1.31539835049e-23
4.46	7.79601191345e-24
4.48	4.60910342394e-24
4.5	2.71824937422e-24
4.52	1.59915716726e-24
4.54	9.38473758542e-25
4.56	5.49392052849e-25
4.58	3.20827796549e-25
4.6	1.86892167401e-25
4.62	1.08602501358e-25
4.64	6.29532693452e-26
4.66	3.64021136073e-26
4.68	2.09973689117e-26
4.7	1.20818443859e-26
4.72	6.93476569109e-27
4.74	3.970641286e-27
4.76	2.26787929373e-27
4.78	1.29214052776e-27
4.8	7.34395828318e-28
4.82	4.16371891723e-28
4.84	2.35485116585e-28
4.86	1.32854566905e-28
4.88	7.47688297223e-29
4.9	4.19754977084e-29
4.92	2.35072813833e-29
4.94	1.31322862702e-29
4.96	7.31829249638e-30
4.98	4.06827941873e-30
5.0	2.25602274152e-30
#normalisation = 1.0
