# mass number (A) = 48
# number of protons (Z) = 20
#units k = 1/fm , units n_1(k) = fm^3# k (1/fm)	n	p	tot
2.08	0.00281933901247	0.000769978335256	0.00358931734772
2.1	0.00213462501944	0.000574632310083	0.00270925732953
2.12	0.0016104277457	0.000427339110056	0.00203776685576
2.14	0.00121062332951	0.000316686162236	0.00152730949175
2.16	0.000906833817371	0.000233863308877	0.00114069712625
2.18	0.000676861664459	0.000172097393335	0.000848959057794
2.2	0.000503417464706	0.000126202590272	0.000629620054978
2.22	0.000373091487576	9.22245467457e-05	0.000465316034322
2.24	0.000275526642302	6.71601290211e-05	0.000342686771323
2.26	0.00020275683243	4.87377675247e-05	0.000251494599955
2.28	0.000148680298254	3.524610963e-05	0.000183926407884
2.3	0.00010864249106	2.54009792049e-05	0.000134043470265
2.32	7.91073178925e-05	1.82425548411e-05	9.73498727336e-05
2.34	5.73992871907e-05	1.30562649153e-05	7.0455552106e-05
2.36	4.15022292631e-05	9.31220325703e-06	5.08144325201e-05
2.38	2.99029190824e-05	6.61893625858e-06	3.6521855341e-05
2.4	2.14701502536e-05	4.68843845116e-06	2.61585887047e-05
2.42	1.53616540188e-05	3.30959208678e-06	1.86712461056e-05
2.44	1.09527781493e-05	2.32824600245e-06	1.32810241517e-05
2.46	7.78208545463e-06	1.63227481426e-06	9.41436026889e-06
2.48	5.51004353518e-06	1.14043237609e-06	6.65047591127e-06
2.5	3.88779443861e-06	7.94071167622e-07	4.68186560623e-06
2.52	2.73364835702e-06	5.51016611534e-07	3.28466496855e-06
2.54	1.91546807101e-06	3.81054449102e-07	2.29652252011e-06
2.56	1.33752494125e-06	2.62620200601e-07	1.60014514185e-06
2.58	9.30733441378e-07	1.80380504389e-07	1.11111394577e-06
2.6	6.45426696327e-07	1.23473294001e-07	7.68899990328e-07
2.62	4.46034441854e-07	8.42325596805e-08	5.30267001535e-07
2.64	3.07178902636e-07	5.72679994714e-08	3.64446902108e-07
2.66	2.10822770368e-07	3.8803470178e-08	2.49626240546e-07
2.68	1.44194396013e-07	2.62033680774e-08	1.7039776409e-07
2.7	9.82846162369e-08	1.76349036943e-08	1.15919519931e-07
2.72	6.67621849897e-08	1.18282334178e-08	7.85904184075e-08
2.74	4.51944259363e-08	7.90676561909e-09	5.31011915554e-08
2.76	3.04894802791e-08	5.26758273749e-09	3.57570630166e-08
2.78	2.04987526021e-08	3.49750784098e-09	2.39962604431e-08
2.8	1.37346797098e-08	2.3144198189e-09	1.60490995287e-08
2.82	9.1711696393e-09	1.5263809913e-09	1.06975506306e-08
2.84	6.10305633621e-09	1.00328045905e-09	7.10633679526e-09
2.86	4.04750917346e-09	6.57236322693e-10	4.70474549615e-09
2.88	2.6751456981e-09	4.29103185428e-10	3.10424888352e-09
2.9	1.76208752286e-09	2.79218412162e-10	2.04130593503e-09
2.92	1.15672261834e-09	1.81079644236e-10	1.33780226258e-09
2.94	7.5675265267e-10	1.17041421105e-10	8.73794073776e-10
2.96	4.93404246838e-10	7.53971624142e-11	5.68801409252e-10
2.98	3.20610126064e-10	4.84079781167e-11	3.69018104181e-10
3.0	2.07624308673e-10	3.09760800215e-11	2.38600388694e-10
3.02	1.3400066355e-10	1.97553426889e-11	1.53756006238e-10
3.04	8.6191539073e-11	1.25571845862e-11	9.87487236592e-11
3.06	5.525255844e-11	7.95519032684e-12	6.32077487668e-11
3.08	3.52997259134e-11	5.02296812975e-12	4.03226940431e-11
3.1	2.24761826672e-11	3.16098744025e-12	2.56371701074e-11
3.12	1.42628767293e-11	1.98261572848e-12	1.62454924578e-11
3.14	9.02040671514e-12	1.23939193504e-12	1.02597986502e-11
3.16	5.68565583585e-12	7.72207510362e-13	6.45786334621e-12
3.18	3.57167140623e-12	4.79529679303e-13	4.05120108553e-12
3.2	2.23614476754e-12	2.96793195838e-13	2.53293796337e-12
3.22	1.39529750317e-12	1.83083924254e-13	1.57838142742e-12
3.24	8.67707148243e-13	1.12565457259e-13	9.80272605501e-13
3.26	5.37798951086e-13	6.8979419917e-14	6.06778371003e-13
3.28	3.32206471819e-13	4.21302666242e-14	3.74336738443e-13
3.3	2.04521287974e-13	2.56466081161e-14	2.3016789609e-13
3.32	1.25490877661e-13	1.55606414205e-14	1.41051519082e-13
3.34	7.67414326606e-14	9.4099571106e-15	8.61513897712e-14
3.36	4.67727218571e-14	5.67167227675e-15	5.24443941339e-14
3.38	2.84119638047e-14	3.40720826251e-15	3.18191720672e-14
3.4	1.72011146029e-14	2.0400979495e-15	1.92412125524e-14
3.42	1.03790953043e-14	1.2174996713e-15	1.15965949756e-14
3.44	6.24181391942e-15	7.2419058592e-16	6.96600450534e-15
3.46	3.74120376413e-15	4.29342389561e-16	4.17054615369e-15
3.48	2.23491980334e-15	2.53701015909e-16	2.48862081925e-15
3.5	1.33064852439e-15	1.49420039315e-16	1.48006856371e-15
3.52	7.89616810108e-16	8.77130752629e-17	8.77329885371e-16
3.54	4.67005292324e-16	5.13203156097e-17	5.18325607934e-16
3.56	2.75283618218e-16	2.99284631085e-17	3.05212081327e-16
3.58	1.61730836122e-16	1.73960338958e-17	1.79126870018e-16
3.6	9.47021704309e-17	1.00783030726e-17	1.04780473504e-16
3.62	5.52691006314e-17	5.81964534265e-18	6.10887459741e-17
3.64	3.21485170081e-17	3.34948583901e-18	3.54980028471e-17
3.66	1.86378700037e-17	1.92146674534e-18	2.0559336749e-17
3.68	1.07693402088e-17	1.09865482246e-18	1.18679950313e-17
3.7	6.20211887043e-18	6.26129096337e-19	6.82824796676e-18
3.72	3.55999937368e-18	3.55665124131e-19	3.91566449782e-18
3.74	2.03666345694e-18	2.01369639563e-19	2.2380330965e-18
3.76	1.16131167342e-18	1.13637730838e-19	1.27494940426e-18
3.78	6.59992698479e-19	6.39186341069e-20	7.23911332586e-19
3.8	3.73844441842e-19	3.58351566292e-20	4.09679598471e-19
3.82	2.11059455287e-19	2.00248155347e-20	2.31084270822e-19
3.84	1.18763067548e-19	1.11533578579e-20	1.29916425406e-19
3.86	6.66072220657e-20	6.19186012808e-21	7.27990821938e-20
3.88	3.72327540181e-20	3.42622208105e-21	4.06589760992e-20
3.9	2.07440486251e-20	1.88968419699e-21	2.26337328221e-20
3.92	1.15193239183e-20	1.03882590618e-21	1.25581498245e-20
3.94	6.3756746521e-21	5.69215337011e-22	6.94488998912e-21
3.96	3.51715544348e-21	3.1087883236e-22	3.82803427584e-21
3.98	1.93385452637e-21	1.69233718363e-22	2.10308824474e-21
4.0	1.05979878915e-21	9.18257045854e-23	1.15162449374e-21
4.02	5.78883224729e-22	4.96619428169e-23	6.28545167546e-22
4.04	3.15157015495e-22	2.67710641152e-23	3.4192807961e-22
4.06	1.71014130657e-22	1.43843578287e-23	1.85398488485e-22
4.08	9.24925057513e-23	7.70368744038e-24	1.00196193192e-22
4.1	4.98598702351e-23	4.11235475342e-24	5.39722249885e-23
4.12	2.67896047492e-23	2.18809733503e-24	2.89777020842e-23
4.14	1.43467172274e-23	1.16045217754e-24	1.5507169405e-23
4.16	7.65791146116e-24	6.13440996841e-25	8.271352458e-24
4.18	4.07417994424e-24	3.23224053137e-25	4.39740399738e-24
4.2	2.1604420551e-24	1.69754093002e-25	2.3301961481e-24
4.22	1.14187369882e-24	8.88633990634e-26	1.23073709789e-24
4.24	6.01543478114e-25	4.63673251549e-26	6.47910803269e-25
4.26	3.15856595076e-25	2.4115039953e-26	3.39971635029e-25
4.28	1.65305503498e-25	1.25011829328e-26	1.7780668643e-25
4.3	8.62302349132e-26	6.45954268519e-27	9.26897775984e-26
4.32	4.48339671966e-26	3.32690441077e-27	4.81608716074e-26
4.34	2.32343517188e-26	1.70791836115e-27	2.49422700799e-26
4.36	1.20013521087e-26	8.7394171108e-28	1.28752938198e-26
4.38	6.17883302196e-27	4.45745266385e-28	6.62457828835e-27
4.4	3.17073416028e-27	2.26610618481e-28	3.39734477876e-27
4.42	1.62177543943e-27	1.14832109719e-28	1.73660754915e-27
4.44	8.26798232514e-28	5.80011128281e-29	8.84799345342e-28
4.46	4.20132913675e-28	2.9201120858e-29	4.49334034533e-28
4.48	2.12790691701e-28	1.46539007281e-29	2.2744459243e-28
4.5	1.07423105544e-28	7.32989589517e-30	1.14753001439e-28
4.52	5.40533152215e-29	3.6545466676e-30	5.77078618891e-29
4.54	2.71098375726e-29	1.81618742342e-30	2.8926024996e-29
4.56	1.35522633441e-29	8.99662379657e-31	1.44519257238e-29
4.58	6.75270020616e-30	4.4421221381e-31	7.19691241997e-30
4.6	3.35369995984e-30	2.18621948039e-31	3.57232190788e-30
4.62	1.66016944458e-30	1.07248108123e-31	1.7674175527e-30
4.64	8.19148181706e-31	5.2441900089e-32	8.71590081795e-31
4.66	4.02860545992e-31	2.55599721195e-32	4.28420518112e-31
4.68	1.97482935489e-31	1.24175462603e-32	2.0990048175e-31
4.7	9.64911184376e-32	6.01318995751e-33	1.02504308395e-31
4.72	4.69924825337e-32	2.90247210964e-33	4.98949546434e-32
4.74	2.28114592505e-32	1.39645018262e-33	2.42079094331e-32
4.76	1.10372714393e-32	6.69695470132e-34	1.17069669094e-32
4.78	5.32297829572e-33	3.20128291267e-34	5.64310658699e-33
4.8	2.55877630991e-33	1.52533694081e-34	2.711310004e-33
4.82	1.22601260103e-33	7.24440645211e-35	1.29845666555e-33
4.84	5.85521521547e-34	3.42953600969e-35	6.19816881644e-34
4.86	2.78725326667e-34	1.61831742366e-35	2.94908500904e-34
4.88	1.32250087159e-34	7.61181246785e-36	1.39861899627e-34
4.9	6.25463228518e-35	3.56868912579e-36	6.61150119776e-35
4.92	2.94845289408e-35	1.66773045506e-36	3.11522593959e-35
4.94	1.38539466905e-35	7.76854598367e-37	1.46308012889e-35
4.96	6.48843629858e-36	3.6070369597e-37	6.84913999455e-36
4.98	3.02896389741e-36	1.66939321162e-37	3.19590321857e-36
5.0	1.40940551976e-36	7.70130137794e-38	1.48641853354e-36
#normalisation = 48.0
