# mass number (A) = 19
# number of protons (Z) = 6
# number of neutrons (N) = 13
# k (1/fm)	n_1(k) (fm^3)
0.0	2.60041209264
0.02	2.60256241449
0.04	2.60897334714
0.06	2.61952538794
0.08	2.63402134423
0.1	2.65218927075
0.12	2.67368652198
0.14	2.69810485997
0.16	2.7249765423
0.18	2.75378129973
0.2	2.78395409858
0.22	2.81489357053
0.24	2.84597098049
0.26	2.87653959391
0.28	2.90594429696
0.3	2.93353131786
0.32	2.95865789417
0.34	2.98070173104
0.36	2.99907009749
0.38	3.01320841326
0.4	3.02260818698
0.42	3.0268141774
0.44	3.02543066316
0.46	3.01812672278
0.48	3.00464044489
0.5	2.98478200897
0.52	2.95843559821
0.54	2.92556012874
0.56	2.8861888019
0.58	2.84042750917
0.6	2.78845214063
0.62	2.73050486877
0.64	2.66688949767
0.66	2.59796598433
0.68	2.52414425242
0.7	2.44587742948
0.72	2.36365464629
0.74	2.27799354129
0.76	2.18943261379
0.78	2.0985235674
0.8	2.00582377962
0.82	1.91188902509
0.84	1.81726656913
0.86	1.72248873506
0.88	1.62806703413
0.9	1.53448693055
0.92	1.44220329739
0.94	1.35163660198
0.96	1.26316984199
0.98	1.17714623744
1.0	1.09386766773
1.02	1.01359382905
1.04	0.936542074418
1.06	0.862887887954
1.08	0.79276593593
1.1	0.726271630104
1.12	0.663463133992
1.14	0.604363739734
1.16	0.548964542134
1.18	0.497227337158
1.2	0.449087674458
1.22	0.404457997072
1.24	0.363230806326
1.26	0.325281795581
1.28	0.290472902929
1.3	0.258655239732
1.32	0.229671858985
1.34	0.20336033458
1.36	0.179555129469
1.38	0.158089737402
1.4	0.138798589062
1.42	0.12151871913
1.44	0.106091195821
1.46	0.0923623188397
1.48	0.0801845953944
1.5	0.0694175069194
1.52	0.0599280814878
1.54	0.0515912886013
1.56	0.044290274139
1.58	0.0379164538149
1.6	0.0323694835792
1.62	0.0275571250726
1.64	0.0233950235817
1.66	0.0198064149926
1.68	0.0167217770943
1.7	0.0140784392683
1.72	0.0118201632042
1.74	0.00989670582557
1.76	0.00826337415548
1.78	0.00688058042269
1.8	0.00571340434217
1.82	0.00473116821707
1.84	0.00390702932097
1.86	0.00321759294107
1.88	0.00264254850056
1.9	0.00216433033451
1.92	0.00176780396679
1.94	0.00143997812177
1.96	0.00116974219803
1.98	0.000947628523264
2.0	0.000765598391941
2.02	0.000616850650146
2.04	0.000495651425119
2.06	0.000397183491436
2.08	0.000317413711256
2.1	0.000252976974283
2.12	0.000201075085559
2.14	0.000159389098636
2.16	0.000126003661423
2.18	9.93420262287e-05
2.2	7.81104694858e-05
2.22	6.12509659342e-05
2.24	4.79010635242e-05
2.26	3.73600060297e-05
2.28	2.9060248347e-05
2.3	2.25436030421e-05
2.32	1.74413447831e-05
2.34	1.34576811094e-05
2.36	1.03560731241e-05
2.38	7.94795798483e-06
2.4	6.08348656248e-06
2.42	4.64394453546e-06
2.44	3.53557380646e-06
2.46	2.6845538718e-06
2.48	2.03294008303e-06
2.5	1.53538809533e-06
2.52	1.1565216767e-06
2.54	8.68824931551e-07
2.56	6.50960327591e-07
2.58	4.86431135379e-07
2.6	3.62521395299e-07
2.62	2.69458680761e-07
2.64	1.99755059581e-07
2.66	1.47690062131e-07
2.68	1.08906405877e-07
2.7	8.00949301666e-08
2.72	5.87498615819e-08
2.74	4.29793306535e-08
2.76	3.13591423403e-08
2.78	2.28202907449e-08
2.8	1.65627088477e-08
2.82	1.19893455783e-08
2.84	8.65593955714e-09
2.86	6.23287299614e-09
2.88	4.47629145224e-09
2.9	3.20630720087e-09
2.92	2.2906000866e-09
2.94	1.63211758948e-09
2.96	1.15987797289e-09
2.98	8.22114832909e-10
3.0	5.81182635544e-10
3.02	4.09782460646e-10
3.04	2.88174341877e-10
3.06	2.02124552851e-10
3.08	1.41398647067e-10
3.1	9.86584866129e-11
3.12	6.86573826432e-11
3.14	4.76545325222e-11
3.16	3.29902745749e-11
3.18	2.27789108577e-11
3.2	1.56872147863e-11
3.22	1.07751950592e-11
3.24	7.38195491749e-12
3.26	5.04411662004e-12
3.28	3.43769115935e-12
3.3	2.33677620802e-12
3.32	1.58429636331e-12
3.34	1.07133494596e-12
3.36	7.22577041788e-13
3.38	4.86086521488e-13
3.4	3.26147472177e-13
3.42	2.18265930623e-13
3.44	1.45690037539e-13
3.46	9.69942957967e-14
3.48	6.44073497334e-14
3.5	4.26577567458e-14
3.52	2.81795722073e-14
3.54	1.85671402873e-14
3.56	1.2201980289e-14
3.58	7.99817178729e-15
3.6	5.22909666819e-15
3.62	3.40987585233e-15
3.64	2.21782274491e-15
3.66	1.43877166764e-15
3.68	9.30966607327e-16
3.7	6.00833185488e-16
3.72	3.86769033901e-16
3.74	2.48329231318e-16
3.76	1.59031348542e-16
3.78	1.01582001897e-16
3.8	6.47187761008e-17
3.82	4.11266842437e-17
3.84	2.60673771699e-17
3.86	1.64797862151e-17
3.88	1.03917039619e-17
3.9	6.5358678944e-18
3.92	4.10016580328e-18
3.94	2.56555642334e-18
3.96	1.60119438387e-18
3.98	9.96756823528e-19
4.0	6.1889557691e-19
