# mass number (A) = 18
# number of protons (Z) = 6
# number of neutrons (N) = 12
# k (1/fm)	n_1(k) (fm^3)
0.0	2.69094773984
0.02	2.69314345915
0.04	2.69968705491
0.06	2.71044855154
0.08	2.72521368013
0.1	2.74368737048
0.12	2.7654985536
0.14	2.79020618999
0.16	2.81730641784
0.18	2.84624069544
0.2	2.87640479481
0.22	2.90715848901
0.24	2.9378357637
0.26	2.96775537505
0.28	2.99623157076
0.3	3.02258478913
0.32	3.04615215318
0.34	3.06629758147
0.36	3.08242134676
0.38	3.09396892476
0.4	3.10043899089
0.42	3.10139044017
0.44	3.0964483255
0.46	3.08530863169
0.48	3.0677418255
0.5	3.04359514666
0.52	3.01279362907
0.54	2.97533986575
0.56	2.93131255518
0.58	2.88086388841
0.6	2.82421585739
0.62	2.76165558322
0.64	2.69352977882
0.66	2.62023847341
0.68	2.54222813603
0.7	2.45998434191
0.72	2.37402412857
0.74	2.28488818846
0.76	2.19313304183
0.78	2.09932332723
0.8	2.00402433787
0.82	1.9077949212
0.84	1.81118084553
0.86	1.71470872253
0.88	1.61888055891
0.9	1.52416899332
0.92	1.43101325829
0.94	1.33981588955
0.96	1.25094018973
0.98	1.16470843758
1.0	1.08140082024
1.02	1.00125505363
1.04	0.92446664512
1.06	0.851189743766
1.08	0.781538516469
1.1	0.715588983109
1.12	0.653381240681
1.14	0.594922004933
1.16	0.540187398326
1.18	0.489125914946
1.2	0.441661496123
1.22	0.397696654818
1.24	0.357115592022
1.26	0.31978725436
1.28	0.285568288461
1.3	0.254305854372
1.32	0.225840267058
1.34	0.200007441737
1.36	0.176641125266
1.38	0.155574901895
1.4	0.136643967348
1.42	0.119686670272
1.44	0.104545824601
1.46	0.0910698002252
1.48	0.0791134025598
1.5	0.0685385541995
1.52	0.0592147937703
1.54	0.0510196084797
1.56	0.0438386176922
1.58	0.0375656252173
1.6	0.0321025579257
1.62	0.0273593078846
1.64	0.0232534944748
1.66	0.0197101619911
1.68	0.0166614270824
1.7	0.014046089122
1.72	0.0118092152529
1.74	0.00990171047431
1.76	0.00827988176301
1.78	0.00690500388349
1.8	0.00574289326226
1.82	0.00476349510442
1.84	0.00394048782612
1.86	0.00325090787669
1.88	0.00267479713297
1.9	0.00219487426789
1.92	0.0017962308237
1.94	0.00146605215307
1.96	0.00119336292377
1.98	0.000968796506123
2.0	0.000784387268924
2.02	0.000633384591166
2.04	0.000510087242759
2.06	0.000409696690402
2.08	0.000328187834838
2.1	0.000262195675478
2.12	0.000208916419947
2.14	0.000166021602794
2.16	0.000131583843247
2.18	0.000104012951219
2.2	8.20011792234e-05
2.22	6.44765114868e-05
2.24	5.05629773402e-05
2.26	3.95470712425e-05
2.28	3.08494546011e-05
2.3	2.40012033955e-05
2.32	1.86239493827e-05
2.34	1.44133406601e-05
2.36	1.11253191455e-05
2.38	8.56477794326e-06
2.4	6.57622060888e-06
2.42	5.03609716738e-06
2.44	3.84653866956e-06
2.46	2.93025343426e-06
2.48	2.2263843343e-06
2.5	1.68715797345e-06
2.52	1.27518381539e-06
