# mass number (A) = 24
# number of protons (Z) = 8
# number of neutrons (N) = 16
# k (1/fm)	n_1(k) (fm^3)
0.0	3.93227214499
0.02	3.93005508415
0.04	3.92343219007
0.06	3.91248736738
0.08	3.89735729112
0.1	3.87822678476
0.12	3.8553225977
0.14	3.82890581846
0.16	3.79926321031
0.18	3.76669779483
0.2	3.73151903491
0.22	3.69403298027
0.24	3.6545327362
0.26	3.61328959945
0.28	3.57054517559
0.3	3.52650475063
0.32	3.48133213848
0.34	3.4351461671
0.36	3.38801890229
0.38	3.33997564215
0.4	3.29099664924
0.42	3.24102052497
0.44	3.18994907308
0.46	3.1376534492
0.48	3.08398135284
0.5	3.02876498732
0.52	2.97182949454
0.54	2.91300156343
0.56	2.85211791481
0.58	2.7890333797
0.6	2.72362831235
0.62	2.65581511137
0.64	2.5855436617
0.66	2.51280555373
0.68	2.43763698308
0.7	2.36012028211
0.72	2.28038408155
0.74	2.19860214511
0.76	2.11499096075
0.78	2.02980620736
0.8	1.94333824533
0.82	1.8559068014
0.84	1.767855034
0.86	1.679543173
0.88	1.59134192921
0.9	1.50362586355
0.92	1.41676689475
0.94	1.33112810841
0.96	1.24705801028
0.98	1.16488534357
1.0	1.08491456532
1.02	1.00742205091
1.04	0.932653070189
1.06	0.86081955386
1.08	0.792098645381
1.1	0.726632013036
1.12	0.664525878368
1.14	0.605851702213
1.16	0.550647457588
1.18	0.498919410103
1.2	0.450644321145
1.22	0.405771986694
1.24	0.364228024984
1.26	0.325916829064
1.28	0.290724605162
1.3	0.258522424288
1.32	0.229169222349
1.34	0.202514692663
1.36	0.178402023956
1.38	0.156670446217
1.4	0.137157555922
1.42	0.119701400906
1.44	0.104142313269
1.46	0.0903244860459
1.48	0.0780972958518
1.5	0.0673163792137
1.52	0.0578444748357
1.54	0.0495520476207
1.56	0.0423177129081
1.58	0.0360284811677
1.6	0.0305798443866
1.62	0.0258757256876
1.64	0.0218283134361
1.66	0.018357800316
1.68	0.0153920466974
1.7	0.0128661861623
1.72	0.0107221894056
1.74	0.00890840094649
1.76	0.0073790612578
1.78	0.00609382510029
1.8	0.00501728507762
1.82	0.00411850775779
1.84	0.003370588154
1.86	0.00275022694882
1.88	0.0022373335898
1.9	0.00181465728716
1.92	0.00146744700418
1.94	0.00118314074425
1.96	0.000951083794446
1.98	0.000762275075456
2.0	0.000609140355939
2.02	0.000485330805044
2.04	0.000385545163456
2.06	0.000305373698781
2.08	0.000241162061297
2.1	0.000189893159139
2.12	0.000149085216587
2.14	0.00011670425526
2.16	9.10893371035e-05
2.18	7.08890224232e-05
2.2	5.50076198695e-05
2.22	4.25599328415e-05
2.24	3.28333343723e-05
2.26	2.52561269027e-05
2.28	1.9371262154e-05
2.3	1.48146079046e-05
2.32	1.12970517958e-05
2.34	8.58982673855e-06
2.36	6.51252787053e-06
2.38	4.92336739752e-06
2.4	3.71128135863e-06
2.42	2.78956185749e-06
2.44	2.09074016781e-06
2.46	1.56249099846e-06
2.48	1.16436675203e-06
2.5	8.65203503972e-07
2.52	6.41068313244e-07
2.54	4.73640969323e-07
2.56	3.48942956735e-07
2.58	2.563428038e-07
2.6	1.87780551839e-07
2.62	1.37165258246e-07
2.64	9.99086055514e-08
2.66	7.25651552345e-08
2.68	5.25558421052e-08
2.7	3.79561948996e-08
2.72	2.73346975688e-08
2.74	1.96298478144e-08
2.76	1.40569708457e-08
2.78	1.00378288383e-08
2.8	7.14763089587e-09
2.82	5.0752773347e-09
2.84	3.59363357859e-09
2.86	2.53737795647e-09
2.88	1.78654876665e-09
2.9	1.25436492165e-09
2.92	8.78239952674e-10
2.94	6.13173927438e-10
2.96	4.26909963049e-10
2.98	2.96395717597e-10
3.0	2.0520666917e-10
3.02	1.4167584226e-10
3.04	9.75406800025e-11
3.06	6.69672156086e-11
3.08	4.58485939751e-11
3.1	3.13024214015e-11
3.12	2.13117336312e-11
3.14	1.44693608345e-11
3.16	9.79648802736e-12
3.18	6.61428244583e-12
3.2	4.45335247191e-12
3.22	2.99008923663e-12
3.24	2.00204899301e-12
3.26	1.33677845525e-12
3.28	8.90100531793e-13
3.3	5.91036443728e-13
3.32	3.91368364139e-13
3.34	2.58436647083e-13
3.36	1.70184522728e-13
3.38	1.1175944938e-13
3.4	7.31892525445e-14
3.42	4.77980152213e-14
3.44	3.11295271771e-14
3.46	2.02178933965e-14
3.48	1.30948520197e-14
3.5	8.45799045601e-15
3.52	5.44798958838e-15
3.54	3.49951935531e-15
3.56	2.24173434304e-15
3.58	1.43206937671e-15
3.6	9.12323123703e-16
3.62	5.79613584601e-16
3.64	3.67226662114e-16
3.66	2.32025732041e-16
3.68	1.46199170051e-16
3.7	9.18673051739e-17
3.72	5.75684926596e-17
3.74	3.59763451412e-17
3.76	2.242115639e-17
3.78	1.39350404838e-17
3.8	8.63710481891e-18
3.82	5.33873465448e-18
3.84	3.29093366057e-18
3.86	2.0230704835e-18
3.88	1.24026485206e-18
3.9	7.58280401544e-19
3.92	4.62335911848e-19
3.94	2.81124212073e-19
3.96	1.7047163133e-19
3.98	1.03090735475e-19
4.0	6.21729135337e-20
4.02	3.73935986504e-20
4.04	2.24289096195e-20
4.06	1.3416347681e-20
4.08	8.0034286333e-21
4.1	4.76139110648e-21
4.12	2.82493212205e-21
4.14	1.67147131054e-21
4.16	9.8629526651e-22
4.18	5.80406733052e-22
4.2	3.40624403697e-22
4.22	1.99359644303e-22
4.24	1.16363629366e-22
4.26	6.77354661181e-23
4.28	3.93218716502e-23
4.3	2.27652152883e-23
4.32	1.31440496657e-23
4.34	7.5684473214e-24
4.36	4.3461517161e-24
4.38	2.48899357657e-24
4.4	1.42155537436e-24
4.42	8.09701988231e-25
4.44	4.59947592422e-25
4.46	2.6056345975e-25
4.48	1.47211245298e-25
4.5	8.29451627169e-26
4.52	4.66083823121e-26
4.54	2.61192178845e-26
4.56	1.45975428515e-26
4.58	8.13622738471e-27
4.6	4.52262310028e-27
4.62	2.50715962791e-27
4.64	1.38611132201e-27
4.66	7.64256312527e-28
4.68	4.2024738157e-28
4.7	2.30460400381e-28
4.72	1.26041387503e-28
4.74	6.87473332422e-29
4.76	3.73959526931e-29
4.78	2.02870853306e-29
