# mass number (A) = 13
# number of protons (Z) = 8
# number of neutrons (N) = 5
# k (1/fm)	n_1(k) (fm^3)
0.0	3.31867397986
0.02	3.32055293724
0.04	3.32613868296
0.06	3.33527885077
0.08	3.34772285077
0.1	3.36312682064
0.12	3.38106040021
0.14	3.40101517734
0.16	3.42241461657
0.18	3.44462525022
0.2	3.46696888598
0.22	3.48873556524
0.24	3.50919699372
0.26	3.52762015995
0.28	3.54328085826
0.3	3.55547684094
0.32	3.56354033847
0.34	3.56684970712
0.36	3.56483998858
0.38	3.55701219641
0.4	3.54294117753
0.42	3.52228193281
0.44	3.49477431859
0.46	3.46024608878
0.48	3.41861427488
0.5	3.36988493712
0.52	3.314151354
0.54	3.25159074786
0.56	3.18245967144
0.58	3.10708820285
0.6	3.02587311489
0.62	2.9392701978
0.64	2.84778592308
0.66	2.75196863992
0.68	2.65239949445
0.7	2.54968325712
0.72	2.44443923415
0.74	2.33729242632
0.76	2.2288650829
0.78	2.11976878063
0.8	2.01059713818
0.82	1.90191925564
0.84	1.79427394769
0.86	1.68816481778
0.88	1.58405620024
0.9	1.48236997752
0.92	1.38348326193
0.94	1.28772691474
0.96	1.19538486105
0.98	1.10669414683
1.0	1.02184567454
1.02	0.94098554598
1.04	0.864216935894
1.06	0.791602416383
1.08	0.723166651319
1.1	0.658899380451
1.12	0.598758615407
1.14	0.542673973536
1.16	0.49055008058
1.18	0.442269979067
1.2	0.397698485999
1.22	0.356685450467
1.24	0.319068869226
1.26	0.284677825627
1.28	0.253335224571
1.3	0.224860303141
1.32	0.199070903125
1.34	0.175785497683
1.36	0.154824969886
1.38	0.136014145661
1.4	0.119183087834
1.42	0.104168161424
1.44	0.0908128831669
1.46	0.0789685703783
1.48	0.0684948058764
1.5	0.0592597366471
1.52	0.0511402244746
1.54	0.0440218668168
1.56	0.0377989058983
1.58	0.032374043372
1.6	0.0276581770177
1.62	0.0235700748714
1.64	0.0200360009574
1.66	0.0169893054823
1.68	0.0143699909822
1.7	0.0121242645408
1.72	0.010204084835
1.74	0.00856671145443
1.76	0.00717426269914
1.78	0.00599328689831
1.8	0.00499435122785
1.82	0.0041516510428
1.84	0.00344264188257
1.86	0.00284769555544
1.88	0.00234978106153
1.9	0.00193417056425
1.92	0.00158817016581
1.94	0.00130087487316
1.96	0.00106294685082
1.98	0.000866415837067
2.0	0.000704500441943
2.02	0.000571448941349
2.04	0.000462398122892
2.06	0.000373248718886
2.08	0.000300555972897
2.1	0.000241433922179
2.12	0.000193472033672
2.14	0.000154662900801
2.16	0.000123339788008
2.18	9.81228958687e-05
2.2	7.78733088897e-05
2.22	6.16536780774e-05
2.24	4.86947790392e-05
2.26	3.83671722822e-05
2.28	3.01572742355e-05
2.3	2.36472245768e-05
2.32	1.84980071229e-05
2.34	1.44353475518e-05
2.36	1.12379714551e-05
2.38	8.727860715e-06
2.4	6.76219513177e-06
2.42	5.22670983996e-06
2.44	4.03023767153e-06
2.46	3.10023959794e-06
2.48	2.37915609564e-06
2.5	1.82143811421e-06
2.52	1.39113866759e-06
2.54	1.05996528723e-06
2.56	8.05710024503e-07
2.58	6.10987699415e-07
2.6	4.62224967995e-07
2.62	3.48852801463e-07
2.64	2.62663387926e-07
2.66	1.97299507841e-07
2.68	1.47850298078e-07
2.7	1.10532182696e-07
2.72	8.24377657143e-08
2.74	6.13387862964e-08
2.76	4.55319454339e-08
2.78	3.37186245453e-08
2.8	2.49113149372e-08
2.82	1.83610344004e-08
2.84	1.35011837804e-08
2.86	9.9042428169e-09
2.88	7.24846319583e-09
2.9	5.2923227299e-09
2.92	3.85498692795e-09
2.94	2.80140683398e-09
2.96	2.03098450371e-09
2.98	1.46897581958e-09
3.0	1.05998750689e-09
3.02	7.63071707919e-10
3.04	5.48035759689e-10
3.06	3.92673697034e-10
3.08	2.80694894612e-10
3.1	2.00178493682e-10
3.12	1.424232615e-10
3.14	1.0109401432e-10
3.16	7.15898338534e-11
3.18	5.05776968335e-11
3.2	3.56491274014e-11
3.22	2.50680926771e-11
3.24	1.75863850571e-11
3.26	1.23087832017e-11
3.28	8.59482975882e-12
3.3	5.98747061657e-12
3.32	4.16134586651e-12
3.34	2.88541888421e-12
3.36	1.99603841647e-12
3.38	1.37757171273e-12
3.4	9.48517072514e-13
3.42	6.5157140791e-13
3.44	4.46544891189e-13
3.46	3.05319665009e-13
3.48	2.08272185894e-13
3.5	1.41740811335e-13
3.52	9.62378663275e-14
3.54	6.51905695954e-14
3.56	4.40566596241e-14
3.58	2.97048000806e-14
3.6	1.99815996283e-14
3.62	1.3409812072e-14
3.64	8.97850885295e-15
3.66	5.99756667047e-15
3.68	3.99701295617e-15
3.7	2.65757716224e-15
3.72	1.76289446673e-15
3.74	1.16669435416e-15
3.76	7.70332941136e-16
3.78	5.07446980977e-16
3.8	3.33498543164e-16
3.82	2.18669647607e-16
3.84	1.43045629337e-16
3.86	9.33581911995e-17
3.88	6.07886129892e-17
3.9	3.94897357224e-17
3.92	2.55940269514e-17
3.94	1.65495287983e-17
3.96	1.06764154777e-17
3.98	6.87160723987e-18
4.0	4.41249699901e-18
4.02	2.82685771554e-18
4.04	1.80682922185e-18
4.06	1.15218995853e-18
4.08	7.33035625889e-19
4.1	4.65286319328e-19
4.12	2.94652327652e-19
4.14	1.86163289752e-19
4.16	1.17347264695e-19
4.18	7.37983808076e-20
4.2	4.6303712026e-20
4.22	2.89854515879e-20
4.24	1.81025515408e-20
4.26	1.12796375102e-20
4.28	7.01207075498e-21
4.3	4.34903995433e-21
4.32	2.69114209526e-21
4.34	1.6614074238e-21
4.36	1.0233215209e-21
4.38	6.28846530187e-22
4.4	3.85544032337e-22
4.42	2.35830628939e-22
4.44	1.4392077582e-22
4.46	8.76282181332e-23
4.48	5.32306566551e-23
4.5	3.22609509919e-23
4.52	1.95069849547e-23
4.54	1.17679527436e-23
4.56	7.0828754528e-24
4.58	4.25320538362e-24
4.6	2.54812835859e-24
4.62	1.52308653378e-24
4.64	9.08293735894e-25
4.66	5.40414078396e-25
4.68	3.20793613607e-25
4.7	1.89986886242e-25
4.72	1.12258830775e-25
4.74	6.61784371968e-26
4.76	3.8923485733e-26
4.78	2.2840536079e-26
4.8	1.33721219347e-26
4.82	7.81077181817e-27
4.84	4.55184303911e-27
4.86	2.64655196619e-27
4.88	1.5352302162e-27
4.9	8.88518842067e-28
4.92	5.13050287402e-28
4.94	2.95565337066e-28
4.96	1.69882031553e-28
4.98	9.74185992881e-29
5.0	5.57361430115e-29
#normalisation = 1.0
