# mass number (A) = 19
# number of protons (Z) = 8
# number of neutrons (N) = 11
# k (1/fm)	n_1(k) (fm^3)
0.0	2.60041209264
0.02	2.60363737542
0.04	2.6132508062
0.06	2.62906626298
0.08	2.65077728798
0.1	2.67796262327
0.12	2.71009379781
0.14	2.74654460762
0.16	2.78660229205
0.18	2.82948017579
0.2	2.87433151729
0.22	2.92026428246
0.24	2.96635654662
0.26	3.01167221916
0.28	3.05527678338
0.3	3.09625274951
0.32	3.13371453051
0.34	3.16682246867
0.36	3.1947957648
0.38	3.21692409077
0.4	3.23257769919
0.42	3.24121588039
0.44	3.24239365558
0.46	3.23576663494
0.48	3.22109400973
0.5	3.198239687
0.52	3.16717161351
0.54	3.12795937078
0.56	3.08077015559
0.58	3.02586328834
0.6	2.96358341561
0.62	2.89435259247
0.64	2.81866144378
0.66	2.73705961288
0.68	2.6501457096
0.7	2.55855696845
0.72	2.46295882182
0.74	2.3640345832
0.76	2.26247542133
0.78	2.15897078925
0.8	2.05419945272
0.82	1.94882124064
0.84	1.84346961758
0.86	1.73874515484
0.88	1.63520995295
0.9	1.53338304566
0.92	1.43373679352
0.94	1.33669425466
0.96	1.24262750215
0.98	1.15185684067
1.0	1.0646508616
1.02	0.981227264216
1.04	0.901754361735
1.06	0.826353185087
1.08	0.755100093242
1.1	0.688029797813
1.12	0.625138710348
1.14	0.566388523455
1.16	0.511709941329
1.18	0.461006481007
1.2	0.414158272571
1.22	0.371025794253
1.24	0.331453486642
1.26	0.295273198741
1.28	0.262307427253
1.3	0.232372318886
1.32	0.205280413589
1.34	0.18084311423
1.36	0.158872875207
1.38	0.139185108765
1.4	0.121599813301
1.42	0.105942932654
1.44	0.0920474592694
1.46	0.0797542972347
1.48	0.0689129035492
1.5	0.0593817275972
1.52	0.0510284698029
1.54	0.0437301808346
1.56	0.0373732226214
1.58	0.0318531119084
1.6	0.0270742661785
1.62	0.022949670595
1.64	0.0194004832308
1.66	0.0163555943149
1.68	0.013751153609
1.7	0.0115300783632
1.72	0.00964155265769
1.74	0.00804052732641
1.76	0.00668722813224
1.78	0.00554667843083
1.8	0.00458824124126
1.82	0.00378518444922
1.84	0.00311427180599
1.86	0.00255538145596
1.88	0.00209115292543
1.9	0.00170666282989
1.92	0.00138912899927
1.94	0.00112764227186
1.96	0.000912924856919
1.98	0.000737113904418
2.0	0.000593568734963
2.02	0.000476700065176
2.04	0.000381819501816
2.06	0.000305007562896
2.08	0.000242998506748
2.1	0.000193080302444
2.12	0.000153008149894
2.14	0.000120930049236
2.16	9.53230211551e-05
2.18	7.49386882549e-05
2.2	5.87570385877e-05
2.22	4.59473030811e-05
2.24	3.58349864238e-05
2.26	2.78741942577e-05
2.28	2.16244969743e-05
2.3	1.67316611761e-05
2.32	1.29116634278e-05
2.34	9.93747708688e-06
2.36	7.62819176498e-06
2.38	5.84008653008e-06
2.4	4.45933263253e-06
2.42	3.39604973434e-06
2.44	2.57948181718e-06
2.46	1.95409564164e-06
2.48	1.47643634741e-06
2.5	1.11260203283e-06
2.52	8.36222428086e-07
