# mass number (A) = 17
# number of protons (Z) = 6
# number of neutrons (N) = 11
# k (1/fm)	n_1(k) (fm^3)
4.18	2.08688231287e-20
4.2	1.27996233909e-20
4.22	7.83094816582e-21
4.24	4.7791391548e-21
4.26	2.90939985778e-21
4.28	1.76675284667e-21
4.3	1.0702052373e-21
4.32	6.46662182831e-22
4.34	3.8976892121e-22
4.36	2.34345452569e-22
4.38	1.40548320727e-22
4.4	8.40842825411e-23
4.42	5.01792583434e-23
4.44	2.98713001988e-23
4.46	1.77380022352e-23
4.48	1.05069384927e-23
4.5	6.20824422611e-24
4.52	3.65917117586e-24
4.54	2.15138530269e-24
4.56	1.26175610076e-24
4.58	7.38166918939e-25
4.6	4.30780359991e-25
4.62	2.50772299991e-25
4.64	1.45621594298e-25
4.66	8.43518760595e-26
4.68	4.87401264216e-26
4.7	2.80932309461e-26
4.72	1.61525111982e-26
4.74	9.26407204819e-27
4.76	5.30014188153e-27
4.78	3.02480199146e-27
4.8	1.72198938944e-27
4.82	9.77886023684e-28
4.84	5.53949830156e-28
4.86	3.13023708279e-28
4.88	1.76444778312e-28
4.9	9.92122599894e-29
4.92	5.56476720933e-29
4.94	3.11353646707e-29
4.96	1.73774632291e-29
4.98	9.67485429174e-30
5.0	5.37314161444e-30
#normalisation = 1.0
