# mass number (A) = 17
# number of protons (Z) = 6
# number of neutrons (N) = 11
# k (1/fm)	n_1(k) (fm^3)
0.0	2.79059436718
0.02	2.79283982145
0.04	2.79952899883
0.06	2.81052116758
0.08	2.82558450727
0.1	2.84440015087
0.12	2.86656773203
0.14	2.89161232882
0.16	2.91899266818
0.18	2.94811043162
0.2	2.9783204822
0.22	3.00894181629
0.24	3.03926903147
0.26	3.06858409424
0.28	3.09616818797
0.3	3.12131342337
0.32	3.14333419963
0.34	3.16157801498
0.36	3.17543554011
0.38	3.18434978586
0.4	3.18782421824
0.42	3.18542969774
0.44	3.17681014624
0.46	3.16168687206
0.48	3.13986151223
0.5	3.11121757935
0.52	3.07572062811
0.54	3.03341708343
0.56	2.98443179663
0.58	2.92896441908
0.6	2.8672847022
0.62	2.79972684974
0.64	2.72668306151
0.66	2.64859641767
0.68	2.56595325875
0.7	2.47927521951
0.72	2.38911107338
0.74	2.29602854046
0.76	2.20060620442
0.78	2.10342567378
0.8	2.00506411052
0.82	1.90608723488
0.84	1.80704289901
0.86	1.70845530579
0.88	1.61081993109
0.9	1.51459919099
0.92	1.42021887745
0.94	1.32806537001
0.96	1.23848361521
0.98	1.1517758515
1.0	1.06820104443
1.02	0.987974986487
1.04	0.911271006474
1.06	0.838221226479
1.08	0.768918299212
1.1	0.703417555181
1.12	0.6417394877
1.14	0.583872503879
1.16	0.529775871432
1.18	0.479382794159
1.2	0.432603553101
1.22	0.389328655427
1.24	0.349431938906
1.26	0.312773586081
1.28	0.279203008847
1.3	0.248561570826
1.32	0.220685121575
1.34	0.195406323094
1.36	0.172556755193
1.38	0.15196879197
1.4	0.13347724678
1.42	0.116920787678
1.44	0.102143129261
1.46	0.0889940102269
1.48	0.0773299686479
1.5	0.0670149291069
1.52	0.0579206173877
1.54	0.0499268194186
1.56	0.0429215017097
1.58	0.0368008106239
1.6	0.0314689675586
1.62	0.0268380765355
1.64	0.0228278598668
1.66	0.0193653365371
1.68	0.016384456771
1.7	0.0138257049883
1.72	0.0116356820276
1.74	0.0097666761919
1.76	0.00817623134734
1.78	0.00682671904287
1.8	0.00568492041203
1.82	0.00472162249837
1.84	0.00391123261921
1.86	0.00323141345698
1.88	0.00266274074666
1.9	0.00218838471174
1.92	0.00179381578776
1.94	0.00146653465734
1.96	0.00119582619685
1.98	0.000972536596418
2.0	0.000788872652828
2.02	0.000638222040872
2.04	0.000514993234934
2.06	0.000414473669676
2.08	0.000332704689469
2.1	0.000266371832693
2.12	0.000212709022489
2.14	0.000169415283593
2.16	0.000134582670053
2.18	0.000106634165996
2.2	8.42704070532e-05
2.22	6.64241600363e-05
2.24	5.22215900737e-05
2.26	4.09494354273e-05
2.28	3.20272986754e-05
2.3	2.49843475984e-05
2.32	1.94397989023e-05
2.34	1.50866322212e-05
2.36	1.16780502696e-05
2.38	9.01626341507e-06
2.4	6.94323332514e-06
2.42	5.33306087216e-06
2.44	4.08574841514e-06
2.46	3.12210624895e-06
2.48	2.37960779998e-06
2.5	1.80902845797e-06
2.52	1.37172918163e-06
2.54	1.0374686133e-06
2.56	7.82646783105e-07
2.58	5.88899955796e-07
2.6	4.41980126346e-07
2.62	3.30864430037e-07
2.64	2.47049594873e-07
2.66	1.83994796075e-07
2.68	1.36683111394e-07
2.7	1.01277432249e-07
2.72	7.48513429393e-08
2.74	5.51792983278e-08
2.76	4.05735472825e-08
2.78	2.97577830025e-08
2.8	2.17695527588e-08
2.82	1.58851137234e-08
2.84	1.15617500662e-08
2.86	8.39362931854e-09
2.88	6.07812297345e-09
2.9	4.39018870195e-09
2.92	3.16294337055e-09
2.94	2.27297509418e-09
2.96	1.62927154431e-09
2.98	1.16489907284e-09
3.0	8.30767788692e-10
3.02	5.90973499807e-10
3.04	4.19327989415e-10
3.06	2.9678206887e-10
3.08	2.09517302431e-10
3.1	1.47537025128e-10
3.12	1.03629046171e-10
3.14	7.26042062103e-11
3.16	5.07390476628e-11
3.18	3.53690611917e-11
3.2	2.45926812428e-11
3.22	1.70564948741e-11
3.24	1.17998281112e-11
3.26	8.14261650131e-12
3.28	5.60473527825e-12
3.3	3.84812760224e-12
3.32	2.63540561751e-12
3.34	1.80031920976e-12
3.36	1.22674983173e-12
3.38	8.33810453018e-13
3.4	5.65306382846e-13
3.42	3.82301544619e-13
3.44	2.57889824245e-13
3.46	1.73527665899e-13
3.48	1.16468901955e-13
3.5	7.79755310111e-14
3.52	5.20731881529e-14
3.54	3.46878850088e-14
3.56	2.30488708526e-14
3.58	1.52767165172e-14
3.6	1.00999509205e-14
3.62	6.66066710489e-15
3.64	4.38152964199e-15
3.66	2.87503857206e-15
3.68	1.88179289553e-15
3.7	1.22860005041e-15
3.72	8.00129186442e-16
3.74	5.19781593681e-16
3.76	3.36816374918e-16
3.78	2.17709474224e-16
3.8	1.40369774208e-16
3.82	9.0278081444e-17
3.84	5.79166977144e-17
3.86	3.70628073503e-17
3.88	2.36584441193e-17
3.9	1.50642560426e-17
3.92	9.5680432063e-18
3.94	6.0619560673e-18
3.96	3.831042262e-18
3.98	2.41510425756e-18
4.0	1.51869262584e-18
4.02	9.52618956852e-19
4.04	5.96052016421e-19
4.06	3.72018878139e-19
4.08	2.31612469571e-19
4.1	1.43838551227e-19
4.12	8.91056674234e-20
4.14	5.50620373894e-20
4.16	3.39403567753e-20
