# mass number (A) = 8
# number of protons (Z) = 6
# number of neutrons (N) = 2
# k (1/fm)	n_1(k) (fm^3)
0.0	4.60036940783
0.02	4.5988032173
0.04	4.59409510658
0.06	4.58621675024
0.08	4.57512190523
0.1	4.56074783582
0.12	4.54301726098
0.14	4.52184077805
0.16	4.49711970559
0.18	4.46874927841
0.2	4.43662212002
0.22	4.40063191142
0.24	4.36067717118
0.26	4.31666505973
0.28	4.26851512082
0.3	4.21616287537
0.32	4.15956318702
0.34	4.09869332483
0.36	4.03355565615
0.38	3.96417991173
0.4	3.8906249758
0.42	3.81298016455
0.44	3.73136596847
0.46	3.64593424623
0.48	3.55686786937
0.5	3.46437982927
0.52	3.36871182874
0.54	3.27013239081
0.56	3.16893452677
0.58	3.0654330133
0.6	2.9599613351
0.62	2.85286835469
0.64	2.74451477435
0.66	2.63526945749
0.68	2.52550567668
0.7	2.41559735504
0.72	2.30591536478
0.74	2.19682394337
0.76	2.08867728268
0.78	1.98181634087
0.8	1.8765659204
0.82	1.77323204804
0.84	1.67209968604
0.86	1.57343079531
0.88	1.47746276432
0.9	1.38440720996
0.92	1.29444914941
0.94	1.20774653562
0.96	1.12443014284
0.98	1.04460378357
1.0	0.968344833454
1.02	0.895705037014
1.04	0.826711564105
1.06	0.761368284872
1.08	0.699657229552
1.1	0.641540198944
1.12	0.586960491446
1.14	0.535844713351
1.16	0.488104640405
1.18	0.443639100489
1.2	0.402335849504
1.22	0.36407341513
1.24	0.328722885902
1.26	0.296149626045
1.28	0.266214899525
1.3	0.238777389828
1.32	0.213694604978
1.34	0.190824160186
1.36	0.170024933229
1.38	0.151158090191
1.4	0.1340879815
1.42	0.118682910201
1.44	0.104815776237
1.46	0.0923646019724
1.48	0.0812129454608
1.5	0.0712502089334
1.52	0.0623718507149
1.54	0.054479509268
1.56	0.0474810483559
1.58	0.0412905323941
1.6	0.0358281409896
1.62	0.0310200314307
1.64	0.0267981575452
1.66	0.0231000528935
1.68	0.0198685857331
1.7	0.0170516926117
1.72	0.014602096821
1.74	0.0124770173049
1.76	0.0106378729679
1.78	0.00904998669356
1.8	0.00768229276445
1.82	0.00650705078487
1.84	0.00549956865369
1.86	0.00463793662147
1.88	0.00390277399595
1.9	0.00327698963725
1.92	0.00274555700794
1.94	0.00229530421326
1.96	0.00191471918325
1.98	0.00159376990703
2.0	0.00132373943021
2.02	0.00109707516353
2.04	0.000907251923571
2.06	0.000748648029239
2.08	0.000616433708764
2.1	0.000506471026613
2.12	0.000415224515327
2.14	0.000339681690282
2.16	0.000277282632933
2.18	0.00022585784746
2.2	0.000183573624328
2.22	0.000148884180036
2.24	0.00012048988311
2.26	9.73009206925e-05
2.28	7.84058063e-05
2.3	6.3044176334e-05
2.32	5.05833697293e-05
2.34	4.04983308821e-05
2.36	3.23544201283e-05
2.38	2.5792758058e-05
2.4	2.05177695244e-05
2.42	1.62866301172e-05
2.44	1.29003520047e-05
2.46	1.01962773594e-05
2.48	8.04177609708e-06
2.5	6.3289704472e-06
2.52	4.97033205225e-06
2.54	3.89501799775e-06
2.56	3.04583056922e-06
2.58	2.37670178211e-06
2.6	1.85061801525e-06
2.62	1.43791257157e-06
2.64	1.11486486591e-06
2.66	8.62554363916e-07
2.68	6.65925526452e-07
2.7	5.13026998046e-07
2.72	3.94394252352e-07
2.74	3.02549997786e-07
2.76	2.31600965967e-07
2.78	1.76913357039e-07
2.8	1.34852291024e-07
2.82	1.02573194441e-07
2.84	7.78552083576e-08
2.86	5.89685008351e-08
2.88	4.45688582443e-08
2.9	3.36141638265e-08
2.92	2.52983891401e-08
2.94	1.8999559952e-08
2.96	1.42388427445e-08
2.98	1.06484568944e-08
3.0	7.94657236764e-09
3.02	5.91772167266e-09
3.04	4.39755312176e-09
3.06	3.26099291602e-09
3.08	2.41307682384e-09
3.1	1.78186706025e-09
3.12	1.31299366091e-09
3.14	9.65458153359e-10
3.16	7.08415552644e-10
3.18	5.18712644632e-10
3.2	3.79009417258e-10
3.22	2.76348991899e-10
3.24	2.0107162169e-10
3.26	1.45991973628e-10
3.28	1.05777370954e-10
3.3	7.64790403913e-11
3.32	5.51795612269e-11
3.34	3.97283457329e-11
3.36	2.85436441072e-11
3.38	2.04646969842e-11
3.4	1.46415969504e-11
3.42	1.04534360047e-11
3.44	7.44761858333e-12
3.46	5.29497344828e-12
3.48	3.75662975099e-12
3.5	2.65963165839e-12
3.52	1.87902833918e-12
3.54	1.32475065173e-12
3.56	9.32017711027e-13
3.58	6.54340246775e-13
3.6	4.58429731674e-13
3.62	3.20502794456e-13
3.64	2.23604731957e-13
3.66	1.55675584631e-13
3.68	1.08155991919e-13
3.7	7.49844901346e-14
3.72	5.18780080054e-14
3.74	3.58167636552e-14
3.76	2.46763429415e-14
3.78	1.69655078337e-14
3.8	1.16397792164e-14
3.82	7.96919826522e-15
3.84	5.44473475042e-15
3.86	3.71219877002e-15
3.88	2.52567990324e-15
