# mass number (A) = 22
# number of protons (Z) = 6
# number of neutrons (N) = 16
# k (1/fm)	n_1(k) (fm^3)
1.82	0.00509332019696
1.84	0.00419291745602
1.86	0.00344149146139
1.88	0.00281640198836
1.9	0.00229806671108
1.92	0.00186961900574
1.94	0.00151659110981
1.96	0.00122662323909
1.98	0.000989198635742
2.0	0.000795404013434
2.02	0.000637714469743
2.04	0.000509801638509
2.06	0.000406363644834
2.08	0.000322975289729
2.1	0.000255956818692
2.12	0.000202259607464
2.14	0.000159367118653
2.16	0.000125209535454
2.18	9.80905553434e-05
2.2	7.66249201116e-05
2.22	5.96853630611e-05
2.24	4.63577645705e-05
2.26	3.59034194994e-05
2.28	2.77274308911e-05
2.3	2.13523516918e-05
2.32	1.63962979736e-05
2.34	1.25548522093e-05
2.36	9.58616275217e-06
2.38	7.29872544855e-06
2.4	5.5414051847e-06
2.42	4.19531929795e-06
2.44	3.16726149046e-06
2.46	2.38439461923e-06
2.48	1.7899840193e-06
2.5	1.33998041161e-06
2.52	1.00029353315e-06
2.54	7.4462497879e-07
2.56	5.52751913685e-07
2.58	4.09172826017e-07
2.6	3.02042823855e-07
2.62	2.22339579233e-07
2.64	1.63212283694e-07
2.66	1.1947525596e-07
2.68	8.72154451086e-08
2.7	6.34892727555e-08
2.72	4.60892896583e-08
2.74	3.33651866673e-08
2.76	2.40869679148e-08
2.78	1.7340709719e-08
2.8	1.24494128314e-08
2.82	8.91310910182e-09
2.84	6.36368973717e-09
2.86	4.53094970334e-09
2.88	3.21714757746e-09
2.9	2.27800794566e-09
2.92	1.60858119546e-09
2.94	1.13275298935e-09
2.96	7.95486622783e-10
2.98	5.57104824651e-10
3.0	3.89088376852e-10
3.02	2.70999071077e-10
3.04	1.88233295592e-10
3.06	1.30387231785e-10
3.08	9.00709038287e-11
3.1	6.20505534439e-11
3.12	4.26303906959e-11
3.14	2.92083012059e-11
3.16	1.99575589203e-11
3.18	1.35995164724e-11
3.2	9.2417712976e-12
3.22	6.26330314796e-12
3.24	4.23320074675e-12
3.26	2.85333162705e-12
3.28	1.91802523467e-12
3.3	1.28580697471e-12
3.32	8.59641421743e-13
3.34	5.73165018799e-13
3.36	3.81121532033e-13
3.38	2.5273735036e-13
3.4	1.67146836661e-13
3.42	1.10242824877e-13
3.44	7.25147874767e-14
3.46	4.7569383606e-14
3.48	3.11210173451e-14
3.5	2.03051391399e-14
3.52	1.32124900511e-14
3.54	8.57413828165e-15
3.56	5.54911823454e-15
3.58	3.58167130329e-15
3.6	2.30555926608e-15
3.62	1.48011758952e-15
3.64	9.47645834791e-16
3.66	6.05098867898e-16
3.68	3.85334233035e-16
3.7	2.44726126191e-16
3.72	1.55008344612e-16
3.74	9.79179526382e-17
3.76	6.16882669071e-17
3.78	3.87593335846e-17
3.8	2.42875664391e-17
3.82	1.51784052508e-17
3.84	9.46026267259e-18
3.86	5.88051842732e-18
3.88	3.64555670179e-18
3.9	2.25397123161e-18
3.92	1.38985530452e-18
3.94	8.5472804136e-19
3.96	5.2423243301e-19
3.98	3.2066961648e-19
4.0	1.95627608717e-19
4.02	1.19025851652e-19
4.04	7.22256851239e-20
4.06	4.3710086128e-20
4.08	2.63822399724e-20
4.1	1.58811544591e-20
4.12	9.53439749575e-21
4.14	5.70881008823e-21
4.16	3.40909784706e-21
4.18	2.03037020671e-21
4.2	1.20601651192e-21
4.22	7.14453368714e-22
4.24	4.22121513649e-22
4.26	2.48739293252e-22
4.28	1.46182356371e-22
4.3	8.56819833145e-23
4.32	5.00873882769e-23
4.34	2.92019541515e-23
4.36	1.69801068635e-23
4.38	9.84723312983e-24
4.4	5.69552329689e-24
4.42	3.28548107015e-24
4.44	1.89021209325e-24
4.46	1.08459760378e-24
4.48	6.20688328161e-25
4.5	3.5426287887e-25
4.52	2.01662496492e-25
4.54	1.14491261932e-25
4.56	6.48287340827e-26
4.58	3.66109515937e-26
4.6	2.06206830983e-26
4.62	1.15836094774e-26
4.64	6.48983815841e-27
4.66	3.62637901179e-27
4.68	2.02098062141e-27
4.7	1.12331354966e-27
4.72	6.22715957346e-28
4.74	3.44293953498e-28
4.76	1.89853868695e-28
4.78	1.04414403041e-28
4.8	5.7273340808e-29
4.82	3.13325696616e-29
4.84	1.70958674116e-29
4.86	9.30332374786e-30
4.88	5.04937037395e-30
4.9	2.73330849865e-30
4.92	1.47568150698e-30
4.94	7.94601539842e-31
4.96	4.26735896883e-31
4.98	2.28571553139e-31
5.0	1.22106456027e-31
#normalisation = 1.0
