# mass number (A) = 15
# number of protons (Z) = 6
# number of neutrons (N) = 9
# k (1/fm)	n_1(k) (fm^3)
2.42	5.15271803827e-06
2.44	3.96341204568e-06
2.46	3.04112520507e-06
2.48	2.32772756061e-06
2.5	1.77731047519e-06
2.52	1.35371822606e-06
2.54	1.02855515297e-06
2.56	7.79581856218e-07
2.58	5.89428565694e-07
2.6	4.44566190215e-07
2.62	3.34486000108e-07
2.64	2.51047661049e-07
2.66	1.87962660133e-07
2.68	1.40386256784e-07
2.7	1.04596136949e-07
2.72	7.77401111534e-08
2.74	5.76386161334e-08
2.76	4.26305773948e-08
2.78	3.14534700208e-08
2.8	2.3150266028e-08
2.82	1.69974535145e-08
2.84	1.24495189249e-08
2.86	9.09625189844e-09
2.88	6.63000646268e-09
2.9	4.82066936791e-09
2.92	3.49657631288e-09
2.94	2.53000449017e-09
2.96	1.82617556078e-09
2.98	1.31494336223e-09
3.0	9.445287482e-10
3.02	6.76810751597e-10
3.04	4.83797442275e-10
3.06	3.44988365033e-10
3.08	2.45408836455e-10
3.1	1.74149051236e-10
3.12	1.23281381924e-10
3.14	8.70601942029e-11
3.16	6.13320968455e-11
3.18	4.31024860763e-11
3.2	3.02178410508e-11
3.22	2.11334997793e-11
3.24	1.47443816592e-11
3.26	1.02619317052e-11
3.28	7.12490952444e-12
3.3	4.93489054041e-12
3.32	3.40976058209e-12
3.34	2.35027505102e-12
3.36	1.61607750682e-12
3.38	1.10854828895e-12
3.4	7.58570976968e-13
3.42	5.17830042795e-13
3.44	3.52637027953e-13
3.46	2.39562293569e-13
3.48	1.62352552524e-13
3.5	1.097615204e-13
3.52	7.40272582146e-14
3.54	4.98062669315e-14
3.56	3.34293023492e-14
3.58	2.23831828781e-14
3.6	1.49509157115e-14
3.62	9.96243205328e-15
3.64	6.62239052361e-15
3.66	4.39153393223e-15
3.68	2.9051592221e-15
3.7	1.9172382171e-15
3.72	1.26221940622e-15
3.74	8.28984597076e-16
3.76	5.43139132632e-16
3.78	3.55000482051e-16
3.8	2.31472922231e-16
3.82	1.50565349062e-16
3.84	9.77020439493e-17
3.86	6.32464594139e-17
3.88	4.08434973011e-17
3.9	2.63126106196e-17
3.92	1.69106166468e-17
3.94	1.08420052404e-17
3.96	6.93449144041e-18
3.98	4.42460622097e-18
4.0	2.81637064556e-18
4.02	1.78838218019e-18
4.04	1.13288640444e-18
4.06	7.15925886544e-19
4.08	4.51341843856e-19
4.1	2.83856683024e-19
4.12	1.78093799317e-19
4.14	1.1146917372e-19
4.16	6.96012802154e-20
4.18	4.33547105373e-20
4.2	2.69409014629e-20
4.22	1.67010923064e-20
4.24	1.03284392447e-20
4.26	6.37208763517e-21
4.28	3.92180635092e-21
4.3	2.40795330513e-21
4.32	1.47491716538e-21
4.34	9.01249414598e-22
4.36	5.49389429082e-22
4.38	3.34097848968e-22
4.4	2.02686711438e-22
4.42	1.22669113504e-22
4.44	7.40634036862e-23
4.46	4.46098467511e-23
4.48	2.68050458248e-23
4.5	1.60679794405e-23
4.52	9.6087081522e-24
4.54	5.73228652164e-24
4.56	3.41153678402e-24
4.58	2.02549714562e-24
4.6	1.19970024698e-24
4.62	7.08881303608e-25
4.64	4.17863157738e-25
4.66	2.45727946101e-25
4.68	1.44156772696e-25
4.7	8.43676018048e-26
4.72	4.92579836956e-26
4.74	2.86904889435e-26
4.76	1.66709281303e-26
4.78	9.66367324724e-27
4.8	5.58837368607e-27
4.82	3.2239589307e-27
4.84	1.85547256223e-27
4.86	1.06532142153e-27
4.88	6.1019407064e-28
4.9	3.48671634839e-28
4.92	1.98758941445e-28
4.94	1.13031180684e-28
4.96	6.41256077172e-29
4.98	3.62933011672e-29
5.0	2.04919509234e-29
#normalisation = 1.0
