# mass number (A) = 10
# number of protons (Z) = 6
# number of neutrons (N) = 4
# k (1/fm)	n_1(k) (fm^3)
0.0	3.95021304266
0.02	3.95021078235
0.04	3.95017695501
0.06	3.95003099907
0.08	3.94964055797
0.1	3.94882430415
0.12	3.94735580399
0.14	3.94496833751
0.16	3.94136056609
0.18	3.93620292325
0.2	3.92914458873
0.22	3.91982089439
0.24	3.90786100306
0.26	3.89289569728
0.28	3.87456511505
0.3	3.85252627355
0.32	3.82646022933
0.34	3.79607873432
0.36	3.76113026098
0.38	3.72140528643
0.4	3.67674074421
0.42	3.62702357233
0.44	3.57219330781
0.46	3.51224369953
0.48	3.44722333312
0.5	3.37723528231
0.52	3.30243582169
0.54	3.22303225369
0.56	3.13927991944
0.58	3.05147847718
0.6	2.95996754363
0.62	2.86512180278
0.64	2.7673456927
0.66	2.66706778453
0.68	2.56473496851
0.7	2.46080656016
0.72	2.35574843535
0.74	2.25002729674
0.76	2.14410516576
0.78	2.0384341846
0.8	1.93345180134
0.82	1.82957639989
0.84	1.72720342346
0.86	1.62670202794
0.88	1.52841228885
0.9	1.43264297341
0.92	1.33966987753
0.94	1.24973471716
0.96	1.16304455354
0.98	1.07977172359
1.0	1.00005423932
1.02	0.923996614631
1.04	0.85167107307
1.06	0.783119087114
1.08	0.718353197782
1.1	0.657359062609
1.12	0.600097680618
1.14	0.546507744345
1.16	0.496508071388
1.18	0.450000071011
1.2	0.406870205019
1.22	0.366992406256
1.24	0.330230422508
1.26	0.296440058186
1.28	0.265471290866
1.3	0.23717024433
1.32	0.211381004264
1.34	0.187947266964
1.36	0.166713815371
1.38	0.147527820327
1.4	0.130239968175
1.42	0.114705418625
1.44	0.100784599182
1.46	0.0883438444359
1.48	0.0772558900477
1.5	0.0674002324721
1.52	0.0586633662616
1.54	0.0509389112887
1.56	0.0441276424144
1.58	0.0381374340559
1.6	0.0328831318178
1.62	0.0282863628632
1.64	0.0242752960778
1.66	0.0207843623265
1.68	0.0177539442786
1.7	0.0151300443924
1.72	0.0128639387374
1.74	0.010911823422
1.76	0.00923445949008
1.78	0.0077968212823
1.8	0.00656775243412
1.82	0.00551963290936
1.84	0.00462805975935
1.86	0.00387154365264
1.88	0.00323122264396
1.9	0.00269059414256
1.92	0.00223526559954
1.94	0.00185272405698
1.96	0.00153212438742
1.98	0.00126409579374
2.0	0.00104056593411
2.02	0.000854601878422
2.04	0.00070026698553
2.06	0.000572492711591
2.08	0.000466964311098
2.1	0.000380019371361
2.12	0.000308558122085
2.14	0.000249964480951
2.16	0.000202036829679
2.18	0.000162927559583
2.2	0.00013109047819
2.22	0.000105235226494
2.24	8.42879176924e-05
2.26	6.7357270939e-05
2.28	5.37055763072e-05
2.3	4.27238885566e-05
2.32	3.39109065225e-05
2.34	2.68550513167e-05
2.36	2.12193095393e-05
2.38	1.67284570503e-05
2.4	1.31583243589e-05
2.42	1.03268062993e-05
2.44	8.08635642316e-06
2.46	6.31774055307e-06
2.48	4.92485437957e-06
2.5	3.83043704913e-06
2.52	2.97253661591e-06
2.54	2.30160425729e-06
2.56	1.77811253688e-06
2.58	1.37060898675e-06
2.6	1.05413011705e-06
2.62	8.089128783e-07
2.64	6.19350818345e-07
2.66	4.73150895598e-07
2.68	3.60654320266e-07
2.7	2.74291065197e-07
2.72	2.08142972049e-07
2.74	1.57594813331e-07
2.76	1.19056378532e-07
2.78	8.97417403728e-08
2.8	6.74944189674e-08
2.82	5.06492793071e-08
2.84	3.79237414194e-08
2.86	2.83323137601e-08
2.88	2.1119630715e-08
2.9	1.57081288007e-08
2.92	1.16572706687e-08
2.94	8.63185289041e-09
2.96	6.37743918309e-09
2.98	4.701367305e-09
3.0	3.45810368016e-09
3.02	2.53798008413e-09
3.04	1.85855397244e-09
3.06	1.35799853787e-09
3.08	9.9005875151e-10
3.1	7.20212323245e-10
3.12	5.22755265718e-10
3.14	3.7859505372e-10
3.16	2.73583855377e-10
3.18	1.97262874924e-10
3.2	1.41918810264e-10
3.22	1.01876641073e-10
3.24	7.29708932269e-11
3.26	5.21513346589e-11
3.28	3.71896626198e-11
3.3	2.64618630055e-11
3.32	1.87871229707e-11
3.34	1.330889913e-11
3.36	9.40732806036e-12
3.38	6.63487961432e-12
3.4	4.66920244391e-12
3.42	3.27865373576e-12
3.44	2.2971633584e-12
3.46	1.60594982081e-12
3.48	1.12025297205e-12
3.5	7.79730560323e-13
3.52	5.41523859293e-13
3.54	3.75262780648e-13
3.56	2.59476784558e-13
3.58	1.79022204606e-13
3.6	1.23242621696e-13
3.62	8.46566036775e-14
3.64	5.802389618e-14
3.66	3.96825261948e-14
3.68	2.70793574277e-14
3.7	1.84384433782e-14
3.72	1.25272932416e-14
3.74	8.49253908307e-15
3.76	5.74467432889e-15
3.78	3.87740391663e-15
3.8	2.61134750694e-15
3.82	1.75483588272e-15
3.84	1.17667565747e-15
3.86	7.87273566922e-16
3.88	5.25585551819e-16
3.9	3.50114598172e-16
3.92	2.32716017744e-16
3.94	1.54344724768e-16
3.96	1.02142611878e-16
3.98	6.74484504183e-17
4.0	4.44413287667e-17
4.02	2.92181238676e-17
4.04	1.91676131032e-17
4.06	1.25468396101e-17
4.08	8.19504689716e-18
4.1	5.34096220902e-18
4.12	3.47327131152e-18
4.14	2.25376811569e-18
4.16	1.45925517459e-18
4.18	9.42768175593e-19
4.2	6.07757622504e-19
4.22	3.90938020644e-19
4.24	2.50921320062e-19
4.26	1.60701354706e-19
4.28	1.02696109706e-19
4.3	6.54848872471e-20
4.32	4.16659193914e-20
4.34	2.64529311454e-20
4.36	1.6757905318e-20
4.38	1.05929985194e-20
4.4	6.68146176005e-21
4.42	4.2051123651e-21
4.44	2.64081154306e-21
4.46	1.65482107491e-21
4.48	1.0347100002e-21
4.5	6.45565567387e-22
4.52	4.01898435894e-22
4.54	2.49658671441e-22
4.56	1.54750303491e-22
4.58	9.57130181644e-23
4.6	5.90697715538e-23
4.62	3.6375961247e-23
4.64	2.23521189808e-23
4.66	1.37049698136e-23
4.68	8.38480083672e-24
4.7	5.11873713486e-24
4.72	3.11808847217e-24
4.74	1.89526389621e-24
4.76	1.14949401442e-24
4.78	6.95664152308e-25
4.8	4.20095990941e-25
4.82	2.53135797495e-25
4.84	1.522000602e-25
4.86	9.13129606709e-26
4.88	5.46646380218e-26
4.9	3.26540528007e-26
4.92	1.94636539467e-26
4.94	1.15762643342e-26
4.96	6.87019996452e-27
4.98	4.06843430467e-27
5.0	2.40404353179e-27
#normalisation = 1.0
