# mass number (A) = 4
# number of protons (Z) = 2
#units k = 1/fm , units n_1(k) = fm^3# k (1/fm)	n	p	tot
2.86	1.56028462311e-07	1.5243727044e-07	3.08465732752e-07
2.88	1.20524316382e-07	1.17708409298e-07	2.3823272568e-07
2.9	9.29317546944e-08	9.072800329e-08	1.83659757984e-07
2.92	7.15273623255e-08	6.98059996947e-08	1.4133336202e-07
2.94	5.49539475656e-08	5.36119599203e-08	1.08565907486e-07
2.96	4.21448189138e-08	4.11005991436e-08	8.32454180574e-08
2.98	3.2263249109e-08	3.14522817065e-08	6.37155308155e-08
3.0	2.46541834303e-08	2.40255697904e-08	4.86797532207e-08
3.02	1.88057975511e-08	1.83194643467e-08	3.71252618978e-08
3.04	1.43189608724e-08	1.39434223048e-08	2.82623831772e-08
3.06	1.08830308525e-08	1.05935989273e-08	2.14766297797e-08
3.08	8.25670618627e-09	8.03406252763e-09	1.62907687139e-08
3.1	6.25291338567e-09	6.08197210204e-09	1.23348854877e-08
3.12	4.72690209886e-09	4.59590640069e-09	9.32280849955e-09
3.14	3.56688751974e-09	3.46669362935e-09	7.03358114909e-09
3.16	2.68671025625e-09	2.61022103249e-09	5.29693128874e-09
3.18	2.02009067701e-09	1.96180863859e-09	3.98189931561e-09
3.2	1.51614070459e-09	1.471816054e-09	2.98795675859e-09
3.22	1.135865119e-09	1.10221918064e-09	2.23808429964e-09
3.24	8.49439848966e-10	8.23948235836e-10	1.6733880848e-09
3.26	6.34099061825e-10	6.14822039881e-10	1.24892110171e-09
3.28	4.72498248177e-10	4.57948311635e-10	9.30446559812e-10
3.3	3.51448672226e-10	3.40487389906e-10	6.91936062132e-10
3.32	2.60940940458e-10	2.52698775643e-10	5.13639716102e-10
3.34	1.9339317877e-10	1.87207299501e-10	3.80600478271e-10
3.36	1.43073332397e-10	1.38439478535e-10	2.81512810932e-10
3.38	1.05656165621e-10	1.02191474688e-10	2.07847640309e-10
3.4	7.78842443701e-11	7.52986020315e-11	1.53182846402e-10
3.42	5.7309020806e-11	5.53830278822e-11	1.12692048688e-10
3.44	4.20934941375e-11	4.0661557833e-11	8.27550519705e-11
3.46	3.08621074711e-11	2.97994924046e-11	6.06615998757e-11
3.48	2.25868045158e-11	2.17997370423e-11	4.43865415581e-11
3.5	1.65007095277e-11	1.59188312464e-11	3.24195407741e-11
3.52	1.20328653653e-11	1.1603490155e-11	2.36363555204e-11
3.54	8.75899156015e-12	8.44274423142e-12	1.72017357916e-11
3.56	6.36440444641e-12	6.1319155179e-12	1.24963199643e-11
3.58	4.61615141013e-12	4.44555746165e-12	9.06170887178e-12
3.6	3.34211148044e-12	3.21716865663e-12	6.55928013706e-12
3.62	2.41535200024e-12	2.32401520474e-12	4.73936720499e-12
3.64	1.74244285033e-12	1.67579787976e-12	3.41824073008e-12
3.66	1.2547444006e-12	1.20620699731e-12	2.46095139791e-12
3.68	9.0192536741e-13	8.6664170752e-13	1.76856707493e-12
3.7	6.4714939558e-13	6.21548272151e-13	1.26869766773e-12
3.72	4.63507867275e-13	4.44966869744e-13	9.08474737019e-13
3.74	3.31381517385e-13	3.17978696711e-13	6.49360214097e-13
3.76	2.36492878119e-13	2.2682238298e-13	4.63315261099e-13
3.78	1.68471508011e-13	1.61506991754e-13	3.29978499765e-13
3.8	1.1979907703e-13	1.14792703085e-13	2.34591780115e-13
3.82	8.5035269632e-14	8.14431893583e-14	1.6647845899e-13
3.84	6.02508705494e-14	5.76783459895e-14	1.17929216539e-13
3.86	4.26133985265e-14	4.0774473186e-14	8.33878717125e-14
3.88	3.0084834672e-14	2.87727554617e-14	5.88575901338e-14
3.9	2.12015542236e-14	2.02671222041e-14	4.14686764278e-14
3.92	1.49144204092e-14	1.42501768133e-14	2.91645972225e-14
3.94	1.04728208618e-14	1.00015187912e-14	2.04743396529e-14
3.96	7.34073558978e-15	7.00695281371e-15	1.43476884035e-14
3.98	5.13610743695e-15	4.90015667186e-15	1.00362641088e-14
4.0	3.58713094393e-15	3.4206471227e-15	7.00777806663e-15
4.02	2.50080007213e-15	2.38354918449e-15	4.88434925661e-15
4.04	1.74032086969e-15	1.65789681474e-15	3.39821768444e-15
4.06	1.20892204026e-15	1.15108769577e-15	2.36000973603e-15
4.08	8.38273765609e-16	7.97768458561e-16	1.63604222417e-15
4.1	5.80219160533e-16	5.51903117008e-16	1.13212227754e-15
4.12	4.00882289562e-16	3.81124061126e-16	7.82006350688e-16
4.14	2.76477813394e-16	2.62716544707e-16	5.39194358101e-16
4.16	1.90336603062e-16	1.80769857214e-16	3.71106460276e-16
4.18	1.30798557517e-16	1.24160125183e-16	2.549586827e-16
4.2	8.97226737154e-17	8.51247410841e-17	1.74847414799e-16
4.22	6.14355954112e-17	5.82568504425e-17	1.19692445854e-16
4.24	4.19910320217e-17	3.97974947826e-17	8.17885268044e-17
4.26	2.86491431568e-17	2.71382602414e-17	5.57874033982e-17
4.28	1.95112610136e-17	1.84725055838e-17	3.79837665973e-17
4.3	1.32640958692e-17	1.25512547832e-17	2.58153506524e-17
4.32	9.00095473686e-18	8.51267435318e-18	1.751362909e-17
4.34	6.09702696198e-18	5.76318326309e-18	1.18602102251e-17
