# mass number (A) = 14
# number of protons (Z) = 6
# number of neutrons (N) = 8
# k (1/fm)	n_1(k) (fm^3)
0.0	3.16208293639
0.02	3.16451197826
0.04	3.17174028312
0.06	3.18359255024
0.08	3.19978045661
0.1	3.21990833228
0.12	3.24348092408
0.14	3.2699130722
0.16	3.29854108148
0.18	3.32863553337
0.2	3.35941525468
0.22	3.39006213673
0.24	3.4197364844
0.26	3.44759256792
0.28	3.47279405205
0.3	3.49452898717
0.32	3.5120240635
0.34	3.52455785398
0.36	3.53147280112
0.38	3.53218573816
0.4	3.52619677373
0.42	3.51309641136
0.44	3.49257081796
0.46	3.46440519999
0.48	3.42848528852
0.5	3.38479697607
0.52	3.33342418639
0.54	3.27454509331
0.56	3.20842683508
0.58	3.13541889604
0.6	3.05594534769
0.62	2.97049615537
0.64	2.87961776603
0.66	2.78390319536
0.68	2.68398183083
0.7	2.58050916012
0.72	2.4741566229
0.74	2.36560176894
0.76	2.25551888682
0.78	2.1445702466
0.8	2.03339807722
0.82	1.9226173752
0.84	1.81280961726
0.86	1.70451742523
0.88	1.59824020835
0.9	1.4944307862
0.92	1.39349297539
0.94	1.29578010477
0.96	1.20159440861
0.98	1.11118723366
1.0	1.0247599857
1.02	0.942465733121
1.04	0.864411379879
1.06	0.790660317248
1.08	0.721235463156
1.1	0.656122599478
1.12	0.595273920877
1.14	0.538611713647
1.16	0.486032089096
1.18	0.43740870309
1.2	0.392596401125
1.22	0.351434736506
1.24	0.313751317586
1.26	0.279364948354
1.28	0.248088534797
1.3	0.219731737172
1.32	0.194103355504
1.34	0.171013442238
1.36	0.150275141774
1.38	0.131706261776
1.4	0.115130585463
1.42	0.100378937663
1.44	0.0872900202416
1.46	0.0757110346294
1.48	0.0654981106206
1.5	0.0565165614752
1.52	0.048640985669
1.54	0.0417552354937
1.56	0.03575227217
1.58	0.0305339262766
1.6	0.0260105811844
1.62	0.0221007958807
1.64	0.0187308821377
1.66	0.0158344494617
1.68	0.0133519297218
1.7	0.0112300918168
1.72	0.00942155524771
1.74	0.00788431003509
1.76	0.00658124908343
1.78	0.0054797178597
1.8	0.0045510851313
1.82	0.00377033750547
1.84	0.003115699629
1.86	0.00256828114206
1.88	0.00211175082903
1.9	0.0017320378665
1.92	0.00141705962562
1.94	0.00115647513501
1.96	0.000941463040987
