# mass number (A) = 22
# number of protons (Z) = 8
# number of neutrons (N) = 14
# k (1/fm)	n_1(k) (fm^3)
0.0	2.37185994838
0.02	2.37491143319
0.04	2.38401405104
0.06	2.39901308046
0.08	2.41965326786
0.1	2.44558270873
0.12	2.47635819792
0.14	2.51145196644
0.16	2.55025970051
0.18	2.59210971776
0.2	2.63627315647
0.22	2.68197501636
0.24	2.72840587465
0.26	2.7747340887
0.28	2.82011828696
0.3	2.86371994403
0.32	2.90471583272
0.34	2.94231014731
0.36	2.97574609694
0.38	3.00431677706
0.4	3.02737513965
0.42	3.04434289932
0.44	3.05471823261
0.46	3.05808215076
0.48	3.05410345207
0.5	3.04254218804
0.52	3.02325160662
0.54	2.99617856613
0.56	2.9613624436
0.58	2.91893259069
0.6	2.86910441822
0.62	2.81217421621
0.64	2.74851283927
0.66	2.6785584067
0.68	2.60280818249
0.7	2.52180981182
0.72	2.43615209793
0.74	2.34645550603
0.76	2.25336257873
0.78	2.15752844223
0.8	2.05961157182
0.82	1.96026497257
0.84	1.86012791408
0.86	1.7598183396
0.88	1.6599260491
0.9	1.5610067338
0.92	1.46357691741
0.94	1.36810983677
0.96	1.27503227303
0.98	1.18472232382
1.0	1.09750808809
1.02	1.01366721846
1.04	0.933427281191
1.06	0.856966852333
1.08	0.784417268805
1.1	0.715864946825
1.12	0.651354175966
1.14	0.590890295598
1.16	0.534443161287
1.18	0.481950811591
1.2	0.433323250373
1.22	0.388446265926
1.24	0.347185215623
1.26	0.309388713016
1.28	0.27489216317
1.3	0.243521101111
1.32	0.215094297378
1.34	0.189426603587
1.36	0.166331519354
1.38	0.145623469806
1.4	0.127119790082
1.42	0.11064241951
1.44	0.0960193136688
1.46	0.0830855870443
1.48	0.0716844027006
1.5	0.0616676281571
1.52	0.0528962786476
1.54	0.0452407701587
1.56	0.0385810051875
1.58	0.0328063141066
1.6	0.0278152744704
1.62	0.0235154296253
1.64	0.0198229266874
1.66	0.0166620924067
1.68	0.0139649637278
1.7	0.011670788043
1.72	0.00972550629093
1.74	0.00808123021455
1.76	0.00669572332147
1.78	0.00553189339964
1.8	0.00455730287629
1.82	0.00374370187391
1.84	0.003066587531
1.86	0.00250479202085
1.88	0.00204010071945
1.9	0.00165690113966
1.92	0.00134186255553
1.94	0.0010836456797
1.96	0.000872641315062
1.98	0.000700736568447
2.0	0.000561106975394
2.02	0.000448032728365
2.04	0.000356737113533
2.06	0.000283245231757
2.08	0.000224261096495
2.1	0.000177061255218
2.12	0.000139403162572
2.14	0.000109446635275
2.16	8.56868338978e-05
2.18	6.6897339727e-05
2.2	5.20820211872e-05
2.22	4.04345101981e-05
2.24	3.13042314716e-05
2.26	2.41680449885e-05
2.28	1.86066722068e-05
2.3	1.42851789569e-05
2.32	1.09368818935e-05
2.34	8.35013059583e-06
2.36	6.35749398431e-06
2.38	4.82694791969e-06
2.4	3.65472109039e-06
2.42	2.75950908901e-06
2.44	2.07781251988e-06
2.46	1.56019468014e-06
2.48	1.16828844232e-06
2.5	8.72411049475e-07
2.52	6.49670200486e-07
2.54	4.82465604233e-07
2.56	3.5730762573e-07
2.58	2.63889198193e-07
2.6	1.94359249344e-07
2.62	1.42755858966e-07
2.64	1.04565554441e-07
2.66	7.63818469417e-08
2.68	5.56415597842e-08
2.7	4.04219141455e-08
2.72	2.92848963776e-08
2.74	2.11582883485e-08
2.76	1.52450260226e-08
2.78	1.0954369134e-08
2.8	7.849805371e-09
2.82	5.60974945337e-09
2.84	3.99799117601e-09
2.86	2.84154612015e-09
2.88	2.01410825878e-09
2.9	1.42372737346e-09
2.92	1.00366198496e-09
2.94	7.05611111394e-10
2.96	4.94722104262e-10
2.98	3.45920140995e-10
3.0	2.41217974493e-10
3.02	1.67750340373e-10
3.04	1.16342318675e-10
3.06	8.0469852776e-11
3.08	5.55073510893e-11
3.1	3.81847727706e-11
3.12	2.61970826813e-11
3.14	1.79241782748e-11
3.16	1.22306564094e-11
3.18	8.32309859768e-12
3.2	5.64866270491e-12
3.22	3.82324505431e-12
3.24	2.58074484935e-12
3.26	1.73734067909e-12
3.28	1.16641321207e-12
3.3	7.80994407293e-13
3.32	5.21521229336e-13
3.34	3.4731628667e-13
3.36	2.30678917248e-13
3.38	1.52799086778e-13
3.4	1.00940210691e-13
3.42	6.65026171771e-14
3.44	4.36963167232e-14
3.46	2.86340621206e-14
3.48	1.87134388412e-14
3.5	1.21971176044e-14
3.52	7.92855871262e-15
3.54	5.14002413685e-15
3.56	3.32330645534e-15
3.58	2.14294183572e-15
3.6	1.37811534398e-15
3.62	8.83886238976e-16
3.64	5.65383614667e-16
3.66	3.60683704071e-16
3.68	2.29480978051e-16
3.7	1.45614336931e-16
3.72	9.21508309236e-17
3.74	5.81610774364e-17
3.76	3.66103676286e-17
3.78	2.29834161525e-17
3.8	1.43901160335e-17
3.82	8.98573508296e-18
3.84	5.59606687198e-18
3.86	3.47578189559e-18
3.88	2.15309323025e-18
3.9	1.3301916228e-18
3.92	8.196095084e-19
3.94	5.03664709818e-19
3.96	3.08686868283e-19
3.98	1.88684934218e-19
4.0	1.15026807816e-19
4.02	6.99365193411e-20
4.04	4.24084492207e-20
4.06	2.56474695464e-20
4.08	1.54696585109e-20
4.1	9.30596294497e-21
4.12	5.58324403091e-21
4.14	3.34084947541e-21
4.16	1.99375834285e-21
4.18	1.18668031391e-21
4.2	7.04434902246e-22
4.22	4.17055827597e-22
4.24	2.46260078079e-22
4.26	1.45024243291e-22
4.28	8.51793384069e-23
4.3	4.98970942981e-23
4.32	2.91516985006e-23
4.34	1.69863613796e-23
4.36	9.87154233641e-24
4.38	5.72160786211e-24
4.4	3.30750000982e-24
4.42	1.9069116265e-24
4.44	1.09650466705e-24
4.46	6.2883957011e-25
4.48	3.5968220427e-25
4.5	2.05186129835e-25
4.52	1.16742033722e-25
4.54	6.62455878487e-26
4.56	3.74918914477e-26
4.58	2.11625827943e-26
4.6	1.19138232028e-26
4.62	6.68936703414e-27
4.64	3.74602372488e-27
4.66	2.09222251837e-27
4.68	1.1654597932e-27
4.7	6.47498871902e-28
4.72	3.58784153621e-28
4.74	1.98280600023e-28
4.76	1.092899291e-28
4.78	6.00804566676e-29
4.8	3.29412198148e-29
4.82	1.80135665398e-29
4.84	9.82456937525e-30
