# mass number (A) = 12
# number of protons (Z) = 6
#units k = 1/fm , units n_1(k) = fm^3# k (1/fm)	n	p	tot
2.7	9.02458160412e-07	8.8055083492e-07	1.78300899533e-06
2.72	6.76933960109e-07	6.6022709758e-07	1.33716105769e-06
2.74	5.06589444246e-07	4.93880098339e-07	1.00046954258e-06
2.76	3.78231004429e-07	3.6858658408e-07	7.46817588509e-07
2.78	2.81740842552e-07	2.7444029375e-07	5.56181136301e-07
2.8	2.09379767234e-07	2.03867083191e-07	4.13246850425e-07
2.82	1.55243117286e-07	1.51090703414e-07	3.063338207e-07
2.84	1.14837371617e-07	1.11717262521e-07	2.26554634139e-07
2.86	8.47515947734e-08	8.24129073756e-08	1.67164502149e-07
2.88	6.24031842036e-08	6.06545079479e-08	1.23057692151e-07
2.9	4.58416604599e-08	4.45373437905e-08	9.03790042504e-08
2.92	3.359766691e-08	3.26271690463e-08	6.62248359562e-08
2.94	2.45670808591e-08	2.38467276317e-08	4.84138084908e-08
2.96	1.79223148131e-08	1.73889341682e-08	3.53112489813e-08
2.98	1.30446132459e-08	1.26506359218e-08	2.56952491676e-08
3.0	9.47251524607e-09	9.1822140672e-09	1.86547293133e-08
3.02	6.86272902084e-09	6.64934037348e-09	1.35120693943e-08
3.04	4.96050904889e-09	4.80403581218e-09	9.76454486106e-09
3.06	3.57728809144e-09	3.46282740585e-09	7.04011549729e-09
3.08	2.57383245705e-09	2.49030651407e-09	5.06413897113e-09
3.1	1.84759049336e-09	1.78678589588e-09	3.63437638925e-09
3.12	1.32321571689e-09	1.27905840529e-09	2.60227412218e-09
3.14	9.45486774691e-10	9.13496264113e-10	1.8589830388e-09
3.16	6.74032015484e-10	6.50911729795e-10	1.32494374528e-09
3.18	4.79409050385e-10	4.62739656418e-10	9.42148706803e-10
3.2	3.4019892612e-10	3.2820939764e-10	6.6840832376e-10
3.22	2.40857968749e-10	2.32255142752e-10	4.73113111501e-10
3.24	1.70133889262e-10	1.63975913748e-10	3.3410980301e-10
3.26	1.19900977232e-10	1.15503601461e-10	2.35404578693e-10
3.28	8.43057204544e-11	8.11730911904e-11	1.65478811645e-10
3.3	5.91417451031e-11	5.69154373511e-11	1.16057182454e-10
3.32	4.13937079652e-11	3.98152859535e-11	8.12089939187e-11
3.34	2.89053320537e-11	2.77889220297e-11	5.66942540834e-11
3.36	2.01384181404e-11	1.93506690486e-11	3.94890871891e-11
3.38	1.39983492481e-11	1.34438300603e-11	2.74421793084e-11
3.4	9.70806530206e-12	9.31865215558e-12	1.90267174576e-11
3.42	6.71727698177e-12	6.44446033578e-12	1.31617373175e-11
3.44	4.63723207936e-12	4.44655513113e-12	9.0837872105e-12
3.46	3.19396177277e-12	3.06101021856e-12	6.25497199133e-12
3.48	2.19485684021e-12	2.10237480981e-12	4.29723165002e-12
3.5	1.50483393368e-12	1.44065525069e-12	2.94548918438e-12
3.52	1.02938333185e-12	9.84951467786e-13	2.01433479964e-12
3.54	7.02541765025e-13	6.71853713062e-13	1.37439547809e-12
3.56	4.78380975739e-13	4.57235575331e-13	9.3561655107e-13
3.58	3.2499947768e-13	3.104638079e-13	6.3546328558e-13
3.6	2.20291989073e-13	2.10323543352e-13	4.30615532426e-13
3.62	1.48978051153e-13	1.42157902765e-13	2.91135953918e-13
3.64	1.00520277079e-13	9.58651143102e-14	1.96385391389e-13
3.66	6.76695246465e-14	6.44995829604e-14	1.32169107607e-13
3.68	4.54507325885e-14	4.32972384118e-14	8.87479710003e-14
3.7	3.04577075252e-14	2.89981782323e-14	5.94558857575e-14
3.72	2.03639650926e-14	1.93770966486e-14	3.97410617412e-14
3.74	1.35842768878e-14	1.29185690401e-14	2.65028459279e-14
3.76	9.04107337747e-15	8.59306443456e-15	1.7634137812e-14
3.78	6.00361708661e-15	5.7028232764e-15	1.1706440363e-14
3.8	3.97755074764e-15	3.77607122445e-15	7.75362197208e-15
3.82	2.62922924862e-15	2.49458948725e-15	5.12381873587e-15
3.84	1.73400915595e-15	1.64424628527e-15	3.37825544123e-15
3.86	1.14099763666e-15	1.08129387626e-15	2.22229151292e-15
3.88	7.49080943285e-16	7.0946328948e-16	1.45854423277e-15
3.9	4.9066334232e-16	4.64435746268e-16	9.55099088588e-16
3.92	3.20663515331e-16	3.03340981058e-16	6.24004496389e-16
3.94	2.09086872711e-16	1.97672603387e-16	4.06759476098e-16
3.96	1.36023978109e-16	1.28520388554e-16	2.64544366663e-16
3.98	8.82908844259e-17	8.33696414374e-17	1.71660525863e-16
4.0	5.71778937417e-17	5.3957819834e-17	1.11135713576e-16
4.02	3.69447325854e-17	3.48426844258e-17	7.17874170112e-17
4.04	2.38171166879e-17	2.24481093804e-17	4.62652260683e-17
4.06	1.53192786704e-17	1.44297588358e-17	2.97490375062e-17
4.08	9.83105470583e-18	9.25443066173e-18	1.90854853676e-17
4.1	6.29469599242e-18	5.92177436756e-18	1.221647036e-17
4.12	4.02126268006e-18	3.78064332562e-18	7.80190600568e-18
4.14	2.5630869747e-18	2.40819383995e-18	4.97128081464e-18
4.16	1.62996260331e-18	1.53048556438e-18	3.16044816769e-18
4.18	1.03420232692e-18	9.70463651047e-19	2.00466597797e-18
4.2	6.54707217685e-19	6.13962326315e-19	1.268669544e-18
