# mass number (A) = 23
# number of protons (Z) = 8
# number of neutrons (N) = 15
# k (1/fm)	n_1(k) (fm^3)
0.0	3.17229798992
0.02	3.17267275822
0.04	3.17378549648
0.06	3.17560142364
0.08	3.17806231263
0.1	3.18108614342
0.12	3.18456669709
0.14	3.18837316516
0.16	3.19234986234
0.18	3.19631613977
0.2	3.20006659878
0.22	3.20337170271
0.24	3.2059788759
0.26	3.20761416458
0.28	3.20798451579
0.3	3.20678070699
0.32	3.20368093315
0.34	3.19835502999
0.36	3.19046928345
0.38	3.17969174774
0.4	3.16569796862
0.42	3.14817698597
0.44	3.12683747164
0.46	3.10141384542
0.48	3.07167220468
0.5	3.03741590195
0.52	2.99849060963
0.54	2.95478872201
0.56	2.90625296098
0.58	2.85287907335
0.6	2.79471753279
0.62	2.73187418778
0.64	2.66450982716
0.66	2.59283866569
0.68	2.5171257828
0.7	2.43768357636
0.72	2.35486732016
0.74	2.26906993685
0.76	2.180716117
0.78	2.0902559298
0.8	1.99815808004
0.82	1.9049029711
0.84	1.8109757328
0.86	1.71685936821
0.88	1.62302816387
0.9	1.5299414949
0.92	1.43803814007
0.94	1.34773120311
0.96	1.25940371663
0.98	1.17340498315
1.0	1.09004768683
1.02	1.00960578844
1.04	0.932313196298
1.06	0.858363187813
1.08	0.787908540423
1.1	0.721062316874
1.12	0.657899238935
1.14	0.598457575297
1.16	0.542741463832
1.18	0.490723585435
1.2	0.442348106191
1.22	0.397533806329
1.24	0.356177318134
1.26	0.318156400313
1.28	0.283333182969
1.3	0.251557324915
1.32	0.222669033379
1.34	0.196501904698
1.36	0.172885553267
1.38	0.151648004458
1.4	0.132617835236
1.42	0.115626053663
1.44	0.100507715174
1.46	0.0871032794415
1.48	0.0752597166592
1.5	0.0648313762337
1.52	0.0556806341235
1.54	0.0476783374911
1.56	0.0407040669498
1.58	0.0346462375902
1.6	0.0294020602363
1.62	0.0248773840922
1.64	0.020986441197
1.66	0.0176515119939
1.68	0.0148025299246
1.7	0.0123766413727
1.72	0.0103177355652
1.74	0.00857595726444
1.76	0.00710721331354
1.78	0.00587268236053
1.8	0.00483833544198
1.82	0.00397447356451
1.84	0.00325528701508
1.86	0.00265843986478
1.88	0.00216468201539
1.9	0.00175749017298
1.92	0.00142273831539
1.94	0.00114839754333
1.96	0.000924264658622
1.98	0.000741718386228
2.0	0.000593501836875
2.02	0.000473529580787
2.04	0.000376717557799
2.06	0.000298833971872
2.08	0.000236369296952
2.1	0.00018642354517
2.12	0.000146609007612
2.14	0.000114966763358
2.16	8.9895356666e-05
2.18	7.0090158342e-05
2.2	5.4492050261e-05
2.22	4.2244197036e-05
2.24	3.26557926347e-05
2.26	2.51717895222e-05
2.28	1.93477317314e-05
2.3	1.48289197504e-05
2.32	1.13332334092e-05
2.34	8.63702860959e-06
2.36	6.56360466401e-06
2.38	4.97381133434e-06
2.4	3.7584287344e-06
2.42	2.83200955414e-06
2.44	2.12792214177e-06
2.46	1.59437545813e-06
2.48	1.19124343087e-06
2.5	8.87537416963e-07
2.52	6.59401943143e-07
2.54	4.88531215224e-07
2.56	3.60922607618e-07
2.58	2.65898957573e-07
2.6	1.95344439897e-07
2.62	1.43109484877e-07
2.64	1.04548975809e-07
2.66	7.61651296353e-08
2.68	5.53322905647e-08
2.7	4.00855805372e-08
2.72	2.89591466839e-08
2.74	2.08627892487e-08
2.76	1.49881822539e-08
2.78	1.07378290547e-08
2.8	7.67142173073e-09
2.82	5.46547604233e-09
2.84	3.88305723684e-09
2.86	2.75114912992e-09
2.88	1.9437924213e-09
2.9	1.36956264619e-09
2.92	9.62301199536e-10
2.94	6.74276596703e-10
2.96	4.71155096898e-10
2.98	3.28313885625e-10
3.0	2.28147097044e-10
3.02	1.58103599755e-10
3.04	1.09262327676e-10
3.06	7.53011778661e-11
3.08	5.17531111019e-11
3.1	3.54711488857e-11
3.12	2.42448145151e-11
3.14	1.65260095981e-11
3.16	1.12337137914e-11
3.18	7.61527538978e-12
3.2	5.1482004708e-12
3.22	3.47083148849e-12
3.24	2.33356823042e-12
3.26	1.56464932807e-12
3.28	1.04622165731e-12
3.3	6.97655772222e-13
3.32	4.63948837318e-13
3.34	3.07688318385e-13
3.36	2.03500059781e-13
3.38	1.34224339991e-13
3.4	8.82900565947e-14
3.42	5.79170810467e-14
3.44	3.788928858e-14
3.46	2.47196151012e-14
3.48	1.60835891776e-14
3.5	1.04361614709e-14
3.52	6.75329451222e-15
3.54	4.35821040145e-15
3.56	2.80490924421e-15
3.58	1.80031317439e-15
3.6	1.15238190477e-15
3.62	7.35638445784e-16
3.64	4.68330572368e-16
3.66	2.97345371109e-16
3.68	1.88274242368e-16
3.7	1.18889131435e-16
3.72	7.48713006455e-17
3.74	4.70230755876e-17
3.76	2.94530015844e-17
3.78	1.8398033541e-17
3.8	1.14613823668e-17
3.82	7.12076697546e-18
3.84	4.41205731472e-18
3.86	2.72634324481e-18
3.88	1.68013950988e-18
3.9	1.03260919388e-18
3.92	6.3292588842e-19
3.94	3.86897885161e-19
3.96	2.35866826528e-19
3.98	1.43405156381e-19
4.0	8.69541761568e-20
4.02	5.25828678944e-20
4.04	3.1712217291e-20
4.06	1.90738264519e-20
4.08	1.14413766347e-20
4.1	6.84460403301e-21
4.12	4.0836481499e-21
4.14	2.42984509695e-21
4.16	1.44191442245e-21
4.18	8.53358158181e-22
4.2	5.0367975662e-22
4.22	2.96489466295e-22
4.24	1.74058799293e-22
4.26	1.01909567959e-22
4.28	5.9506788768e-23
4.3	3.46538073487e-23
4.32	2.01265155788e-23
4.34	1.16578839826e-23
4.36	6.73448921357e-24
4.38	3.87992818746e-24
4.4	2.22934405427e-24
4.42	1.27751257113e-24
4.44	7.30109878826e-25
4.46	4.16146749258e-25
4.48	2.36559451992e-25
4.5	1.34112696948e-25
4.52	7.58290385385e-26
4.54	4.27599839382e-26
4.56	2.40478421466e-26
4.58	1.34881239438e-26
4.6	7.54508433475e-27
4.62	4.20934012024e-27
4.64	2.34207911343e-27
4.66	1.29965168626e-27
4.68	7.19267613121e-28
4.7	3.97001727978e-28
4.72	2.18540981735e-28
4.74	1.19980929193e-28
4.76	6.56947441882e-29
4.78	3.58747048192e-29
4.8	1.95382463827e-29
4.82	1.06126193956e-29
4.84	5.74909629028e-30
4.86	3.10610965493e-30
4.88	1.67368764858e-30
4.9	8.99441003018e-31
4.92	4.82071892155e-31
4.94	2.57686702014e-31
4.96	1.37376827472e-31
4.98	7.30426369442e-32
5.0	3.87329962776e-32
#normalisation = 1.0
