# mass number (A) = 12
# number of protons (Z) = 8
# number of neutrons (N) = 4
# k (1/fm)	n_1(k) (fm^3)
0.0	3.49798603929
0.02	3.49928177233
0.04	3.5031256777
0.06	3.50938874058
0.08	3.51785880488
0.1	3.52824480862
0.12	3.54018257994
0.14	3.5532420646
0.16	3.56693582471
0.18	3.58072862121
0.2	3.59404787076
0.22	3.60629475074
0.24	3.61685571473
0.26	3.62511417573
0.28	3.6304621148
0.3	3.6323113793
0.32	3.63010444662
0.34	3.6233244463
0.36	3.61150425472
0.38	3.59423450177
0.4	3.57117035718
0.42	3.54203699472
0.44	3.5066336641
0.46	3.46483633321
0.48	3.41659889498
0.5	3.36195296458
0.52	3.30100632114
0.54	3.23394007562
0.56	3.16100466913
0.58	3.0825148266
0.6	2.99884360679
0.62	2.91041570139
0.64	2.81770014447
0.66	2.72120259707
0.68	2.62145737159
0.7	2.51901935718
0.72	2.4144559995
0.74	2.30833947848
0.76	2.20123921451
0.78	2.09371481864
0.8	1.98630958591
0.82	1.87954461319
0.84	1.77391360499
0.86	1.66987841217
0.88	1.56786533088
0.9	1.46826217189
0.92	1.37141609442
0.94	1.27763218427
0.96	1.18717274282
0.98	1.10025724272
1.0	1.01706289679
1.02	0.937725779279
1.04	0.862342433783
1.06	0.790971898365
1.08	0.723638077172
1.1	0.66033238778
1.12	0.601016615186
1.14	0.545625906207
1.16	0.494071842105
1.18	0.446245532086
1.2	0.402020675965
1.22	0.361256550273
1.24	0.323800878487
1.26	0.289492552464
1.28	0.258164178589
1.3	0.229644428342
1.32	0.203760178868
1.34	0.180338434654
1.36	0.159208026382
1.38	0.140201087515
1.4	0.123154313069
1.42	0.107910008331
1.44	0.0943169380165
1.46	0.0822309885131
1.48	0.0715156575016
1.5	0.062042386338
1.52	0.0536907512609
1.54	0.0463485297321
1.56	0.0399116581115
1.58	0.0342840964627
1.6	0.0293776156188
1.62	0.0251115207829
1.64	0.0214123249226
1.66	0.0182133841022
1.68	0.0154545057107
1.7	0.0130815393319
1.72	0.0110459587873
1.74	0.00930444269823
1.76	0.00781845977557
1.78	0.00655386396958
1.8	0.00548050361905
1.82	0.00457184782622
1.84	0.00380463246425
1.86	0.00315852749698
1.88	0.00261582665508
1.9	0.00216115996777
1.92	0.00178122918932
1.94	0.00146456577998
1.96	0.00120131079521
1.98	0.000983015798183
2.0	0.00080246373146
2.02	0.000653508557041
2.04	0.000530932392743
2.06	0.000430318830195
2.08	0.000347941109167
2.1	0.000280663838674
2.12	0.0002258569918
2.14	0.000181320953849
2.16	0.000145221467791
2.18	0.000116033393606
2.2	9.24922757582e-05
2.22	7.35527931455e-05
2.24	5.83532463221e-05
2.26	4.61853158757e-05
2.28	3.64684022691e-05
2.3	2.87279302168e-05
2.32	2.25770691021e-05
2.34	1.77013845697e-05
2.36	1.38459950354e-05
2.38	1.08048603306e-05
2.4	8.41187811942e-06
2.42	6.53350722109e-06
2.44	5.06267577707e-06
2.46	3.91376659829e-06
2.48	3.01850232064e-06
2.5	2.32257952459e-06
2.52	1.78292407226e-06
2.54	1.36545991941e-06
2.56	1.04330089517e-06
2.58	7.95289719452e-07
2.6	6.04821135978e-07
2.62	4.5889674643e-07
2.64	3.47368184556e-07
2.66	2.62332889179e-07
2.68	1.9765312231e-07
2.7	1.48574209742e-07
2.72	1.11422413121e-07
2.74	8.33665117636e-08
2.76	6.22301985872e-08
2.78	4.63448806312e-08
2.8	3.44345094649e-08
2.82	2.55257259984e-08
2.84	1.88779522681e-08
2.86	1.39291540576e-08
2.88	1.02538785116e-08
2.9	7.53087853085e-09
2.92	5.51820258093e-09
2.94	4.03408109092e-09
2.96	2.94230067057e-09
2.98	2.14104289701e-09
3.0	1.55439008795e-09
3.02	1.12587825632e-09
3.04	8.13617038457e-10
3.06	5.86605654521e-10
3.08	4.2195921231e-10
3.1	3.02825973657e-10
3.12	2.16827613425e-10
3.14	1.5489423893e-10
3.16	1.10396557755e-10
3.18	7.85011045008e-11
3.2	5.56924522989e-11
3.22	3.94200907105e-11
3.24	2.78381236136e-11
3.26	1.96138889922e-11
3.28	1.37876175503e-11
3.3	9.6697856116e-12
3.32	6.76623224363e-12
3.34	4.72367188425e-12
3.36	3.29014954475e-12
3.38	2.28641449676e-12
3.4	1.5852509364e-12
3.42	1.09659208652e-12
3.44	7.56826859989e-13
3.46	5.21137837234e-13
3.48	3.5802521208e-13
3.5	2.4540298468e-13
3.52	1.67823039146e-13
3.54	1.14506229793e-13
3.56	7.79493896825e-14
3.58	5.29422830554e-14
3.6	3.58756041702e-14
3.62	2.42550770006e-14
3.64	1.63611274774e-14
3.66	1.10111123173e-14
3.68	7.39361450232e-15
3.7	4.95325069043e-15
3.72	3.31079244218e-15
3.74	2.20791313897e-15
3.76	1.46906371905e-15
3.78	9.75232437019e-16
3.8	6.45928919067e-16
3.82	4.26845428325e-16
3.84	2.81427205774e-16
3.86	1.85127647906e-16
3.88	1.21502850414e-16
3.9	7.95631269194e-17
3.92	5.19813584752e-17
3.94	3.38839491758e-17
3.96	2.20369374356e-17
3.98	1.42994548008e-17
4.0	9.25761133843e-18
4.02	5.97984366183e-18
4.04	3.85382803766e-18
4.06	2.47803047144e-18
4.08	1.58976507002e-18
4.1	1.01758674939e-18
4.12	6.49863738378e-19
4.14	4.1408139381e-19
4.16	2.63246046994e-19
4.18	1.66974790423e-19
4.2	1.05670323512e-19
4.22	6.67219023954e-20
4.24	4.20336619823e-20
4.26	2.64204144208e-20
4.28	1.65689802419e-20
4.3	1.03673044982e-20
4.32	6.47217139434e-21
4.34	4.03133050452e-21
4.36	2.50530841341e-21
4.38	1.55341874252e-21
4.4	9.61015936007e-22
4.42	5.93181357765e-22
4.44	3.65308184892e-22
4.46	2.24463879071e-22
4.48	1.37609628404e-22
4.5	8.41718012245e-23
4.52	5.13688687748e-23
4.54	3.12787295606e-23
4.56	1.90026455864e-23
4.58	1.15184761792e-23
4.6	6.96613874078e-24
4.62	4.2034460281e-24
4.64	2.53066831117e-24
4.66	1.520132709e-24
4.68	9.11054661729e-25
4.7	5.44783751348e-25
4.72	3.25027990368e-25
4.74	1.93479255936e-25
4.76	1.14911952984e-25
4.78	6.80946943604e-26
4.8	4.02604602403e-26
4.82	2.37498955827e-26
4.84	1.39785556351e-26
4.86	8.20881814289e-27
4.88	4.80968710031e-27
4.9	2.81171293975e-27
4.92	1.63999760149e-27
4.94	9.54407038568e-28
4.96	5.54169155748e-28
4.98	3.21047630792e-28
5.0	1.8557313208e-28
#normalisation = 1.0
