
0.0	0.0	-5.09295817894
0.0	0.01	-5.09227997709
0.0	0.02	-5.09024567257
0.0	0.03	-5.08685616829
0.0	0.04	-5.08211296849
0.0	0.05	-5.07601817777
0.0	0.06	-5.06857449981
0.0	0.07	-5.05978523571
0.0	0.08	-5.04965428189
0.0	0.09	-5.03818612771
0.0	0.1	-5.02538585268
0.0	0.11	-5.01125912329
0.0	0.12	-4.99581218951
0.0	0.13	-4.97905188095
0.0	0.14	-4.96098560257
0.0	0.15	-4.94162133015
0.0	0.16	-4.92096760534
0.0	0.17	-4.89903353041
0.0	0.18	-4.87582876257
0.0	0.19	-4.8513635081
0.0	0.2	-4.82564851602
0.0	0.21	-4.79869507148
0.0	0.22	-4.77051498883
0.0	0.23	-4.74112060438
0.0	0.24	-4.71052476883
0.0	0.25	-4.67874083943
0.0	0.26	-4.64578267176
0.0	0.27	-4.61166461135
0.0	0.28	-4.57640148487
0.0	0.29	-4.54000859116
0.0	0.3	-4.50250169193
0.0	0.31	-4.46389700219
0.0	0.32	-4.42421118044
0.0	0.33	-4.38346131863
0.0	0.34	-4.34166493186
0.0	0.35	-4.29883994779
0.0	0.36	-4.25500469597
0.0	0.37	-4.21017789678
0.0	0.38	-4.16437865031
0.0	0.39	-4.1176264249
0.0	0.4	-4.06994104566
0.0	0.41	-4.02134268262
0.0	0.42	-3.97185183886
0.0	0.43	-3.92148933839
0.0	0.44	-3.87027631387
0.0	0.45	-3.81823419429
0.0	0.46	-3.76538469235
0.0	0.47	-3.71174979186
0.0	0.48	-3.65735173493
0.0	0.49	-3.60221300909
0.0	0.5	-3.54635633432
0.0	0.51	-3.48980464995
0.0	0.52	-3.43258110152
0.0	0.53	-3.37470902757
0.0	0.54	-3.31621194634
0.0	0.55	-3.25711354242
0.0	0.56	-3.19743765344
0.0	0.57	-3.13720825658
0.0	0.58	-3.07644945522
0.0	0.59	-3.01518546544
0.0	0.6	-2.95344060263
0.0	0.61	-2.89123926804
0.0	0.62	-2.82860593535
0.0	0.63	-2.76556513731
0.0	0.64	-2.70214145235
0.0	0.65	-2.63835949132
0.0	0.66	-2.5742438842
0.0	0.67	-2.5098192669
0.0	0.68	-2.44511026819
0.0	0.69	-2.38014149662
0.0	0.7	-2.31493752758
0.0	0.71	-2.24952289048
0.0	0.72	-2.18392205595
0.0	0.73	-2.11815942329
0.0	0.74	-2.05225930789
0.0	0.75	-1.98624592891
0.0	0.76	-1.92014339704
0.0	0.77	-1.85397570238
0.0	0.78	-1.78776670257
0.0	0.79	-1.72154011096
0.0	0.8	-1.65531948507
0.0	0.81	-1.58912821512
0.0	0.82	-1.52298951282
0.0	0.83	-1.4569264003
0.0	0.84	-1.3909616993
0.0	0.85	-1.32511802047
0.0	0.86	-1.25941775296
0.0	0.87	-1.1938830542
0.0	0.88	-1.12853583986
0.0	0.89	-1.06339777412
0.0	0.9	-0.998490260087
0.0	0.91	-0.933834430485
0.0	0.92	-0.869451138598
0.0	0.93	-0.805360949435
0.0	0.94	-0.741584131152
0.0	0.95	-0.678140646733
0.0	0.96	-0.61505014592
0.0	0.97	-0.552331957407
0.0	0.98	-0.490005081304
0.0	0.99	-0.428088181855
0.0	1.0	-0.366599580443
0.0	1.01	-0.305557248852
0.0	1.02	-0.244978802815
0.0	1.03	-0.184881495836
0.0	1.04	-0.125282213286
0.0	1.05	-0.0661974667918
0.0	1.06	-0.00764338889457
0.0	1.07	0.0503642720003
0.0	1.08	0.107810156392
0.0	1.09	0.164679298166
0.0	1.1	0.220957128792
0.0	1.11	0.276629481235
0.0	1.12	0.331682593582
0.0	1.13	0.386103112378
0.0	1.14	0.439878095683
0.0	1.15	0.49299501584
0.0	1.16	0.545441761963
0.0	1.17	0.597206642137
0.0	1.18	0.648278385341
0.0	1.19	0.698646143091
0.0	1.2	0.748299490801
0.0	1.21	0.797228428872
0.0	1.22	0.845423383506
0.0	1.23	0.892875207244
0.0	1.24	0.939575179242
0.0	1.25	0.985515005274
0.0	1.26	1.03068681748
0.0	1.27	1.07508317382
0.0	1.28	1.11869705736
0.0	1.29	1.16152187515
0.0	1.3	1.20355145705
0.0	1.31	1.2447800541
0.0	1.32	1.28520233681
0.0	1.33	1.32481339315
0.0	1.34	1.36360872629
0.0	1.35	1.40158425211
0.0	1.36	1.43873629655
0.0	1.37	1.47506159261
0.0	1.38	1.51055727732
0.0	1.39	1.54522088827
0.0	1.4	1.57905036016
0.0	1.41	1.61204402096
0.0	1.42	1.644200588
0.0	1.43	1.67551916381
0.0	1.44	1.70599923178
0.0	1.45	1.73564065168
0.0	1.46	1.76444365489
0.0	1.47	1.79240883964
0.0	1.48	1.81953716592
0.0	1.49	1.84582995031
0.0	1.5	1.87128886065
0.0	1.51	1.89591591057
0.0	1.52	1.91971345385
0.0	1.53	1.94268417865
0.0	1.54	1.96483110163
0.0	1.55	1.98615756197
0.0	1.56	2.00666721517
0.0	1.57	2.02636402687
0.0	1.58	2.04525226646
0.0	1.59	2.06333650067
0.0	1.6	2.08062158697
0.0	1.61	2.097112667
0.0	1.62	2.11281515979
0.0	1.63	2.12773475505
0.0	1.64	2.14187740623
0.0	1.65	2.15524932363
0.0	1.66	2.16785696743
0.0	1.67	2.17970704063
0.0	1.68	2.19080648195
0.0	1.69	2.20116245873
0.0	1.7	2.21078235977
0.0	1.71	2.2196737881
0.0	1.72	2.22784455381
0.0	1.73	2.23530266675
0.0	1.74	2.24205632935
0.0	1.75	2.24811392929
0.0	1.76	2.25348403228
0.0	1.77	2.25817537478
0.0	1.78	2.26219685674
0.0	1.79	2.26555753436
0.0	1.8	2.26826661286
0.0	1.81	2.27033343926
0.0	1.82	2.27176749525
0.0	1.83	2.27257838995
0.0	1.84	2.2727758529
0.0	1.85	2.27236972688
0.0	1.86	2.27136996096
0.0	1.87	2.26978660349
0.0	1.88	2.26762979516
0.0	1.89	2.26490976214
0.0	1.9	2.26163680926
0.0	1.91	2.25782131326
0.0	1.92	2.25347371613
0.0	1.93	2.24860451846
0.0	1.94	2.24322427296
0.0	1.95	2.23734357794
0.0	1.96	2.230973071
0.0	1.97	2.22412342271
0.0	1.98	2.2168053304
0.0	1.99	2.20902951205
0.0	2.0	2.20080670031
0.0	2.01	2.19214763651
0.0	2.02	2.18306306491
0.0	2.03	2.17356372692
0.0	2.04	2.16366035551
0.0	2.05	2.15336366967
0.0	2.06	2.14268436905
0.0	2.07	2.1316331286
0.0	2.08	2.12022059342
0.0	2.09	2.10845737367
0.0	2.1	2.09635403962
0.0	2.11	2.0839211168
0.0	2.12	2.07116908125
0.0	2.13	2.05810835494
0.0	2.14	2.04474930125
0.0	2.15	2.03110222061
0.0	2.16	2.01717734625
0.0	2.17	2.00298484006
0.0	2.18	1.98853478857
0.0	2.19	1.97383719911
0.0	2.2	1.95890199598
0.0	2.21	1.94373901686
0.0	2.22	1.92835800926
0.0	2.23	1.91276862718
0.0	2.24	1.89698042775
0.0	2.25	1.88100286816
0.0	2.26	1.86484530262
0.0	2.27	1.84851697944
0.0	2.28	1.83202703825
0.0	2.29	1.81538450738
0.0	2.3	1.79859830128
0.0	2.31	1.78167721813
0.0	2.32	1.76462993757
0.0	2.33	1.74746501845
0.0	2.34	1.73019089687
0.0	2.35	1.71281588416
0.0	2.36	1.69534816512
0.0	2.37	1.67779579627
0.0	2.38	1.66016670425
0.0	2.39	1.64246868441
0.0	2.4	1.62470939936
0.0	2.41	1.60689637775
0.0	2.42	1.58903701313
0.0	2.43	1.57113856287
0.0	2.44	1.55320814727
0.0	2.45	1.5352527487
0.0	2.46	1.51727921086
0.0	2.47	1.49929423819
0.0	2.48	1.48130439531
0.0	2.49	1.46331610659
0.0	2.5	1.44533565582
0.0	2.51	1.42736918597
0.0	2.52	1.40942269904
0.0	2.53	1.39150205597
0.0	2.54	1.37361297672
0.0	2.55	1.35576104033
0.0	2.56	1.33795168517
0.0	2.57	1.32019020915
0.0	2.58	1.30248177016
0.0	2.59	1.28483138643
0.0	2.6	1.2672439371
0.0	2.61	1.24972416279
0.0	2.62	1.23227666623
0.0	2.63	1.21490591305
0.0	2.64	1.1976162325
0.0	2.65	1.18041181837
0.0	2.66	1.1632967299
0.0	2.67	1.14627489275
0.0	2.68	1.12935010006
0.0	2.69	1.11252601355
0.0	2.7	1.09580616465
0.0	2.71	1.07919395578
0.0	2.72	1.06269266153
0.0	2.73	1.04630543
0.0	2.74	1.03003528419
0.0	2.75	1.01388512333
0.0	2.76	0.9978577244
0.0	2.77	0.981955743543
0.0	2.78	0.966181717634
0.0	2.79	0.950538065814
0.0	2.8	0.935027091093
0.0	2.81	0.919650981968
0.0	2.82	0.904411814083
0.0	2.83	0.889311551907
0.0	2.84	0.87435205045
0.0	2.85	0.859535056998
0.0	2.86	0.844862212866
0.0	2.87	0.830335055182
0.0	2.88	0.815955018688
0.0	2.89	0.80172343755
0.0	2.9	0.787641547199
0.0	2.91	0.773710486171
0.0	2.92	0.759931297971
0.0	2.93	0.746304932944
0.0	2.94	0.732832250151
0.0	2.95	0.719514019263
0.0	2.96	0.70635092245
0.0	2.97	0.693343556286
0.0	2.98	0.680492433645
0.0	2.99	0.667797985613
0.0	3.0	0.655260563387
0.0	3.01	0.642880440183
0.0	3.02	0.630657813139
0.0	3.03	0.618592805211
0.0	3.04	0.606685467073
0.0	3.05	0.594935778997
0.0	3.06	0.583343652745
