# mass number (A) = 56
# number of protons (Z) = 26
#relative orbital quantum number l = 1
# k (1/fm)	cm two_body (fm^3)
0.0	0.0
0.02	0.010420809077
0.04	0.0414119479368
0.06	0.0921686973545
0.08	0.161379957475
0.1	0.247272059739
0.12	0.347667500676
0.14	0.460056153316
0.16	0.581676029771
0.18	0.709600330885
0.2	0.840827339633
0.22	0.972369699399
0.24	1.10133976226
0.26	1.22502798351
0.28	1.34097175683
0.3	1.4470126035
0.32	1.54134021872
0.34	1.62252250471
0.36	1.68952135208
0.38	1.74169453449
0.4	1.77878463011
0.42	1.8008963524
0.44	1.80846404487
0.46	1.80221135788
0.48	1.78310527674
0.5	1.75230670957
0.52	1.71111977935
0.54	1.66094180934
0.56	1.60321576057
0.58	1.53938659344
0.6	1.47086270264
0.62	1.3989832345
0.64	1.32499175856
0.66	1.25001644577
0.68	1.17505661836
0.7	1.10097529215
0.72	1.02849713585
0.74	0.958211129527
0.76	0.89057711319
0.78	0.825935376569
0.8	0.764518444778
0.82	0.706464257143
0.84	0.65183000895
0.86	0.600606020415
0.88	0.552729105564
0.9	0.508095028199
0.92	0.46656974599
0.94	0.427999251326
0.96	0.392217914582
0.98	0.359055318781
1.0	0.328341642648
1.02	0.29991170106
1.04	0.273607788295
1.06	0.249281491492
1.08	0.226794651034
1.1	0.206019643276
1.12	0.186839151425
1.14	0.16914557471
1.16	0.152840206376
1.18	0.137832289379
1.2	0.124038036645
1.22	0.111379681527
1.24	0.0997846046991
1.26	0.0891845667504
1.28	0.0795150615412
1.3	0.0707147940182
1.32	0.0627252776511
1.34	0.0554905406402
1.36	0.0489569262831
1.38	0.0430729709957
1.4	0.0377893430687
1.42	0.0330588259412
1.44	0.0288363312448
1.46	0.0250789288169
1.48	0.0217458830634
1.5	0.018798687272
1.52	0.0162010896006
1.54	0.0139191063955
1.56	0.0119210201743
1.58	0.0101773610131
1.6	0.00866087120356
1.62	0.00734645391128
1.64	0.00621110719363
1.66	0.00523384515785
1.68	0.00439560829137
1.7	0.00367916510829
1.72	0.00306900726097
1.74	0.00255124018918
1.76	0.00211347124518
1.78	0.00174469706062
1.8	0.00143519172407
1.82	0.00117639713062
1.84	0.000960816653853
1.86	0.000781913084202
1.88	0.000634011580665
1.9	0.000512208197906
1.92	0.000412284381566
1.94	0.000330627671478
1.96	0.000264158717061
1.98	0.000210264591395
2.0	0.000166738290398
2.02	0.000131724220599
2.04	0.000103669412509
2.06	8.12801454738e-05
2.08	6.34836329532e-05
2.1	4.93943930737e-05
2.12	3.82849164832e-05
2.14	2.95602405785e-05
2.16	2.27360444524e-05
2.18	1.7419890941e-05
2.2	1.32952595003e-05
2.22	1.01080349468e-05
2.24	7.65514115221e-06
2.26	5.77503450312e-06
2.28	4.33979838716e-06
2.3	3.24860638424e-06
2.32	2.42234758421e-06
2.34	1.79923204397e-06
2.36	1.33121747911e-06
2.38	9.81119617397e-07
2.4	7.20288085297e-07
2.42	5.26747195846e-07
2.44	3.83716569277e-07
2.46	2.78440208623e-07
2.48	2.01264573923e-07
2.5	1.44916478421e-07
2.52	1.03940412914e-07
2.54	7.4262342114e-08
2.56	5.28532623884e-08
2.58	3.74710121092e-08
2.6	2.64631243857e-08
2.62	1.86170372048e-08
2.64	1.30468456909e-08
2.66	9.10810056753e-09
2.68	6.33401838973e-09
2.7	4.38795296962e-09
2.72	3.02815237505e-09
2.74	2.08175020529e-09
2.76	1.42566236713e-09
2.78	9.72621823966e-10
2.8	6.61017092868e-10
2.82	4.4753277369e-10
2.84	3.01844044914e-10
2.86	2.02809427606e-10
2.88	1.35751170875e-10
2.9	9.05213682082e-11
2.92	6.01330014752e-11
2.94	3.97952343885e-11
2.96	2.62366166448e-11
2.98	1.72323826585e-11
3.0	1.12757573537e-11
3.02	7.35040299627e-12
3.04	4.7735750278e-12
3.06	3.08848611744e-12
3.08	1.99076026987e-12
3.1	1.27839712489e-12
3.12	8.17877382448e-13
3.14	5.21300656601e-13
3.16	3.31030535628e-13
3.18	2.09425512089e-13
3.2	1.32000286799e-13
3.22	8.28907213365e-14
3.24	5.18590665291e-14
3.26	3.23246000279e-14
3.28	2.00739690007e-14
3.3	1.24201510806e-14
3.32	7.6562471238e-15
3.34	4.70221318553e-15
3.36	2.87731789459e-15
3.38	1.75418086059e-15
3.4	1.06552510848e-15
3.42	6.44848349955e-16
3.44	3.88828283004e-16
3.46	2.33596426699e-16
3.48	1.39824848285e-16
3.5	8.33900111548e-17
3.52	4.95515105585e-17
3.54	2.93369264499e-17
3.56	1.73056855291e-17
3.58	1.01714085403e-17
3.6	5.95652646932e-18
3.62	3.47557217374e-18
3.64	2.02060933312e-18
3.66	1.17047659678e-18
3.68	6.75567828695e-19
3.7	3.88510283337e-19
3.72	2.22620358898e-19
3.74	1.27103493666e-19
3.76	7.23072384388e-20
3.78	4.09863409845e-20
3.8	2.31489340805e-20
3.82	1.30274283657e-20
3.84	7.30505663009e-21
3.86	4.08156776015e-21
3.88	2.27232412733e-21
3.9	1.2605343659e-21
3.92	6.96757289419e-22
3.94	3.83753220026e-22
3.96	2.10604413793e-22
3.98	1.15167265663e-22
4.0	6.27535072332e-23
#normalisation = 0.389124405313
#sigma**2 n(k)k**2 = 0.178647239361
#kurtosis n(k)k**2 = -0.175916986527
#skewness n(k)k**2 = 1.03652198253
