# Mass = 0.0479598 Mev*(hbarc)^2/2 
# R = 7.46549 fm 
# a = 0.662 fm 
# V0 = 59.5769 MeV 
# RSO = 6.87299 fm 
# aSO = 0.662 fm 
# VSO = 28.0171 MeV fm^2
# Rc = 7.46549 fm
# Zc = 81
# n = 2 
# l = 0 
# two_j = 1 
# two_t = 1 
# Energy = -8.03441 MeV
# r          u            Phi          u/r          
0.01         0.00539629   0.0343462    0.539629     
0.012398     0.0066903    0.034345     0.539627     
0.014796     0.00798425   0.0343435    0.539622     
0.017194     0.00927815   0.0343417    0.539615     
0.019592     0.010572     0.0343396    0.539606     
0.02199      0.0118657    0.0343373    0.539596     
0.024388     0.0131594    0.0343348    0.539583     
0.026786     0.0144529    0.0343319    0.539569     
0.029184     0.0157463    0.0343288    0.539554     
0.031582     0.0170396    0.0343254    0.539537     
0.03398      0.0183328    0.0343218    0.539518     
0.036378     0.0196259    0.0343179    0.539498     
0.038776     0.0209187    0.0343137    0.539477     
0.041174     0.0222115    0.0343093    0.539454     
0.043572     0.023504     0.0343045    0.539429     
0.04597      0.0247964    0.0342996    0.539404     
0.048368     0.0260886    0.0342943    0.539376     
0.050766     0.0273805    0.0342888    0.539348     
0.053164     0.0286723    0.0342831    0.539318     
0.055562     0.0299638    0.034277     0.539286     
0.05796      0.0312551    0.0342707    0.539253     
0.060358     0.0325462    0.0342641    0.539219     
0.062756     0.033837     0.0342573    0.539184     
0.065154     0.0351275    0.0342502    0.539146     
0.067552     0.0364178    0.0342428    0.539108     
0.06995      0.0377078    0.0342352    0.539068     
0.072348     0.0389975    0.0342273    0.539027     
0.074746     0.0402869    0.0342191    0.538984     
0.077144     0.041576     0.0342107    0.53894      
0.079542     0.0428648    0.034202     0.538895     
0.08194      0.0441532    0.034193     0.538848     
0.084338     0.0454413    0.0341838    0.538799     
0.086736     0.046729     0.0341743    0.53875      
0.089134     0.0480164    0.0341646    0.538699     
0.091532     0.0493034    0.0341545    0.538646     
0.09393      0.05059      0.0341442    0.538592     
0.096328     0.0518762    0.0341337    0.538537     
0.098726     0.053162     0.0341229    0.538481     
0.101124     0.0544474    0.0341118    0.538422     
0.103522     0.0557324    0.0341004    0.538363     
0.10592      0.057017     0.0340888    0.538302     
0.108318     0.0583011    0.034077     0.53824      
0.110716     0.0595847    0.0340648    0.538176     
0.113114     0.0608679    0.0340524    0.538111     
