#m_1	m_2	CGcoefficient
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	-0.3922322703
-4	0	-0.5547001962
-4	1	-0.5847053462
-4	2	-0.5063696835
-4	3	-0.358057437
-4	4	-0.1849000654
-3	-4	0.0
-3	-3	0.0
-3	-2	0.5883484054
-3	-1	0.4385290097
-3	0	0.0924500327
-3	1	-0.2531848418
-3	2	-0.4736654667
-3	3	-0.5084751799
-3	4	-0.358057437
-2	-4	0.0
-2	-3	-0.5883484054
-2	-2	0.0
-2	-1	0.3867462341
-2	0	0.4236592729
-2	1	0.1790287185
-2	2	-0.1849000654
-2	3	-0.4736654667
-2	4	-0.5063696835
-1	-4	0.3922322703
-1	-3	-0.4385290097
-1	-2	-0.3867462341
-1	-1	0.0
-1	0	0.3396831102
-1	1	0.4160251472
-1	2	0.1790287185
-1	3	-0.2531848418
-1	4	-0.5847053462
0	-4	0.5547001962
0	-3	-0.0924500327
0	-2	-0.4236592729
0	-1	-0.3396831102
0	0	0.0
0	1	0.3396831102
0	2	0.4236592729
0	3	0.0924500327
0	4	-0.5547001962
1	-4	0.5847053462
1	-3	0.2531848418
1	-2	-0.1790287185
1	-1	-0.4160251472
1	0	-0.3396831102
1	1	0.0
1	2	0.3867462341
1	3	0.4385290097
1	4	-0.3922322703
2	-4	0.5063696835
2	-3	0.4736654667
2	-2	0.1849000654
2	-1	-0.1790287185
2	0	-0.4236592729
2	1	-0.3867462341
2	2	0.0
2	3	0.5883484054
2	4	0.0
3	-4	0.358057437
3	-3	0.5084751799
3	-2	0.4736654667
3	-1	0.2531848418
3	0	-0.0924500327
3	1	-0.4385290097
3	2	-0.5883484054
3	3	0.0
3	4	0.0
4	-4	0.1849000654
4	-3	0.358057437
4	-2	0.5063696835
4	-1	0.5847053462
4	0	0.5547001962
4	1	0.3922322703
4	2	0.0
4	3	0.0
4	4	0.0
