#m_1	m_2	CGcoefficient
-4	-2	1.0
-4	-1	0.5773502692
-4	0	0.3015113446
-4	1	0.1348399725
-4	2	0.0449466575
-3	-2	0.8164965809
-3	-1	0.6963106238
-3	0	0.4670993665
-3	1	0.2542566905
-3	2	0.1005037815
-2	-2	0.6513389473
-2	-1	0.713506068
-2	0	0.582575265
-2	1	0.3760507165
-2	2	0.174077656
-1	-2	0.5045249791
-1	-1	0.6726999721
-1	0	0.6513389473
-1	1	0.4923659639
-1	2	0.2659080117
0	-2	0.3760507165
0	-1	0.59458839
0	0	0.6741998625
0	1	0.59458839
0	2	0.3760507165
1	-2	0.2659080117
1	-1	0.4923659639
1	0	0.6513389473
1	1	0.6726999721
1	2	0.5045249791
2	-2	0.174077656
2	-1	0.3760507165
2	0	0.582575265
2	1	0.713506068
2	2	0.6513389473
3	-2	0.1005037815
3	-1	0.2542566905
3	0	0.4670993665
3	1	0.6963106238
3	2	0.8164965809
4	-2	0.0449466575
4	-1	0.1348399725
4	0	0.3015113446
4	1	0.5773502692
4	2	1.0
