#m_1	m_2	CGcoefficient
-2	-7	1.0
-2	-6	0.8819171037
-2	-5	0.7712141349
-2	-4	0.6678910326
-2	-3	0.57194771
-2	-2	0.4833840406
-2	-1	0.4021998333
-2	0	0.3283947887
-2	1	0.261968416
-2	2	0.2029198625
-2	3	0.1512475355
-2	4	0.106948158
-2	5	0.0700140042
-2	6	0.0404226042
-2	7	0.0180775382
-1	-7	0.4714045208
-1	-6	0.604990142
-1	-5	0.6678910326
-1	-4	0.6897948923
-1	-3	0.6836082661
-1	-2	0.6567895774
-1	-1	0.6143703935
-1	0	0.5601120336
-1	1	0.4970501217
-1	2	0.4277926319
-1	3	0.3547069121
-1	4	0.2800560168
-1	5	0.2061156475
-1	6	0.1352799083
-1	7	0.0700140042
0	-7	0.1980295086
0	-6	0.320844474
0	-5	0.4224113783
0	-4	0.5048781643
0	-3	0.568796459
0	-2	0.6143703935
0	-1	0.6416889479
0	0	0.6507913735
0	1	0.6416889479
0	2	0.6143703935
0	3	0.568796459
0	4	0.5048781643
0	5	0.4224113783
0	6	0.320844474
0	7	0.1980295086
1	-7	0.0700140042
1	-6	0.1352799083
1	-5	0.2061156475
1	-4	0.2800560168
1	-3	0.3547069121
1	-2	0.4277926319
1	-1	0.4970501217
1	0	0.5601120336
1	1	0.6143703935
1	2	0.6567895774
1	3	0.6836082661
1	4	0.6897948923
1	5	0.6678910326
1	6	0.604990142
1	7	0.4714045208
2	-7	0.0180775382
2	-6	0.0404226042
2	-5	0.0700140042
2	-4	0.106948158
2	-3	0.1512475355
2	-2	0.2029198625
2	-1	0.261968416
2	0	0.3283947887
2	1	0.4021998333
2	2	0.4833840406
2	3	0.57194771
2	4	0.6678910326
2	5	0.7712141349
2	6	0.8819171037
2	7	1.0
