#m_1	m_2	CGcoefficient
-4	-8	0.0
-4	-7	0.0
-4	-6	0.0
-4	-5	-0.1906925178
-4	-4	-0.3241149565
-4	-3	-0.4305615452
-4	-2	-0.5048781643
-4	-1	-0.5453307445
-4	0	-0.5530663188
-4	1	-0.5313689313
-4	2	-0.4850712501
-4	3	-0.4200840252
-4	4	-0.3429971703
-4	5	-0.260717963
-4	6	-0.1801168169
-4	7	-0.1076403863
-4	8	-0.0487514949
-3	-8	0.0
-3	-7	0.0
-3	-6	0.4369314488
-3	-5	0.5402954672
-3	-4	0.5109612532
-3	-3	0.3954960332
-3	-2	0.2304442995
-3	-1	0.0460888599
-3	0	-0.1328422328
-3	1	-0.2869720216
-3	2	-0.4021998333
-3	3	-0.4696682183
-3	4	-0.4857444929
-3	5	-0.4520041855
-3	6	-0.3752004812
-3	7	-0.2671619732
-3	8	-0.1442088668
-2	-8	0.0
-2	-7	-0.6396021491
-2	-6	-0.4403855061
-2	-5	-0.1427594947
-2	-4	0.1273618226
-2	-3	0.3184045566
-2	-2	0.4122312949
-2	-1	0.4100454303
-2	0	0.3253956867
-2	1	0.1798692335
-2	2	0.0
-2	3	-0.1852396434
-2	4	-0.3467016299
-2	5	-0.4573133197
-2	6	-0.4945333961
-2	7	-0.4432265696
-2	8	-0.298540717
-1	-8	0.6030226892
-1	-7	-0.0710669055
-1	-6	-0.3871832556
-1	-5	-0.4495987516
-1	-4	-0.3487947161
-1	-3	-0.1614605795
-1	-2	0.0495073771
-1	-1	0.235007996
-1	0	0.3597384671
-1	1	0.4021998333
-1	2	0.3547069121
-1	3	0.2234074158
-1	4	0.0283220592
-1	5	-0.1965613483
-1	6	-0.403029968
-1	7	-0.5277504137
-1	8	-0.4875149494
0	-8	0.6356417262
0	-7	0.3815407984
0	-6	0.051708769
0	-5	-0.2163133002
0	-4	-0.372877236
0	-3	-0.4087937126
0	-2	-0.3381997708
0	-1	-0.1895988197
0	0	0.0
0	1	0.1895988197
0	2	0.3381997708
0	3	0.4087937126
0	4	0.372877236
0	5	0.2163133002
0	6	-0.051708769
0	7	-0.3815407984
0	8	-0.6356417262
1	-8	0.4875149494
1	-7	0.5277504137
1	-6	0.403029968
1	-5	0.1965613483
1	-4	-0.0283220592
1	-3	-0.2234074158
1	-2	-0.3547069121
1	-1	-0.4021998333
1	0	-0.3597384671
1	1	-0.235007996
1	2	-0.0495073771
1	3	0.1614605795
1	4	0.3487947161
1	5	0.4495987516
1	6	0.3871832556
1	7	0.0710669055
1	8	-0.6030226892
2	-8	0.298540717
2	-7	0.4432265696
2	-6	0.4945333961
2	-5	0.4573133197
2	-4	0.3467016299
2	-3	0.1852396434
2	-2	0.0
2	-1	-0.1798692335
2	0	-0.3253956867
2	1	-0.4100454303
2	2	-0.4122312949
2	3	-0.3184045566
2	4	-0.1273618226
2	5	0.1427594947
2	6	0.4403855061
2	7	0.6396021491
2	8	0.0
3	-8	0.1442088668
3	-7	0.2671619732
3	-6	0.3752004812
3	-5	0.4520041855
3	-4	0.4857444929
3	-3	0.4696682183
3	-2	0.4021998333
3	-1	0.2869720216
3	0	0.1328422328
3	1	-0.0460888599
3	2	-0.2304442995
3	3	-0.3954960332
3	4	-0.5109612532
3	5	-0.5402954672
3	6	-0.4369314488
3	7	0.0
3	8	0.0
4	-8	0.0487514949
4	-7	0.1076403863
4	-6	0.1801168169
4	-5	0.260717963
4	-4	0.3429971703
4	-3	0.4200840252
4	-2	0.4850712501
4	-1	0.5313689313
4	0	0.5530663188
4	1	0.5453307445
4	2	0.5048781643
4	3	0.4305615452
4	4	0.3241149565
4	5	0.1906925178
4	6	0.0
4	7	0.0
4	8	0.0
