#m_1	m_2	CGcoefficient
-6	-6	0.0
-6	-5	-0.7071067812
-6	-4	-0.7071067812
-6	-3	-0.5976143047
-6	-2	-0.4629100499
-6	-1	-0.3358302471
-6	0	-0.2294157339
-6	1	-0.1472135409
-6	2	-0.0879769179
-6	3	-0.0481869425
-6	4	-0.0235128203
-6	5	-0.0096726259
-6	6	-0.0029164064
-5	-6	0.7071067812
-5	-5	0.0
-5	-4	-0.377964473
-5	-3	-0.5345224838
-5	-2	-0.5518254055
-5	-1	-0.4905114716
-5	0	-0.3934447377
-5	1	-0.2891216548
-5	2	-0.1947452094
-5	3	-0.1189665063
-5	4	-0.0642933687
-5	5	-0.0291640643
-5	6	-0.0096726259
-4	-6	0.7071067812
-4	-5	0.377964473
-4	-4	0.0
-4	-3	-0.2875878421
-4	-2	-0.4547163042
-4	-1	-0.5125579114
-4	0	-0.4882520792
-4	1	-0.4126483221
-4	2	-0.3138763367
-4	3	-0.2141127008
-4	4	-0.1283218829
-4	5	-0.0642933687
-4	6	-0.0235128203
-3	-6	0.5976143047
-3	-5	0.5345224838
-3	-4	0.2875878421
-3	-3	0.0
-3	-2	-0.2466045401
-3	-1	-0.4126483221
-3	0	-0.4882520792
-3	1	-0.4832442332
-3	2	-0.4188369859
-3	3	-0.3208047072
-3	4	-0.2141127008
-3	5	-0.1189665063
-3	6	-0.0481869425
-2	-6	0.4629100499
-2	-5	0.5518254055
-2	-4	0.4547163042
-2	-3	0.2466045401
-2	-2	0.0
-2	-1	-0.2260167944
-2	0	-0.3914725712
-2	1	-0.4768123838
-2	2	-0.4812070609
-2	3	-0.4188369859
-2	4	-0.3138763367
-2	5	-0.1947452094
-2	6	-0.0879769179
-1	-6	0.3358302471
-1	-5	0.4905114716
-1	-4	0.5125579114
-1	-3	0.4126483221
-1	-2	0.2260167944
-1	-1	0.0
-1	0	-0.2171499121
-1	1	-0.3849656487
-1	2	-0.4768123838
-1	3	-0.4832442332
-1	4	-0.4126483221
-1	5	-0.2891216548
-1	6	-0.1472135409
0	-6	0.2294157339
0	-5	0.3934447377
0	-4	0.4882520792
0	-3	0.4882520792
0	-2	0.3914725712
0	-1	0.2171499121
0	0	0.0
0	1	-0.2171499121
0	2	-0.3914725712
0	3	-0.4882520792
0	4	-0.4882520792
0	5	-0.3934447377
0	6	-0.2294157339
1	-6	0.1472135409
1	-5	0.2891216548
1	-4	0.4126483221
1	-3	0.4832442332
1	-2	0.4768123838
1	-1	0.3849656487
1	0	0.2171499121
1	1	0.0
1	2	-0.2260167944
1	3	-0.4126483221
1	4	-0.5125579114
1	5	-0.4905114716
1	6	-0.3358302471
2	-6	0.0879769179
2	-5	0.1947452094
2	-4	0.3138763367
2	-3	0.4188369859
2	-2	0.4812070609
2	-1	0.4768123838
2	0	0.3914725712
2	1	0.2260167944
2	2	0.0
2	3	-0.2466045401
2	4	-0.4547163042
2	5	-0.5518254055
2	6	-0.4629100499
3	-6	0.0481869425
3	-5	0.1189665063
3	-4	0.2141127008
3	-3	0.3208047072
3	-2	0.4188369859
3	-1	0.4832442332
3	0	0.4882520792
3	1	0.4126483221
3	2	0.2466045401
3	3	0.0
3	4	-0.2875878421
3	5	-0.5345224838
3	6	-0.5976143047
4	-6	0.0235128203
4	-5	0.0642933687
4	-4	0.1283218829
4	-3	0.2141127008
4	-2	0.3138763367
4	-1	0.4126483221
4	0	0.4882520792
4	1	0.5125579114
4	2	0.4547163042
4	3	0.2875878421
4	4	0.0
4	5	-0.377964473
4	6	-0.7071067812
5	-6	0.0096726259
5	-5	0.0291640643
5	-4	0.0642933687
5	-3	0.1189665063
5	-2	0.1947452094
5	-1	0.2891216548
5	0	0.3934447377
5	1	0.4905114716
5	2	0.5518254055
5	3	0.5345224838
5	4	0.377964473
5	5	0.0
5	6	-0.7071067812
6	-6	0.0029164064
6	-5	0.0096726259
6	-4	0.0235128203
6	-3	0.0481869425
6	-2	0.0879769179
6	-1	0.1472135409
6	0	0.2294157339
6	1	0.3358302471
6	2	0.4629100499
6	3	0.5976143047
6	4	0.7071067812
6	5	0.7071067812
6	6	0.0
