#m_1	m_2	CGcoefficient
-6	-8	0.0
-6	-7	0.0
-6	-6	0.0
-6	-5	0.0
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	-0.0681466276
-6	0	-0.154542025
-6	1	-0.2571734749
-6	2	-0.3586112772
-6	3	-0.4392073225
-6	4	-0.4811275159
-6	5	-0.4721336852
-6	6	-0.4088797654
-6	7	-0.2992693446
-6	8	-0.1629015978
-5	-8	0.0
-5	-7	0.0
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.1645897423
-5	-1	0.3049423347
-5	0	0.4024640873
-5	1	0.4206909957
-5	2	0.3433441579
-5	3	0.1793056386
-5	4	-0.0378009477
-5	5	-0.2549813324
-5	6	-0.4100948639
-5	7	-0.4467435863
-5	8	-0.3325214941
-4	-8	0.0
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	-0.2850777961
-4	-2	-0.4126483221
-4	-1	-0.3965776604
-4	0	-0.2462248562
-4	1	-0.0174984386
-4	2	0.2070443174
-4	3	0.3433441579
-4	4	0.3317019697
-4	5	0.159818008
-4	6	-0.1208110583
-4	7	-0.389916014
-4	8	-0.4702564067
-3	-8	0.0
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.4031608856
-3	-3	0.4173111631
-3	-2	0.2216277009
-3	-1	-0.0529791538
-3	0	-0.2710846448
-3	1	-0.338855806
-3	2	-0.231482584
-3	3	0.0
-3	4	0.2427809823
-3	5	0.3573639298
-3	6	0.2339496084
-3	7	-0.1287850209
-3	8	-0.5151400835
-2	-8	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	-0.4845390818
-2	-4	-0.2873314106
-2	-3	0.0545609683
-2	-2	0.2955036012
-2	-1	0.324800923
-2	0	0.1597381588
-2	1	-0.092224869
-2	2	-0.2887095068
-2	3	-0.3134289004
-2	4	-0.132153228
-2	5	0.1684629721
-2	6	0.3762051253
-2	7	0.2146417015
-2	8	-0.4377848897
-1	-8	0.0
-1	-7	0.0
-1	-6	0.4965048115
-1	-5	0.0409510267
-1	-4	-0.2984772553
-1	-3	-0.3278201692
-1	-2	-0.1197444422
-1	-1	0.1488272424
-1	0	0.3093316145
-1	1	0.2728048415
-1	2	0.061001017
-1	3	-0.2023174853
-1	4	-0.3398291414
-1	5	-0.208810084
-1	6	0.1710143529
-1	7	0.4499291474
-1	8	-0.2589970335
0	-8	0.0
0	-7	-0.419623154
0	-6	0.2457061599
0	-5	0.3643349257
0	-4	0.1154838027
0	-3	-0.1854270381
0	-2	-0.3227870415
0	-1	-0.236255923
0	0	0.0
0	1	0.236255923
0	2	0.3227870415
0	3	0.1854270381
0	4	-0.1154838027
0	5	-0.3643349257
0	6	-0.2457061599
0	7	0.419623154
0	8	0.0
1	-8	0.2589970335
1	-7	-0.4499291474
1	-6	-0.1710143529
1	-5	0.208810084
1	-4	0.3398291414
1	-3	0.2023174853
1	-2	-0.061001017
1	-1	-0.2728048415
1	0	-0.3093316145
1	1	-0.1488272424
1	2	0.1197444422
1	3	0.3278201692
1	4	0.2984772553
1	5	-0.0409510267
1	6	-0.4965048115
1	7	0.0
1	8	0.0
2	-8	0.4377848897
2	-7	-0.2146417015
2	-6	-0.3762051253
2	-5	-0.1684629721
2	-4	0.132153228
2	-3	0.3134289004
2	-2	0.2887095068
2	-1	0.092224869
2	0	-0.1597381588
2	1	-0.324800923
2	2	-0.2955036012
2	3	-0.0545609683
2	4	0.2873314106
2	5	0.4845390818
2	6	0.0
2	7	0.0
2	8	0.0
3	-8	0.5151400835
3	-7	0.1287850209
3	-6	-0.2339496084
3	-5	-0.3573639298
3	-4	-0.2427809823
3	-3	0.0
3	-2	0.231482584
3	-1	0.338855806
3	0	0.2710846448
3	1	0.0529791538
3	2	-0.2216277009
3	3	-0.4173111631
3	4	-0.4031608856
3	5	0.0
3	6	0.0
3	7	0.0
3	8	0.0
4	-8	0.4702564067
4	-7	0.389916014
4	-6	0.1208110583
4	-5	-0.159818008
4	-4	-0.3317019697
4	-3	-0.3433441579
4	-2	-0.2070443174
4	-1	0.0174984386
4	0	0.2462248562
4	1	0.3965776604
4	2	0.4126483221
4	3	0.2850777961
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
4	8	0.0
5	-8	0.3325214941
5	-7	0.4467435863
5	-6	0.4100948639
5	-5	0.2549813324
5	-4	0.0378009477
5	-3	-0.1793056386
5	-2	-0.3433441579
5	-1	-0.4206909957
5	0	-0.4024640873
5	1	-0.3049423347
5	2	-0.1645897423
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	0.0
5	8	0.0
6	-8	0.1629015978
6	-7	0.2992693446
6	-6	0.4088797654
6	-5	0.4721336852
6	-4	0.4811275159
6	-3	0.4392073225
6	-2	0.3586112772
6	-1	0.2571734749
6	0	0.154542025
6	1	0.0681466276
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
6	7	0.0
6	8	0.0
