#m_1	m_2	CGcoefficient
-7	-5	0.0
-7	-4	0.0
-7	-3	0.0
-7	-2	0.0
-7	-1	0.0
-7	0	-0.3593438005
-7	1	-0.5260254617
-7	2	-0.5458824197
-7	3	-0.4457111292
-7	4	-0.2850777961
-7	5	-0.1274906662
-6	-5	0.0
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	0.5260254617
-6	0	0.4106786292
-6	1	0.0551424515
-6	2	-0.2917864268
-6	3	-0.4669135422
-6	4	-0.4309971159
-6	5	-0.2503866978
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	-0.5458824197
-5	-1	-0.0551424515
-5	0	0.3514461346
-5	1	0.3676870322
-5	2	0.0690147725
-5	3	-0.2888813066
-5	4	-0.4658497142
-5	5	-0.3674672101
-4	-5	0.0
-4	-4	0.0
-4	-3	0.4457111292
-4	-2	-0.2917864268
-4	-1	-0.3676870322
-4	0	0.0157953319
-4	1	0.3456280004
-4	2	0.3172052885
-4	3	-0.0244004068
-4	4	-0.3873444498
-4	5	-0.4583121337
-3	-5	0.0
-3	-4	-0.2850777961
-3	-3	0.4669135422
-3	-2	0.0690147725
-3	-1	-0.3456280004
-3	0	-0.2695975966
-3	1	0.1153984037
-3	2	0.3694283419
-3	3	0.2202189711
-3	4	-0.2184917368
-3	5	-0.5077289149
-2	-5	0.1274906662
-2	-4	-0.4309971159
-2	-3	0.2888813066
-2	-2	0.3172052885
-2	-1	-0.1153984037
-2	0	-0.3589848157
-2	1	-0.1565293179
-2	2	0.2383940292
-2	3	0.3641528947
-2	4	0.0
-2	5	-0.5077289149
-1	-5	0.2503866978
-1	-4	-0.4658497142
-1	-3	0.0244004068
-1	-2	0.3694283419
-1	-1	0.1565293179
-1	0	-0.2423147506
-1	1	-0.3310649759
-1	2	0.0
-1	3	0.3641528947
-1	4	0.2184917368
-1	5	-0.4583121337
0	-5	0.3674672101
0	-4	-0.3873444498
0	-3	-0.2202189711
0	-2	0.2383940292
0	-1	0.3310649759
0	0	0.0
0	1	-0.3310649759
0	2	-0.2383940292
0	3	0.2202189711
0	4	0.3873444498
0	5	-0.3674672101
1	-5	0.4583121337
1	-4	-0.2184917368
1	-3	-0.3641528947
1	-2	0.0
1	-1	0.3310649759
1	0	0.2423147506
1	1	-0.1565293179
1	2	-0.3694283419
1	3	-0.0244004068
1	4	0.4658497142
1	5	-0.2503866978
2	-5	0.5077289149
2	-4	0.0
2	-3	-0.3641528947
2	-2	-0.2383940292
2	-1	0.1565293179
2	0	0.3589848157
2	1	0.1153984037
2	2	-0.3172052885
2	3	-0.2888813066
2	4	0.4309971159
2	5	-0.1274906662
3	-5	0.5077289149
3	-4	0.2184917368
3	-3	-0.2202189711
3	-2	-0.3694283419
3	-1	-0.1153984037
3	0	0.2695975966
3	1	0.3456280004
3	2	-0.0690147725
3	3	-0.4669135422
3	4	0.2850777961
3	5	0.0
4	-5	0.4583121337
4	-4	0.3873444498
4	-3	0.0244004068
4	-2	-0.3172052885
4	-1	-0.3456280004
4	0	-0.0157953319
4	1	0.3676870322
4	2	0.2917864268
4	3	-0.4457111292
4	4	0.0
4	5	0.0
5	-5	0.3674672101
5	-4	0.4658497142
5	-3	0.2888813066
5	-2	-0.0690147725
5	-1	-0.3676870322
5	0	-0.3514461346
5	1	0.0551424515
5	2	0.5458824197
5	3	0.0
5	4	0.0
5	5	0.0
6	-5	0.2503866978
6	-4	0.4309971159
6	-3	0.4669135422
6	-2	0.2917864268
6	-1	-0.0551424515
6	0	-0.4106786292
6	1	-0.5260254617
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
7	-5	0.1274906662
7	-4	0.2850777961
7	-3	0.4457111292
7	-2	0.5458824197
7	-1	0.5260254617
7	0	0.3593438005
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	0.0
