#m_1	m_2	CGcoefficient
-7	-3	0.0
-7	-2	-0.8366600265
-7	-1	-0.6236095645
-7	0	-0.3704792868
-7	1	-0.1852396434
-7	2	-0.0756237677
-7	3	-0.0221403721
-6	-3	0.5477225575
-6	-2	-0.4216370214
-6	-1	-0.6288281455
-6	0	-0.5144957554
-6	1	-0.3195687454
-6	2	-0.1546056095
-6	3	-0.0522598549
-5	-3	0.6582805886
-5	-2	-0.0921777198
-5	-1	-0.5048781643
-5	0	-0.5644709479
-5	1	-0.4284741564
-5	2	-0.2426799485
-5	3	-0.0939336437
-4	-3	0.6773651374
-4	-2	0.159656494
-4	-1	-0.3258974537
-4	0	-0.5397374608
-4	1	-0.5027933178
-4	2	-0.3323514952
-4	3	-0.1468626142
-3	-3	0.6485277444
-3	-2	0.341804133
-3	-1	-0.129189819
-3	0	-0.4560517441
-3	1	-0.5362664444
-3	2	-0.4157833775
-3	3	-0.2100420126
-2	-3	0.5920221247
-2	-2	0.4622035477
-2	-1	0.0620607816
-2	0	-0.3283947887
-2	1	-0.5254938542
-2	2	-0.4850712501
-2	3	-0.281800931
-1	-3	0.5199789912
-1	-2	0.5287928221
-1	-1	0.232210182
-1	0	-0.1714985851
-1	1	-0.4696682183
-1	2	-0.5322906474
-1	3	-0.3597384671
0	-3	0.4405878426
0	-2	0.5495095853
0	-1	0.3704792868
0	0	0.0
0	1	-0.3704792868
0	2	-0.5495095853
0	3	-0.4405878426
1	-3	0.3597384671
1	-2	0.5322906474
1	-1	0.4696682183
1	0	0.1714985851
1	1	-0.232210182
1	2	-0.5287928221
1	3	-0.5199789912
2	-3	0.281800931
2	-2	0.4850712501
2	-1	0.5254938542
2	0	0.3283947887
2	1	-0.0620607816
2	2	-0.4622035477
2	3	-0.5920221247
3	-3	0.2100420126
3	-2	0.4157833775
3	-1	0.5362664444
3	0	0.4560517441
3	1	0.129189819
3	2	-0.341804133
3	3	-0.6485277444
4	-3	0.1468626142
4	-2	0.3323514952
4	-1	0.5027933178
4	0	0.5397374608
4	1	0.3258974537
4	2	-0.159656494
4	3	-0.6773651374
5	-3	0.0939336437
5	-2	0.2426799485
5	-1	0.4284741564
5	0	0.5644709479
5	1	0.5048781643
5	2	0.0921777198
5	3	-0.6582805886
6	-3	0.0522598549
6	-2	0.1546056095
6	-1	0.3195687454
6	0	0.5144957554
6	1	0.6288281455
6	2	0.4216370214
6	3	-0.5477225575
7	-3	0.0221403721
7	-2	0.0756237677
7	-1	0.1852396434
7	0	0.3704792868
7	1	0.6236095645
7	2	0.8366600265
7	3	0.0
