#m_1	m_2	CGcoefficient
-4	-8	1.0
-4	-7	0.8164965809
-4	-6	0.6593804734
-4	-5	0.526003652
-4	-4	0.4138574602
-4	-3	0.3205726102
-4	-2	0.2439191823
-4	-1	0.1818066242
-4	0	0.1322837497
-4	1	0.0935387365
-4	2	0.0638991218
-4	3	0.0418317947
-4	4	0.0259429777
-4	5	0.0149781852
-4	6	0.0078221021
-4	7	0.0034981504
-4	8	0.0011660501
-3	-8	0.5773502692
-3	-7	0.6810052246
-3	-6	0.6887004432
-3	-5	0.6493130047
-3	-4	0.5852828331
-3	-3	0.509530554
-3	-2	0.4302329976
-3	-1	0.3527566659
-3	0	0.2806162094
-3	1	0.2160184587
-3	2	0.1602035767
-3	3	0.1136764329
-3	4	0.0763740585
-3	5	0.0477938333
-3	6	0.0270965565
-3	7	0.0131923513
-3	8	0.0048077479
-2	-8	0.3185110286
-2	-7	0.4704719689
-2	-6	0.5623215571
-2	-5	0.6073767001
-2	-4	0.6153166018
-2	-3	0.594452313
-2	-2	0.5521515192
-2	-1	0.4949604693
-2	0	0.4286483403
-2	1	0.3582260877
-2	2	0.2879553666
-2	3	0.2213530511
-2	4	0.1611935155
-2	5	0.1095094294
-2	6	0.0675906872
-2	7	0.0359778907
-2	8	0.0144232436
-1	-8	0.1663369598
-1	-7	0.2903816035
-1	-6	0.3976213862
-1	-5	0.4826940554
-1	-4	0.5426582353
-1	-3	0.5767034532
-1	-2	0.5856451252
-1	-1	0.5715311204
-1	0	0.5373391316
-1	1	0.4867334066
-1	2	0.4238588231
-1	3	0.3531572983
-1	4	0.2791953587
-1	5	0.2064929604
-1	6	0.1393417714
-1	7	0.0815901869
-1	8	0.0362977004
0	-8	0.0811641256
0	-7	0.1623282512
0	-6	0.2498179075
0	-5	0.336542351
0	-4	0.4161998674
0	-3	0.4835805466
0	-2	0.5346184096
0	-1	0.5664051772
0	0	0.5771948168
0	1	0.5664051772
0	2	0.5346184096
0	3	0.4835805466
0	4	0.4161998674
0	5	0.336542351
0	6	0.2498179075
0	7	0.1623282512
0	8	0.0811641256
1	-8	0.0362977004
1	-7	0.0815901869
1	-6	0.1393417714
1	-5	0.2064929604
1	-4	0.2791953587
1	-3	0.3531572983
1	-2	0.4238588231
1	-1	0.4867334066
1	0	0.5373391316
1	1	0.5715311204
1	2	0.5856451252
1	3	0.5767034532
1	4	0.5426582353
1	5	0.4826940554
1	6	0.3976213862
1	7	0.2903816035
1	8	0.1663369598
2	-8	0.0144232436
2	-7	0.0359778907
2	-6	0.0675906872
2	-5	0.1095094294
2	-4	0.1611935155
2	-3	0.2213530511
2	-2	0.2879553666
2	-1	0.3582260877
2	0	0.4286483403
2	1	0.4949604693
2	2	0.5521515192
2	3	0.594452313
2	4	0.6153166018
2	5	0.6073767001
2	6	0.5623215571
2	7	0.4704719689
2	8	0.3185110286
3	-8	0.0048077479
3	-7	0.0131923513
3	-6	0.0270965565
3	-5	0.0477938333
3	-4	0.0763740585
3	-3	0.1136764329
3	-2	0.1602035767
3	-1	0.2160184587
3	0	0.2806162094
3	1	0.3527566659
3	2	0.4302329976
3	3	0.509530554
3	4	0.5852828331
3	5	0.6493130047
3	6	0.6887004432
3	7	0.6810052246
3	8	0.5773502692
4	-8	0.0011660501
4	-7	0.0034981504
4	-6	0.0078221021
4	-5	0.0149781852
4	-4	0.0259429777
4	-3	0.0418317947
4	-2	0.0638991218
4	-1	0.0935387365
4	0	0.1322837497
4	1	0.1818066242
4	2	0.2439191823
4	3	0.3205726102
4	4	0.4138574602
4	5	0.526003652
4	6	0.6593804734
4	7	0.8164965809
4	8	1.0
