#m_1	m_2	CGcoefficient
-8	-5	0.0
-8	-4	0.0
-8	-3	0.0
-8	-2	-0.526003652
-8	-1	-0.6223759143
-8	0	-0.5529955115
-8	1	-0.4121785184
-8	2	-0.2644903998
-8	3	-0.1448673582
-8	4	-0.0647866521
-8	5	-0.0206953369
-7	-5	0.0
-7	-4	0.0
-7	-3	0.6442202751
-7	-2	0.2352359844
-7	-1	-0.2019254106
-7	0	-0.4515189444
-7	1	-0.4998398729
-7	2	-0.4139929593
-7	3	-0.2748664863
-7	4	-0.1439776833
-7	5	-0.0527629633
-6	-5	0.0
-6	-4	-0.4990108793
-6	-3	0.3156021912
-6	-2	0.4598278456
-6	-1	0.1806075778
-6	0	-0.1799423542
-6	1	-0.4162798982
-6	2	-0.4712087803
-6	3	-0.3852669173
-6	4	-0.2376091464
-6	5	-0.1001106841
-5	-5	0.2434923768
-5	-4	-0.5509603545
-5	-3	-0.0473996153
-5	-2	0.3739302983
-5	-1	0.3818873829
-5	0	0.1034766844
-5	1	-0.2246310165
-5	2	-0.4285488865
-5	3	-0.4507010791
-5	4	-0.3321732813
-5	5	-0.1620138441
-4	-5	0.3926196603
-4	-4	-0.4431011992
-4	-3	-0.3023381597
-4	-2	0.1473769285
-4	-1	0.3950768179
-4	0	0.3067520889
-4	1	0.0060925422
-4	2	-0.2998685588
-4	3	-0.454095765
-4	4	-0.4120770694
-4	5	-0.2356387972
-3	-5	0.4933508375
-3	-4	-0.254765277
-3	-3	-0.4150729032
-3	-2	-0.0997126281
-3	-1	0.2669618243
-3	0	0.3877270123
-3	1	0.2128704284
-3	2	-0.1151205104
-3	3	-0.3891446661
-3	4	-0.4617558534
-3	5	-0.3161426212
-2	-5	0.5454198727
-2	-4	-0.0418317947
-2	-3	-0.3968512492
-2	-2	-0.2903218972
-2	-1	0.0638991218
-2	0	0.3431933368
-2	1	0.3472872391
-2	2	0.0860431231
-2	3	-0.2612394739
-2	4	-0.467621724
-2	5	-0.3968512492
-1	-5	0.5533826278
-1	-4	0.1565202435
-1	-3	-0.2799919234
-1	-2	-0.3839268544
-1	-1	-0.1467862148
-1	0	0.1989337576
-1	1	0.3809291444
-1	2	0.260826936
-1	3	-0.0873627609
-1	4	-0.4199878851
-1	5	-0.4695607304
0	-5	0.5249848564
0	-4	0.3149909139
0	-3	-0.1049969713
0	-2	-0.3698853657
0	-1	-0.3081868521
0	0	0.0
0	1	0.3081868521
0	2	0.3698853657
0	3	0.1049969713
0	4	-0.3149909139
0	5	-0.5249848564
1	-5	0.4695607304
1	-4	0.4199878851
1	-3	0.0873627609
1	-2	-0.260826936
1	-1	-0.3809291444
1	0	-0.1989337576
1	1	0.1467862148
1	2	0.3839268544
1	3	0.2799919234
1	4	-0.1565202435
1	5	-0.5533826278
2	-5	0.3968512492
2	-4	0.467621724
2	-3	0.2612394739
2	-2	-0.0860431231
2	-1	-0.3472872391
2	0	-0.3431933368
2	1	-0.0638991218
2	2	0.2903218972
2	3	0.3968512492
2	4	0.0418317947
2	5	-0.5454198727
3	-5	0.3161426212
3	-4	0.4617558534
3	-3	0.3891446661
3	-2	0.1151205104
3	-1	-0.2128704284
3	0	-0.3877270123
3	1	-0.2669618243
3	2	0.0997126281
3	3	0.4150729032
3	4	0.254765277
3	5	-0.4933508375
4	-5	0.2356387972
4	-4	0.4120770694
4	-3	0.454095765
4	-2	0.2998685588
4	-1	-0.0060925422
4	0	-0.3067520889
4	1	-0.3950768179
4	2	-0.1473769285
4	3	0.3023381597
4	4	0.4431011992
4	5	-0.3926196603
5	-5	0.1620138441
5	-4	0.3321732813
5	-3	0.4507010791
5	-2	0.4285488865
5	-1	0.2246310165
5	0	-0.1034766844
5	1	-0.3818873829
5	2	-0.3739302983
5	3	0.0473996153
5	4	0.5509603545
5	5	-0.2434923768
6	-5	0.1001106841
6	-4	0.2376091464
6	-3	0.3852669173
6	-2	0.4712087803
6	-1	0.4162798982
6	0	0.1799423542
6	1	-0.1806075778
6	2	-0.4598278456
6	3	-0.3156021912
6	4	0.4990108793
6	5	0.0
7	-5	0.0527629633
7	-4	0.1439776833
7	-3	0.2748664863
7	-2	0.4139929593
7	-1	0.4998398729
7	0	0.4515189444
7	1	0.2019254106
7	2	-0.2352359844
7	3	-0.6442202751
7	4	0.0
7	5	0.0
8	-5	0.0206953369
8	-4	0.0647866521
8	-3	0.1448673582
8	-2	0.2644903998
8	-1	0.4121785184
8	0	0.5529955115
8	1	0.6223759143
8	2	0.526003652
8	3	0.0
8	4	0.0
8	5	0.0
