#m_1	m_2	CGcoefficient
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	-0.2401922307
-5	1	-0.4160251472
-5	2	-0.5188745217
-5	3	-0.5188745217
-5	4	-0.4160251472
-5	5	-0.2401922307
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.4160251472
-4	0	0.4803844614
-4	1	0.3100868365
-4	2	0.0
-4	3	-0.3100868365
-4	4	-0.4803844614
-4	5	-0.4160251472
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	-0.5188745217
-3	-1	-0.3100868365
-3	0	0.0800640769
-3	1	0.358057437
-3	2	0.358057437
-3	3	0.0800640769
-3	4	-0.3100868365
-3	5	-0.5188745217
-2	-5	0.0
-2	-4	0.0
-2	-3	0.5188745217
-2	-2	0.0
-2	-1	-0.358057437
-2	0	-0.3202563076
-2	1	0.0
-2	2	0.3202563076
-2	3	0.358057437
-2	4	0.0
-2	5	-0.5188745217
-1	-5	0.0
-1	-4	-0.4160251472
-1	-3	0.3100868365
-1	-2	0.358057437
-1	-1	0.0
-1	0	-0.3202563076
-1	1	-0.3202563076
-1	2	0.0
-1	3	0.358057437
-1	4	0.3100868365
-1	5	-0.4160251472
0	-5	0.2401922307
0	-4	-0.4803844614
0	-3	-0.0800640769
0	-2	0.3202563076
0	-1	0.3202563076
0	0	0.0
0	1	-0.3202563076
0	2	-0.3202563076
0	3	0.0800640769
0	4	0.4803844614
0	5	-0.2401922307
1	-5	0.4160251472
1	-4	-0.3100868365
1	-3	-0.358057437
1	-2	0.0
1	-1	0.3202563076
1	0	0.3202563076
1	1	0.0
1	2	-0.358057437
1	3	-0.3100868365
1	4	0.4160251472
1	5	0.0
2	-5	0.5188745217
2	-4	0.0
2	-3	-0.358057437
2	-2	-0.3202563076
2	-1	0.0
2	0	0.3202563076
2	1	0.358057437
2	2	0.0
2	3	-0.5188745217
2	4	0.0
2	5	0.0
3	-5	0.5188745217
3	-4	0.3100868365
3	-3	-0.0800640769
3	-2	-0.358057437
3	-1	-0.358057437
3	0	-0.0800640769
3	1	0.3100868365
3	2	0.5188745217
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.4160251472
4	-4	0.4803844614
4	-3	0.3100868365
4	-2	0.0
4	-1	-0.3100868365
4	0	-0.4803844614
4	1	-0.4160251472
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
5	-5	0.2401922307
5	-4	0.4160251472
5	-3	0.5188745217
5	-2	0.5188745217
5	-1	0.4160251472
5	0	0.2401922307
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
