#m_1	m_2	CGcoefficient
-7	-5	0.0
-7	-4	0.0
-7	-3	0.0
-7	-2	0.0
-7	-1	0.0
-7	0	0.0
-7	1	0.0
-7	2	0.0
-7	3	0.0
-7	4	-0.4183300133
-7	5	-0.5400617249
-6	-5	0.0
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	0.0
-6	0	0.0
-6	1	0.0
-6	2	0.0
-6	3	0.474341649
-6	4	0.1825741858
-6	5	-0.4564354646
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	-0.4557327152
-5	3	0.0759554525
-5	4	0.396296962
-5	5	-0.3100868365
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.4019184762
-4	2	-0.2480694692
-4	3	-0.2401922307
-4	4	0.3922322703
-4	5	-0.1790287185
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	-0.3318732592
-3	1	0.3463092114
-3	2	0.0591312396
-3	3	-0.3763089045
-3	4	0.2901852153
-3	5	-0.0853485927
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.2570679211
-2	0	-0.383214231
-2	1	0.1106244197
-2	2	0.2896827298
-2	3	-0.3584640895
-2	4	0.1679438246
-2	5	-0.0295656198
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	-0.1851100599
-1	-1	0.3713203305
-1	0	-0.2473637225
-1	1	-0.1564465547
-1	2	0.3755338081
-1	3	-0.2512207955
-1	4	0.0687042919
-1	5	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.1211829802
0	-2	-0.3231546138
0	-1	0.3379631847
0	0	0.0
0	1	-0.3379631847
0	2	0.3231546138
0	3	-0.1211829802
0	4	0.0
0	5	0.0
1	-5	0.0
1	-4	-0.0687042919
1	-3	0.2512207955
1	-2	-0.3755338081
1	-1	0.1564465547
1	0	0.2473637225
1	1	-0.3713203305
1	2	0.1851100599
1	3	0.0
1	4	0.0
1	5	0.0
2	-5	0.0295656198
2	-4	-0.1679438246
2	-3	0.3584640895
2	-2	-0.2896827298
2	-1	-0.1106244197
2	0	0.383214231
2	1	-0.2570679211
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
3	-5	0.0853485927
3	-4	-0.2901852153
3	-3	0.3763089045
3	-2	-0.0591312396
3	-1	-0.3463092114
3	0	0.3318732592
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.1790287185
4	-4	-0.3922322703
4	-3	0.2401922307
4	-2	0.2480694692
4	-1	-0.4019184762
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
5	-5	0.3100868365
5	-4	-0.396296962
5	-3	-0.0759554525
5	-2	0.4557327152
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
6	-5	0.4564354646
6	-4	-0.1825741858
6	-3	-0.474341649
6	-2	0.0
6	-1	0.0
6	0	0.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
7	-5	0.5400617249
7	-4	0.4183300133
7	-3	0.0
7	-2	0.0
7	-1	0.0
7	0	0.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	0.0
