#m_1	m_2	CGcoefficient
-6	-8	0.0
-6	-7	0.0
-6	-6	0.0
-6	-5	-0.2908872369
-6	-4	-0.4472135955
-6	-3	-0.5345224838
-6	-2	-0.5606119106
-6	-1	-0.5380275868
-6	0	-0.4812265032
-6	1	-0.404311133
-6	2	-0.3196360159
-6	3	-0.2370484138
-6	4	-0.1635789462
-6	5	-0.1034564095
-6	6	-0.0583572854
-6	7	-0.0278207442
-6	8	-0.0097601627
-5	-8	0.0
-5	-7	0.0
-5	-6	0.5442001894
-5	-5	0.5370861555
-5	-4	0.3585685828
-5	-3	0.1195228609
-5	-2	-0.1113822923
-5	-1	-0.2946898459
-5	0	-0.4126483221
-5	1	-0.4631965928
-5	2	-0.4548500246
-5	3	-0.4023510078
-5	4	-0.323042535
-5	5	-0.2339496084
-5	6	-0.1495607604
-5	7	-0.0802992142
-5	8	-0.0316265419
-4	-8	0.0
-4	-7	-0.6354889093
-4	-6	-0.197890978
-4	-5	0.190823443
-4	-4	0.394771017
-4	-3	0.4150698498
-4	-2	0.3003757046
-4	-1	0.1119763354
-4	0	-0.0931060183
-4	1	-0.2704485438
-4	2	-0.3916420032
-4	3	-0.4445726571
-4	4	-0.4316123869
-4	5	-0.366409279
-4	6	-0.269792315
-4	7	-0.165198634
-4	8	-0.0738636884
-3	-8	0.4640954809
-3	-7	-0.3463092114
-3	-6	-0.4599331055
-3	-5	-0.2498750937
-3	-4	0.0413378458
-3	-3	0.2733928993
-3	-2	0.3828187548
-3	-1	0.3605980584
-3	0	0.2327650458
-3	1	0.0439884589
-3	2	-0.1558600286
-3	3	-0.3221513815
-3	4	-0.4229575491
-3	5	-0.4435191659
-3	6	-0.3877110797
-3	7	-0.2764548569
-3	8	-0.1427182049
-2	-8	0.5936729339
-2	-7	0.0458028612
-2	-6	-0.3238751378
-2	-5	-0.4127420015
-2	-4	-0.2875878421
-2	-3	-0.0581502216
-2	-2	0.1723988464
-2	-1	0.3291794847
-2	0	0.3732544513
-2	1	0.3009273592
-2	2	0.1377457998
-2	3	-0.070837083
-2	4	-0.2706993075
-2	5	-0.4109725526
-2	6	-0.4554927452
-2	7	-0.3924750634
-2	8	-0.2402305358
-1	-8	0.5793654595
-1	-7	0.3365809164
-1	-6	-0.023496372
-1	-5	-0.2912124122
-1	-4	-0.3880217703
-1	-3	-0.3187542597
-1	-2	-0.1368599655
-1	-1	0.0834622326
-1	0	0.2691576126
-1	1	0.3644411303
-1	2	0.3412195523
-1	3	0.2038342211
-1	4	-0.0118628052
-1	5	-0.2450841683
-1	6	-0.4222917693
-1	7	-0.4747972855
-1	8	-0.3603458037
0	-8	0.4847319207
0	-7	0.4726217996
0	-6	0.2568172454
0	-5	-0.0220709984
0	-4	-0.252652687
0	-3	-0.3672299914
0	-2	-0.3447976927
0	-1	-0.2055725223
0	0	0.0
0	1	0.2055725223
0	2	0.3447976927
0	3	0.3672299914
0	4	0.252652687
0	5	0.0220709984
0	6	-0.2568172454
0	7	-0.4726217996
0	8	-0.4847319207
1	-8	0.3603458037
1	-7	0.4747972855
1	-6	0.4222917693
1	-5	0.2450841683
1	-4	0.0118628052
1	-3	-0.2038342211
1	-2	-0.3412195523
1	-1	-0.3644411303
1	0	-0.2691576126
1	1	-0.0834622326
1	2	0.1368599655
1	3	0.3187542597
1	4	0.3880217703
1	5	0.2912124122
1	6	0.023496372
1	7	-0.3365809164
1	8	-0.5793654595
2	-8	0.2402305358
2	-7	0.3924750634
2	-6	0.4554927452
2	-5	0.4109725526
2	-4	0.2706993075
2	-3	0.070837083
2	-2	-0.1377457998
2	-1	-0.3009273592
2	0	-0.3732544513
2	1	-0.3291794847
2	2	-0.1723988464
2	3	0.0581502216
2	4	0.2875878421
2	5	0.4127420015
2	6	0.3238751378
2	7	-0.0458028612
2	8	-0.5936729339
3	-8	0.1427182049
3	-7	0.2764548569
3	-6	0.3877110797
3	-5	0.4435191659
3	-4	0.4229575491
3	-3	0.3221513815
3	-2	0.1558600286
3	-1	-0.0439884589
3	0	-0.2327650458
3	1	-0.3605980584
3	2	-0.3828187548
3	3	-0.2733928993
3	4	-0.0413378458
3	5	0.2498750937
3	6	0.4599331055
3	7	0.3463092114
3	8	-0.4640954809
4	-8	0.0738636884
4	-7	0.165198634
4	-6	0.269792315
4	-5	0.366409279
4	-4	0.4316123869
4	-3	0.4445726571
4	-2	0.3916420032
4	-1	0.2704485438
4	0	0.0931060183
4	1	-0.1119763354
4	2	-0.3003757046
4	3	-0.4150698498
4	4	-0.394771017
4	5	-0.190823443
4	6	0.197890978
4	7	0.6354889093
4	8	0.0
5	-8	0.0316265419
5	-7	0.0802992142
5	-6	0.1495607604
5	-5	0.2339496084
5	-4	0.323042535
5	-3	0.4023510078
5	-2	0.4548500246
5	-1	0.4631965928
5	0	0.4126483221
5	1	0.2946898459
5	2	0.1113822923
5	3	-0.1195228609
5	4	-0.3585685828
5	5	-0.5370861555
5	6	-0.5442001894
5	7	0.0
5	8	0.0
6	-8	0.0097601627
6	-7	0.0278207442
6	-6	0.0583572854
6	-5	0.1034564095
6	-4	0.1635789462
6	-3	0.2370484138
6	-2	0.3196360159
6	-1	0.404311133
6	0	0.4812265032
6	1	0.5380275868
6	2	0.5606119106
6	3	0.5345224838
6	4	0.4472135955
6	5	0.2908872369
6	6	0.0
6	7	0.0
6	8	0.0
