#m_1	m_2	CGcoefficient
-5	-4	1.0
-5	-3	0.6666666667
-5	-2	0.4277926319
-5	-1	0.261968416
-5	0	0.1512475355
-5	1	0.0808452083
-5	2	0.0388367819
-5	3	0.0158550498
-5	4	0.0047804774
-4	-4	0.7453559925
-4	-3	0.7231015261
-4	-2	0.5857791861
-4	-1	0.4277926319
-4	0	0.2858309752
-4	1	0.1736833686
-4	2	0.0937997396
-4	3	0.0427578896
-4	4	0.0143414322
-3	-4	0.5423261445
-3	-3	0.6642111642
-3	-2	0.6416889479
-3	-1	0.5423261445
-3	0	0.4119262773
-3	1	0.2813992188
-3	2	0.1696901137
-3	3	0.0860485929
-3	4	0.0320684172
-2	-4	0.3834824944
-2	-3	0.5601120336
-2	-2	0.6262242911
-2	-1	0.6016568376
-2	0	0.5137623327
-2	1	0.3918825312
-2	2	0.2628827937
-2	3	0.1481176744
-2	4	0.0614063438
-1	-4	0.261968416
-1	-3	0.4428074428
-1	-2	0.5627984377
-1	-1	0.60789179
-1	0	0.5796020801
-1	1	0.4918086735
-1	2	0.3665725419
-1	3	0.2297615001
-1	4	0.1063589075
0	-4	0.1714985851
0	-3	0.3295410218
0	-2	0.4708709558
0	-1	0.56789174
0	0	0.6023401505
0	1	0.56789174
0	2	0.4708709558
0	3	0.3295410218
0	4	0.1714985851
1	-4	0.1063589075
1	-3	0.2297615001
1	-2	0.3665725419
1	-1	0.4918086735
1	0	0.5796020801
1	1	0.60789179
1	2	0.5627984377
1	3	0.4428074428
1	4	0.261968416
2	-4	0.0614063438
2	-3	0.1481176744
2	-2	0.2628827937
2	-1	0.3918825312
2	0	0.5137623327
2	1	0.6016568376
2	2	0.6262242911
2	3	0.5601120336
2	4	0.3834824944
3	-4	0.0320684172
3	-3	0.0860485929
3	-2	0.1696901137
3	-1	0.2813992188
3	0	0.4119262773
3	1	0.5423261445
3	2	0.6416889479
3	3	0.6642111642
3	4	0.5423261445
4	-4	0.0143414322
4	-3	0.0427578896
4	-2	0.0937997396
4	-1	0.1736833686
4	0	0.2858309752
4	1	0.4277926319
4	2	0.5857791861
4	3	0.7231015261
4	4	0.7453559925
5	-4	0.0047804774
5	-3	0.0158550498
5	-2	0.0388367819
5	-1	0.0808452083
5	0	0.1512475355
5	1	0.261968416
5	2	0.4277926319
5	3	0.6666666667
5	4	1.0
