#m_1	m_2	CGcoefficient
-2	-6	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0373978796
-2	-1	0.083624201
-2	0	0.1448413649
-2	1	0.2212488394
-2	2	0.3128931094
-2	3	0.4197901574
-2	4	0.5419467628
-2	5	0.6793662205
-2	6	0.8320502943
-1	-6	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	-0.1121936388
-1	-2	-0.2115543541
-1	-1	-0.3128931094
-1	0	-0.4096732452
-1	1	-0.4947274449
-1	2	-0.5597202098
-1	3	-0.5936729339
-1	4	-0.5793654595
-1	5	-0.4803844614
-1	6	0.0
0	-6	0.0
0	-5	0.0
0	-4	0.250872603
0	-3	0.3886501654
0	-2	0.4847319207
0	-1	0.5419467628
0	0	0.560968194
0	1	0.5419467628
0	2	0.4847319207
0	3	0.3886501654
0	4	0.250872603
0	5	0.0
0	6	0.0
1	-6	0.0
1	-5	-0.4803844614
1	-4	-0.5793654595
1	-3	-0.5936729339
1	-2	-0.5597202098
1	-1	-0.4947274449
1	0	-0.4096732452
1	1	-0.3128931094
1	2	-0.2115543541
1	3	-0.1121936388
1	4	0.0
1	5	0.0
1	6	0.0
2	-6	0.8320502943
2	-5	0.6793662205
2	-4	0.5419467628
2	-3	0.4197901574
2	-2	0.3128931094
2	-1	0.2212488394
2	0	0.1448413649
2	1	0.083624201
2	2	0.0373978796
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
