#m_1	m_2	CGcoefficient
-5	-8	0.0
-5	-7	0.0
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0622090752
-5	-1	0.139103721
-5	0	0.231482584
-5	1	0.3273658098
-5	2	0.4129105709
-5	3	0.4743981284
-5	4	0.5000595344
-5	5	0.4818694247
-5	6	0.4173111631
-5	7	0.3110453761
-5	8	0.1759538358
-4	-8	0.0
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	-0.159818008
-4	-2	-0.2944270818
-4	-1	-0.3968349417
-4	0	-0.4392073225
-4	1	-0.4057703684
-4	2	-0.2954547536
-4	3	-0.12248907
-4	4	0.0845254886
-4	5	0.2850777961
-4	6	0.4309971159
-4	7	0.4729526515
-4	8	0.3690838796
-3	-8	0.0
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.2917864268
-3	-3	0.4228387041
-3	-2	0.4287117451
-3	-1	0.3172052885
-3	0	0.1248524211
-3	1	-0.0936393158
-3	2	-0.2771939325
-3	3	-0.3703721345
-3	4	-0.3354501335
-3	5	-0.1645897423
-3	6	0.107749279
-3	7	0.3914725712
-3	8	0.5219634283
-2	-8	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	-0.429497991
-2	-4	-0.4457111292
-2	-3	-0.2708335242
-2	-2	-0.0166686511
-2	-1	0.2132472543
-2	0	0.3423969998
-2	1	0.3329397895
-2	2	0.1907719754
-2	3	-0.0353595488
-2	4	-0.2609056594
-2	5	-0.3801037282
-2	6	-0.2917864268
-2	7	0.0532726693
-2	8	0.5432767608
-1	-8	0.0
-1	-7	0.0
-1	-6	0.5260254617
-1	-5	0.3037009419
-1	-4	-0.033038307
-1	-3	-0.2815049881
-1	-2	-0.3580687742
-1	-1	-0.2640930543
-1	0	-0.0583943729
-1	1	0.1692109877
-1	2	0.324079793
-1	3	0.3328219066
-1	4	0.1693442142
-1	5	-0.1191213099
-1	6	-0.3859971607
-1	7	-0.3593438005
-1	8	0.3841546816
0	-8	0.0
0	-7	-0.5260254617
0	-6	0.0
0	-5	0.3262271427
0	-4	0.3619165201
0	-3	0.1901823494
0	-2	-0.0588559957
0	-1	-0.2638538395
0	0	-0.3419224369
0	1	-0.2638538395
0	2	-0.0588559957
0	3	0.1901823494
0	4	0.3619165201
0	5	0.3262271427
0	6	0.0
0	7	-0.5260254617
0	8	0.0
1	-8	0.3841546816
1	-7	-0.3593438005
1	-6	-0.3859971607
1	-5	-0.1191213099
1	-4	0.1693442142
1	-3	0.3328219066
1	-2	0.324079793
1	-1	0.1692109877
1	0	-0.0583943729
1	1	-0.2640930543
1	2	-0.3580687742
1	3	-0.2815049881
1	4	-0.033038307
1	5	0.3037009419
1	6	0.5260254617
1	7	0.0
1	8	0.0
2	-8	0.5432767608
2	-7	0.0532726693
2	-6	-0.2917864268
2	-5	-0.3801037282
2	-4	-0.2609056594
2	-3	-0.0353595488
2	-2	0.1907719754
2	-1	0.3329397895
2	0	0.3423969998
2	1	0.2132472543
2	2	-0.0166686511
2	3	-0.2708335242
2	4	-0.4457111292
2	5	-0.429497991
2	6	0.0
2	7	0.0
2	8	0.0
3	-8	0.5219634283
3	-7	0.3914725712
3	-6	0.107749279
3	-5	-0.1645897423
3	-4	-0.3354501335
3	-3	-0.3703721345
3	-2	-0.2771939325
3	-1	-0.0936393158
3	0	0.1248524211
3	1	0.3172052885
3	2	0.4287117451
3	3	0.4228387041
3	4	0.2917864268
3	5	0.0
3	6	0.0
3	7	0.0
3	8	0.0
4	-8	0.3690838796
4	-7	0.4729526515
4	-6	0.4309971159
4	-5	0.2850777961
4	-4	0.0845254886
4	-3	-0.12248907
4	-2	-0.2954547536
4	-1	-0.4057703684
4	0	-0.4392073225
4	1	-0.3968349417
4	2	-0.2944270818
4	3	-0.159818008
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
4	8	0.0
5	-8	0.1759538358
5	-7	0.3110453761
5	-6	0.4173111631
5	-5	0.4818694247
5	-4	0.5000595344
5	-3	0.4743981284
5	-2	0.4129105709
5	-1	0.3273658098
5	0	0.231482584
5	1	0.139103721
5	2	0.0622090752
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	0.0
5	8	0.0
