#m_1	m_2	CGcoefficient
-2	-5	0.0
-2	-4	-0.5345224838
-2	-3	-0.6546536707
-2	-2	-0.6837634588
-2	-1	-0.6605782591
-2	0	-0.6030226892
-2	1	-0.5222329679
-2	2	-0.4264014327
-2	3	-0.3223291856
-2	4	-0.216224991
-2	5	-0.1139605765
-1	-5	0.8451542547
-1	-4	0.4629100499
-1	-3	0.1395726316
-1	-2	-0.1248375568
-1	-1	-0.3302891295
-1	0	-0.4767312946
-1	1	-0.5640760748
-1	2	-0.5921565255
-1	3	-0.5606119106
-1	4	-0.4684874806
-1	5	-0.312093892
0	-5	0.5976143047
0	-4	0.6446583712
0	-3	0.5617690055
0	-2	0.4077177532
0	-1	0.2132007164
0	0	0.0
0	1	-0.2132007164
0	2	-0.4077177532
0	3	-0.5617690055
0	4	-0.6446583712
0	5	-0.5976143047
1	-5	0.312093892
1	-4	0.4684874806
1	-3	0.5606119106
1	-2	0.5921565255
1	-1	0.5640760748
1	0	0.4767312946
1	1	0.3302891295
1	2	0.1248375568
1	3	-0.1395726316
1	4	-0.4629100499
1	5	-0.8451542547
2	-5	0.1139605765
2	-4	0.216224991
2	-3	0.3223291856
2	-2	0.4264014327
2	-1	0.5222329679
2	0	0.6030226892
2	1	0.6605782591
2	2	0.6837634588
2	3	0.6546536707
2	4	0.5345224838
2	5	0.0
