#m_1	m_2	CGcoefficient
-5	-6	1.0
-5	-5	0.7385489459
-5	-4	0.5345224838
-5	-3	0.377964473
-5	-2	0.2601329909
-5	-1	0.1734219939
-5	0	0.1112829768
-5	1	0.0681466276
-5	2	0.0393444738
-5	3	0.0210305058
-5	4	0.0101027282
-5	5	0.0041244215
-5	6	0.0012435599
-4	-6	0.6741998625
-4	-5	0.7207499702
-4	-4	0.6546536707
-4	-3	0.5484084971
-4	-2	0.4335549848
-4	-1	0.3258031956
-4	0	0.2327650458
-4	1	0.1573778951
-4	2	0.0997564482
-4	3	0.0583281286
-4	4	0.0305875287
-4	5	0.013622516
-4	6	0.0044837189
-3	-6	0.4413674148
-3	-5	0.5921565255
-3	-4	0.6371930929
-3	-3	0.6131393395
-3	-2	0.5463885694
-3	-1	0.457141475
-3	0	0.3605980584
-3	1	0.2676746393
-3	2	0.1855989687
-3	3	0.1184649892
-3	4	0.0677711612
-3	5	0.0329484704
-3	6	0.0118628052
-2	-6	0.2791452631
-2	-5	0.44368432
-2	-4	0.5484084971
-2	-3	0.5948325317
-2	-2	0.5901671065
-2	-1	0.5451730205
-2	0	0.4721336852
-2	1	0.3833715812
-2	2	0.2901787759
-2	3	0.2020545645
-2	4	0.1261830351
-2	5	0.0671061599
-2	6	0.0265260388
-1	-6	0.1694347484
-1	-5	0.3093441124
-1	-4	0.4309971159
-1	-3	0.5204784653
-1	-2	0.5701555923
-1	-1	0.5782433096
-1	0	0.5477877742
-1	1	0.4855619647
-1	2	0.4009395966
-1	3	0.3047609833
-1	4	0.2081913861
-1	5	0.1215575807
-1	6	0.0530520776
0	-6	0.0978231976
0	-5	0.2013184798
0	-4	0.3122870792
0	-3	0.4163827722
0	-2	0.5007733957
0	-1	0.5555582017
0	0	0.5745246645
0	1	0.5555582017
0	2	0.5007733957
0	3	0.4163827722
0	4	0.3122870792
0	5	0.2013184798
0	6	0.0978231976
1	-6	0.0530520776
1	-5	0.1215575807
1	-4	0.2081913861
1	-3	0.3047609833
1	-2	0.4009395966
1	-1	0.4855619647
1	0	0.5477877742
1	1	0.5782433096
1	2	0.5701555923
1	3	0.5204784653
1	4	0.4309971159
1	5	0.3093441124
1	6	0.1694347484
2	-6	0.0265260388
2	-5	0.0671061599
2	-4	0.1261830351
2	-3	0.2020545645
2	-2	0.2901787759
2	-1	0.3833715812
2	0	0.4721336852
2	1	0.5451730205
2	2	0.5901671065
2	3	0.5948325317
2	4	0.5484084971
2	5	0.44368432
2	6	0.2791452631
3	-6	0.0118628052
3	-5	0.0329484704
3	-4	0.0677711612
3	-3	0.1184649892
3	-2	0.1855989687
3	-1	0.2676746393
3	0	0.3605980584
3	1	0.457141475
3	2	0.5463885694
3	3	0.6131393395
3	4	0.6371930929
3	5	0.5921565255
3	6	0.4413674148
4	-6	0.0044837189
4	-5	0.013622516
4	-4	0.0305875287
4	-3	0.0583281286
4	-2	0.0997564482
4	-1	0.1573778951
4	0	0.2327650458
4	1	0.3258031956
4	2	0.4335549848
4	3	0.5484084971
4	4	0.6546536707
4	5	0.7207499702
4	6	0.6741998625
5	-6	0.0012435599
5	-5	0.0041244215
5	-4	0.0101027282
5	-3	0.0210305058
5	-2	0.0393444738
5	-1	0.0681466276
5	0	0.1112829768
5	1	0.1734219939
5	2	0.2601329909
5	3	0.377964473
5	4	0.5345224838
5	5	0.7385489459
5	6	1.0
