#m_1	m_2	CGcoefficient
-3	-3	1.0
-3	-2	0.7071067812
-3	-1	0.4767312946
-3	0	0.3015113446
-3	1	0.174077656
-3	2	0.087038828
-3	3	0.0328975847
-2	-3	0.7071067812
-2	-2	0.7385489459
-2	-1	0.6396021491
-2	0	0.4923659639
-2	1	0.3370999312
-2	2	0.1973855085
-2	3	0.087038828
-1	-3	0.4767312946
-1	-2	0.6396021491
-1	-1	0.6741998625
-1	0	0.6154574549
-1	1	0.4934637712
-1	2	0.3370999312
-1	3	0.174077656
0	-3	0.3015113446
0	-2	0.4923659639
0	-1	0.6154574549
0	0	0.657951695
0	1	0.6154574549
0	2	0.4923659639
0	3	0.3015113446
1	-3	0.174077656
1	-2	0.3370999312
1	-1	0.4934637712
1	0	0.6154574549
1	1	0.6741998625
1	2	0.6396021491
1	3	0.4767312946
2	-3	0.087038828
2	-2	0.1973855085
2	-1	0.3370999312
2	0	0.4923659639
2	1	0.6396021491
2	2	0.7385489459
2	3	0.7071067812
3	-3	0.0328975847
3	-2	0.087038828
3	-1	0.174077656
3	0	0.3015113446
3	1	0.4767312946
3	2	0.7071067812
3	3	1.0
