#m_1	m_2	CGcoefficient
-7	-1	1.0
-7	0	0.3535533906
-7	1	0.0912870929
-6	-1	0.9354143467
-6	0	0.4830458915
-6	1	0.158113883
-5	-1	0.8708233652
-5	0	0.5700877125
-5	1	0.2236067977
-4	-1	0.8062257748
-4	0	0.632455532
-4	1	0.2886751346
-3	-1	0.7416198487
-3	0	0.6770032004
-3	1	0.3535533906
-2	-1	0.6770032004
-2	0	0.7071067812
-2	1	0.4183300133
-1	-1	0.6123724357
-1	0	0.7245688373
-1	1	0.4830458915
0	-1	0.5477225575
0	0	0.7302967433
0	1	0.5477225575
1	-1	0.4830458915
1	0	0.7245688373
1	1	0.6123724357
2	-1	0.4183300133
2	0	0.7071067812
2	1	0.6770032004
3	-1	0.3535533906
3	0	0.6770032004
3	1	0.7416198487
4	-1	0.2886751346
4	0	0.632455532
4	1	0.8062257748
5	-1	0.2236067977
5	0	0.5700877125
5	1	0.8708233652
6	-1	0.158113883
6	0	0.4830458915
6	1	0.9354143467
7	-1	0.0912870929
7	0	0.3535533906
7	1	1.0
