#m_1	m_2	CGcoefficient
-5	-8	0.0
-5	-7	0.0
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0244004068
-5	1	0.065473162
-5	2	0.1291148166
-5	3	0.2141127008
-5	4	0.3134289004
-5	5	0.4126483221
-5	6	0.4882520792
-5	7	0.5053889162
-5	8	0.4126483221
-4	-8	0.0
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	-0.065473162
-4	0	-0.1512825222
-4	1	-0.2537642308
-4	2	-0.3500416741
-4	3	-0.4094618009
-4	4	-0.3981081721
-4	5	-0.2858911438
-4	6	-0.0583572854
-4	7	0.2609817141
-4	8	0.5536258195
-3	-8	0.0
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.1291148166
-3	-1	0.2537642308
-3	0	0.3562459394
-3	1	0.3972697966
-3	2	0.3474809837
-3	3	0.198229842
-3	4	-0.0280339331
-3	5	-0.2674266775
-3	6	-0.404311133
-3	7	-0.2609817141
-3	8	0.4126483221
-2	-8	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	-0.2141127008
-2	-2	-0.3500416741
-2	-1	-0.3972697966
-2	0	-0.3318455326
-2	1	-0.1643363323
-2	2	0.0597685462
-2	3	0.2659532411
-2	4	0.3633613024
-2	5	0.2674266775
-2	6	-0.0583572854
-2	7	-0.5053889162
-2	8	0.0
-1	-8	0.0
-1	-7	0.0
-1	-6	0.0
-1	-5	0.0
-1	-4	0.3134289004
-1	-3	0.4094618009
-1	-2	0.3474809837
-1	-1	0.1643363323
-1	0	-0.0683211391
-1	1	-0.2646066338
-1	2	-0.3464514082
-1	3	-0.2659532411
-1	4	-0.0280339331
-1	5	0.2858911438
-1	6	0.4882520792
-1	7	0.0
-1	8	0.0
0	-8	0.0
0	-7	0.0
0	-6	0.0
0	-5	-0.4126483221
0	-4	-0.3981081721
0	-3	-0.198229842
0	-2	0.0597685462
0	-1	0.2646066338
0	0	0.3416056953
0	1	0.2646066338
0	2	0.0597685462
0	3	-0.198229842
0	4	-0.3981081721
0	5	-0.4126483221
0	6	0.0
0	7	0.0
0	8	0.0
1	-8	0.0
1	-7	0.0
1	-6	0.4882520792
1	-5	0.2858911438
1	-4	-0.0280339331
1	-3	-0.2659532411
1	-2	-0.3464514082
1	-1	-0.2646066338
1	0	-0.0683211391
1	1	0.1643363323
1	2	0.3474809837
1	3	0.4094618009
1	4	0.3134289004
1	5	0.0
1	6	0.0
1	7	0.0
1	8	0.0
2	-8	0.0
2	-7	-0.5053889162
2	-6	-0.0583572854
2	-5	0.2674266775
2	-4	0.3633613024
2	-3	0.2659532411
2	-2	0.0597685462
2	-1	-0.1643363323
2	0	-0.3318455326
2	1	-0.3972697966
2	2	-0.3500416741
2	3	-0.2141127008
2	4	0.0
2	5	0.0
2	6	0.0
2	7	0.0
2	8	0.0
3	-8	0.4126483221
3	-7	-0.2609817141
3	-6	-0.404311133
3	-5	-0.2674266775
3	-4	-0.0280339331
3	-3	0.198229842
3	-2	0.3474809837
3	-1	0.3972697966
3	0	0.3562459394
3	1	0.2537642308
3	2	0.1291148166
3	3	0.0
3	4	0.0
3	5	0.0
3	6	0.0
3	7	0.0
3	8	0.0
4	-8	0.5536258195
4	-7	0.2609817141
4	-6	-0.0583572854
4	-5	-0.2858911438
4	-4	-0.3981081721
4	-3	-0.4094618009
4	-2	-0.3500416741
4	-1	-0.2537642308
4	0	-0.1512825222
4	1	-0.065473162
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
4	8	0.0
5	-8	0.4126483221
5	-7	0.5053889162
5	-6	0.4882520792
5	-5	0.4126483221
5	-4	0.3134289004
5	-3	0.2141127008
5	-2	0.1291148166
5	-1	0.065473162
5	0	0.0244004068
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	0.0
5	8	0.0
