#m_1	m_2	CGcoefficient
-2	-3	0.0
-2	-2	-0.632455532
-2	-1	-0.7071067812
-2	0	-0.6546536707
-2	1	-0.5345224838
-2	2	-0.377964473
-2	3	-0.2070196678
-1	-3	0.7745966692
-1	-2	0.2236067977
-1	-1	-0.1889822365
-1	0	-0.4629100499
-1	1	-0.5976143047
-1	2	-0.5916079783
-1	3	-0.4391550328
0	-3	0.6708203932
0	-2	0.5855400438
0	-1	0.3273268354
0	0	0.0
0	1	-0.3273268354
0	2	-0.5855400438
0	3	-0.6708203932
1	-3	0.4391550328
1	-2	0.5916079783
1	-1	0.5976143047
1	0	0.4629100499
1	1	0.1889822365
1	2	-0.2236067977
1	3	-0.7745966692
2	-3	0.2070196678
2	-2	0.377964473
2	-1	0.5345224838
2	0	0.6546536707
2	1	0.7071067812
2	2	0.632455532
2	3	0.0
