#m_1	m_2	CGcoefficient
-8	-4	0.0
-8	-3	0.0
-8	-2	0.0
-8	-1	-0.6030226892
-8	0	-0.6356417262
-8	1	-0.4875149494
-8	2	-0.298540717
-8	3	-0.1442088668
-8	4	-0.0487514949
-7	-4	0.0
-7	-3	0.0
-7	-2	0.6396021491
-7	-1	0.0710669055
-7	0	-0.3815407984
-7	1	-0.5277504137
-7	2	-0.4432265696
-7	3	-0.2671619732
-7	4	-0.1076403863
-6	-4	0.0
-6	-3	-0.4369314488
-6	-2	0.4403855061
-6	-1	0.3871832556
-6	0	-0.051708769
-6	1	-0.403029968
-6	2	-0.4945333961
-6	3	-0.3752004812
-6	4	-0.1801168169
-5	-4	0.1906925178
-5	-3	-0.5402954672
-5	-2	0.1427594947
-5	-1	0.4495987516
-5	0	0.2163133002
-5	1	-0.1965613483
-5	2	-0.4573133197
-5	3	-0.4520041855
-5	4	-0.260717963
-4	-4	0.3241149565
-4	-3	-0.5109612532
-4	-2	-0.1273618226
-4	-1	0.3487947161
-4	0	0.372877236
-4	1	0.0283220592
-4	2	-0.3467016299
-4	3	-0.4857444929
-4	4	-0.3429971703
-3	-4	0.4305615452
-3	-3	-0.3954960332
-3	-2	-0.3184045566
-3	-1	0.1614605795
-3	0	0.4087937126
-3	1	0.2234074158
-3	2	-0.1852396434
-3	3	-0.4696682183
-3	4	-0.4200840252
-2	-4	0.5048781643
-2	-3	-0.2304442995
-2	-2	-0.4122312949
-2	-1	-0.0495073771
-2	0	0.3381997708
-2	1	0.3547069121
-2	2	0.0
-2	3	-0.4021998333
-2	4	-0.4850712501
-1	-4	0.5453307445
-1	-3	-0.0460888599
-1	-2	-0.4100454303
-1	-1	-0.235007996
-1	0	0.1895988197
-1	1	0.4021998333
-1	2	0.1798692335
-1	3	-0.2869720216
-1	4	-0.5313689313
0	-4	0.5530663188
0	-3	0.1328422328
0	-2	-0.3253956867
0	-1	-0.3597384671
0	0	0.0
0	1	0.3597384671
0	2	0.3253956867
0	3	-0.1328422328
0	4	-0.5530663188
1	-4	0.5313689313
1	-3	0.2869720216
1	-2	-0.1798692335
1	-1	-0.4021998333
1	0	-0.1895988197
1	1	0.235007996
1	2	0.4100454303
1	3	0.0460888599
1	4	-0.5453307445
2	-4	0.4850712501
2	-3	0.4021998333
2	-2	0.0
2	-1	-0.3547069121
2	0	-0.3381997708
2	1	0.0495073771
2	2	0.4122312949
2	3	0.2304442995
2	4	-0.5048781643
3	-4	0.4200840252
3	-3	0.4696682183
3	-2	0.1852396434
3	-1	-0.2234074158
3	0	-0.4087937126
3	1	-0.1614605795
3	2	0.3184045566
3	3	0.3954960332
3	4	-0.4305615452
4	-4	0.3429971703
4	-3	0.4857444929
4	-2	0.3467016299
4	-1	-0.0283220592
4	0	-0.372877236
4	1	-0.3487947161
4	2	0.1273618226
4	3	0.5109612532
4	4	-0.3241149565
5	-4	0.260717963
5	-3	0.4520041855
5	-2	0.4573133197
5	-1	0.1965613483
5	0	-0.2163133002
5	1	-0.4495987516
5	2	-0.1427594947
5	3	0.5402954672
5	4	-0.1906925178
6	-4	0.1801168169
6	-3	0.3752004812
6	-2	0.4945333961
6	-1	0.403029968
6	0	0.051708769
6	1	-0.3871832556
6	2	-0.4403855061
6	3	0.4369314488
6	4	0.0
7	-4	0.1076403863
7	-3	0.2671619732
7	-2	0.4432265696
7	-1	0.5277504137
7	0	0.3815407984
7	1	-0.0710669055
7	2	-0.6396021491
7	3	0.0
7	4	0.0
8	-4	0.0487514949
8	-3	0.1442088668
8	-2	0.298540717
8	-1	0.4875149494
8	0	0.6356417262
8	1	0.6030226892
8	2	0.0
8	3	0.0
8	4	0.0
