#m_1	m_2	CGcoefficient
-8	-8	1.0
-8	-7	0.7071067812
-8	-6	0.4918693768
-8	-5	0.3360107525
-8	-4	0.2249706445
-8	-3	0.1472778582
-8	-2	0.0940052092
-8	-1	0.0582995559
-8	0	0.0349797335
-8	1	0.0201955586
-8	2	0.0111414309
-8	3	0.0058184225
-8	4	0.0028390995
-8	5	0.0012696839
-8	6	0.0005045212
-8	7	0.0001681737
-8	8	4.07881e-05
-7	-8	0.7071067812
-7	-7	0.7184212081
-7	-6	0.6221710168
-7	-5	0.4991650426
-7	-4	0.3802697947
-7	-3	0.2777097927
-7	-2	0.1951076319
-7	-1	0.1319168362
-7	0	0.0856824985
-7	1	0.0532662279
-7	2	0.0315127254
-7	3	0.017593256
-7	4	0.0091558207
-7	5	0.0043595616
-7	6	0.001842251
-7	7	0.00065261
-7	8	0.0001681737
-6	-8	0.4918693768
-6	-7	0.6221710168
-6	-6	0.6328071893
-6	-5	0.5776712869
-6	-4	0.490926194
-6	-3	0.3946246157
-6	-2	0.3022594436
-6	-1	0.2212312598
-6	0	0.1547244101
-6	1	0.1031496067
-6	2	0.0652375394
-6	3	0.0388448575
-6	4	0.0215236108
-6	5	0.010898904
-6	6	0.0048945748
-6	7	0.001842251
-6	8	0.0005045212
-5	-8	0.3360107525
-5	-7	0.4991650426
-5	-6	0.5776712869
-5	-5	0.5882716442
-5	-4	0.5502777357
-5	-3	0.482239246
-5	-2	0.3998516596
-5	-1	0.3151272538
-5	0	0.2363454404
-5	1	0.1684426024
-5	2	0.1136207472
-5	3	0.072031779
-5	4	0.0424451328
-5	5	0.0228413489
-5	6	0.010898904
-5	7	0.0043595616
-5	8	0.0012696839
-4	-8	0.2249706445
-4	-7	0.3802697947
-4	-6	0.490926194
-4	-5	0.5502777357
-4	-4	0.5611753825
-4	-3	0.5323777126
-4	-2	0.4753096869
-4	-1	0.4017100042
-4	0	0.3220845438
-4	1	0.2448219211
-4	2	0.1758273938
-4	3	0.1185428047
-4	4	0.0742343839
-4	5	0.0424451328
-4	6	0.0215236108
-4	7	0.0091558207
-4	8	0.0028390995
-3	-8	0.1472778582
-3	-7	0.2777097927
-3	-6	0.3946246157
-3	-5	0.482239246
-3	-4	0.5323777126
-3	-3	0.5438280057
-3	-2	0.5206756746
-3	-1	0.4704345868
-3	0	0.4022834663
-3	1	0.3255690706
-3	2	0.248657485
-3	3	0.1781625212
-3	4	0.1185428047
-3	5	0.072031779
-3	6	0.0388448575
-3	7	0.017593256
-3	8	0.0058184225
-2	-8	0.0940052092
-2	-7	0.1951076319
-2	-6	0.3022594436
-2	-5	0.3998516596
-2	-4	0.4753096869
-2	-3	0.5206756746
-2	-2	0.5329285433
-2	-1	0.5135427941
-2	0	0.4675629804
-2	1	0.4024141414
-2	2	0.326631289
-2	3	0.248657485
-2	4	0.1758273938
-2	5	0.1136207472
-2	6	0.0652375394
-2	7	0.0315127254
-2	8	0.0111414309
-1	-8	0.0582995559
-1	-7	0.1319168362
-1	-6	0.2212312598
-1	-5	0.3151272538
-1	-4	0.4017100042
-1	-3	0.4704345868
-1	-2	0.5135427941
-1	-1	0.5268837897
-1	0	0.5101530357
-1	1	0.4666161271
-1	2	0.4024141414
-1	3	0.3255690706
-1	4	0.2448219211
-1	5	0.1684426024
-1	6	0.1031496067
-1	7	0.0532662279
-1	8	0.0201955586
0	-8	0.0349797335
0	-7	0.0856824985
0	-6	0.1547244101
0	-5	0.2363454404
0	-4	0.3220845438
0	-3	0.4022834663
0	-2	0.4675629804
0	-1	0.5101530357
0	0	0.524943143
0	1	0.5101530357
0	2	0.4675629804
0	3	0.4022834663
0	4	0.3220845438
0	5	0.2363454404
0	6	0.1547244101
0	7	0.0856824985
0	8	0.0349797335
1	-8	0.0201955586
1	-7	0.0532662279
1	-6	0.1031496067
1	-5	0.1684426024
1	-4	0.2448219211
1	-3	0.3255690706
1	-2	0.4024141414
1	-1	0.4666161271
1	0	0.5101530357
1	1	0.5268837897
1	2	0.5135427941
1	3	0.4704345868
1	4	0.4017100042
1	5	0.3151272538
1	6	0.2212312598
1	7	0.1319168362
1	8	0.0582995559
2	-8	0.0111414309
2	-7	0.0315127254
2	-6	0.0652375394
2	-5	0.1136207472
2	-4	0.1758273938
2	-3	0.248657485
2	-2	0.326631289
2	-1	0.4024141414
2	0	0.4675629804
2	1	0.5135427941
2	2	0.5329285433
2	3	0.5206756746
2	4	0.4753096869
2	5	0.3998516596
2	6	0.3022594436
2	7	0.1951076319
2	8	0.0940052092
3	-8	0.0058184225
3	-7	0.017593256
3	-6	0.0388448575
3	-5	0.072031779
3	-4	0.1185428047
