#m_1	m_2	CGcoefficient
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.0
-4	2	0.0
-4	3	0.0778498944
-4	4	0.2335496832
-4	5	0.5222329679
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.0
-3	1	0.0
-3	2	-0.1348399725
-3	3	-0.3113995777
-3	4	-0.4670993665
-3	5	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.0
-2	0	0.0
-2	1	0.1906925178
-2	2	0.356753034
-2	3	0.4119429204
-2	4	0.0
-2	5	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.0
-1	-1	0.0
-1	0	-0.246182982
-1	1	-0.3813850357
-1	2	-0.356753034
-1	3	0.0
-1	4	0.0
-1	5	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.0
0	-2	0.0
0	-1	0.3015113446
0	0	0.3892494721
0	1	0.3015113446
0	2	0.0
0	3	0.0
0	4	0.0
0	5	0.0
1	-5	0.0
1	-4	0.0
1	-3	0.0
1	-2	-0.356753034
1	-1	-0.3813850357
1	0	-0.246182982
1	1	0.0
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
2	-5	0.0
2	-4	0.0
2	-3	0.4119429204
2	-2	0.356753034
2	-1	0.1906925178
2	0	0.0
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
3	-5	0.0
3	-4	-0.4670993665
3	-3	-0.3113995777
3	-2	-0.1348399725
3	-1	0.0
3	0	0.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.5222329679
4	-4	0.2335496832
4	-3	0.0778498944
4	-2	0.0
4	-1	0.0
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
