#m_1	m_2	CGcoefficient
-1	-8	0.0
-1	-7	-0.3333333333
-1	-6	-0.4564354646
-1	-5	-0.5400617249
-1	-4	-0.6009252126
-1	-3	-0.6454972244
-1	-2	-0.6770032004
-1	-1	-0.6972166888
-1	0	-0.7071067812
-1	1	-0.7071067812
-1	2	-0.6972166888
-1	3	-0.6770032004
-1	4	-0.6454972244
-1	5	-0.6009252126
-1	6	-0.5400617249
-1	7	-0.4564354646
-1	8	-0.3333333333
0	-8	0.9428090416
0	-7	0.8249579114
0	-6	0.7071067812
0	-5	0.589255651
0	-4	0.4714045208
0	-3	0.3535533906
0	-2	0.2357022604
0	-1	0.1178511302
0	0	0.0
0	1	-0.1178511302
0	2	-0.2357022604
0	3	-0.3535533906
0	4	-0.4714045208
0	5	-0.589255651
0	6	-0.7071067812
0	7	-0.8249579114
0	8	-0.9428090416
1	-8	0.3333333333
1	-7	0.4564354646
1	-6	0.5400617249
1	-5	0.6009252126
1	-4	0.6454972244
1	-3	0.6770032004
1	-2	0.6972166888
1	-1	0.7071067812
1	0	0.7071067812
1	1	0.6972166888
1	2	0.6770032004
1	3	0.6454972244
1	4	0.6009252126
1	5	0.5400617249
1	6	0.4564354646
1	7	0.3333333333
1	8	0.0
