#m_1	m_2	CGcoefficient
-3	-5	0.0
-3	-4	0.0
-3	-3	0.377964473
-3	-2	0.5345224838
-3	-1	0.6030226892
-3	0	0.6030226892
-3	1	0.5504818826
-3	2	0.4605661865
-3	3	0.3481553119
-3	4	0.2279211529
-3	5	0.1139605765
-2	-5	0.0
-2	-4	-0.6546536707
-2	-3	-0.5345224838
-2	-2	-0.2791452631
-2	-1	0.0
-2	0	0.246182982
-2	1	0.4264014327
-2	2	0.5222329679
-2	3	0.526361356
-2	4	0.4413674148
-2	5	0.2791452631
-1	-5	0.6546536707
-1	-4	0.0
-1	-3	-0.3603749851
-1	-2	-0.4834937784
-1	-1	-0.4264014327
-1	0	-0.246182982
-1	1	0.0
-1	2	0.2548235957
-1	3	0.4605661865
-1	4	0.5582905262
-1	5	0.4834937784
0	-5	0.6546536707
0	-4	0.4413674148
0	-3	0.1139605765
0	-2	-0.1860968421
0	-1	-0.3892494721
0	0	-0.4605661865
0	1	-0.3892494721
0	2	-0.1860968421
0	3	0.1139605765
0	4	0.4413674148
0	5	0.6546536707
1	-5	0.4834937784
1	-4	0.5582905262
1	-3	0.4605661865
1	-2	0.2548235957
1	-1	0.0
1	0	-0.246182982
1	1	-0.4264014327
1	2	-0.4834937784
1	3	-0.3603749851
1	4	0.0
1	5	0.6546536707
2	-5	0.2791452631
2	-4	0.4413674148
2	-3	0.526361356
2	-2	0.5222329679
2	-1	0.4264014327
2	0	0.246182982
2	1	0.0
2	2	-0.2791452631
2	3	-0.5345224838
2	4	-0.6546536707
2	5	0.0
3	-5	0.1139605765
3	-4	0.2279211529
3	-3	0.3481553119
3	-2	0.4605661865
3	-1	0.5504818826
3	0	0.6030226892
3	1	0.6030226892
3	2	0.5345224838
3	3	0.377964473
3	4	0.0
3	5	0.0
