#m_1	m_2	CGcoefficient
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	0.0
-5	3	0.0
-5	4	-0.2132007164
-5	5	-0.4767312946
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.0
-4	2	0.0
-4	3	0.2860387768
-4	4	0.3813850357
-4	5	-0.2132007164
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.0
-3	1	0.0
-3	2	-0.3302891295
-3	3	-0.2860387768
-3	4	0.2860387768
-3	5	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.0
-2	0	0.0
-2	1	0.356753034
-2	2	0.1906925178
-2	3	-0.3302891295
-2	4	0.0
-2	5	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.0
-1	-1	0.0
-1	0	-0.3692744729
-1	1	-0.0953462589
-1	2	0.356753034
-1	3	0.0
-1	4	0.0
-1	5	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.0
0	-2	0.0
0	-1	0.3692744729
0	0	0.0
0	1	-0.3692744729
0	2	0.0
0	3	0.0
0	4	0.0
0	5	0.0
1	-5	0.0
1	-4	0.0
1	-3	0.0
1	-2	-0.356753034
1	-1	0.0953462589
1	0	0.3692744729
1	1	0.0
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
2	-5	0.0
2	-4	0.0
2	-3	0.3302891295
2	-2	-0.1906925178
2	-1	-0.356753034
2	0	0.0
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
3	-5	0.0
3	-4	-0.2860387768
3	-3	0.2860387768
3	-2	0.3302891295
3	-1	0.0
3	0	0.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.2132007164
4	-4	-0.3813850357
4	-3	-0.2860387768
4	-2	0.0
4	-1	0.0
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
5	-5	0.4767312946
5	-4	0.2132007164
5	-3	0.0
5	-2	0.0
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
