#m_1	m_2	CGcoefficient
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.2048366226
-5	2	0.383214231
-5	3	0.501745206
-5	4	0.501745206
-5	5	0.3547874376
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	-0.3547874376
-4	1	-0.4580286124
-4	2	-0.3238751378
-4	3	0.0
-4	4	0.3547874376
-4	5	0.501745206
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.4580286124
-3	0	0.3547874376
-3	1	0.0
-3	2	-0.3238751378
-3	3	-0.3547874376
-3	4	0.0
-3	5	0.501745206
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	-0.4947274449
-2	-1	-0.1322214713
-2	0	0.2709733814
-2	1	0.3498251311
-2	2	0.0591312396
-2	3	-0.3238751378
-2	4	-0.3238751378
-2	5	0.383214231
-1	-5	0.0
-1	-4	0.0
-1	-3	0.4580286124
-1	-2	-0.1322214713
-1	-1	-0.373978796
-1	0	-0.1448413649
-1	1	0.2365249584
-1	2	0.3498251311
-1	3	0.0
-1	4	-0.4580286124
-1	5	0.2048366226
0	-5	0.0
0	-4	-0.3547874376
0	-3	0.3547874376
0	-2	0.2709733814
0	-1	-0.1448413649
0	0	-0.3547874376
0	1	-0.1448413649
0	2	0.2709733814
0	3	0.3547874376
0	4	-0.3547874376
0	5	0.0
1	-5	0.2048366226
1	-4	-0.4580286124
1	-3	0.0
1	-2	0.3498251311
1	-1	0.2365249584
1	0	-0.1448413649
1	1	-0.373978796
1	2	-0.1322214713
1	3	0.4580286124
1	4	0.0
1	5	0.0
2	-5	0.383214231
2	-4	-0.3238751378
2	-3	-0.3238751378
2	-2	0.0591312396
2	-1	0.3498251311
2	0	0.2709733814
2	1	-0.1322214713
2	2	-0.4947274449
2	3	0.0
2	4	0.0
2	5	0.0
3	-5	0.501745206
3	-4	0.0
3	-3	-0.3547874376
3	-2	-0.3238751378
3	-1	0.0
3	0	0.3547874376
3	1	0.4580286124
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.501745206
4	-4	0.3547874376
4	-3	0.0
4	-2	-0.3238751378
4	-1	-0.4580286124
4	0	-0.3547874376
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
5	-5	0.3547874376
5	-4	0.501745206
5	-3	0.501745206
5	-2	0.383214231
5	-1	0.2048366226
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
