#m_1	m_2	CGcoefficient
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	-0.6831300511
-4	2	-0.557773351
-3	-2	0.0
-3	-1	0.0
-3	0	0.5916079783
-3	1	-0.1972026594
-3	2	-0.6236095645
-2	-2	0.0
-2	-1	-0.3872983346
-2	0	0.5163977795
-2	1	0.1666666667
-2	2	-0.5773502692
-1	-2	0.1825741858
-1	-1	-0.5217491947
-1	0	0.2886751346
-1	1	0.4082482905
-1	2	-0.4714045208
0	-2	0.3333333333
0	-1	-0.5270462767
0	0	0.0
0	1	0.5270462767
0	2	-0.3333333333
1	-2	0.4714045208
1	-1	-0.4082482905
1	0	-0.2886751346
1	1	0.5217491947
1	2	-0.1825741858
2	-2	0.5773502692
2	-1	-0.1666666667
2	0	-0.5163977795
2	1	0.3872983346
2	2	0.0
3	-2	0.6236095645
3	-1	0.1972026594
3	0	-0.5916079783
3	1	0.0
3	2	0.0
4	-2	0.557773351
4	-1	0.6831300511
4	0	0.0
4	1	0.0
4	2	0.0
