#m_1	m_2	CGcoefficient
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	0.0
-5	3	0.186989398
-5	4	0.396664414
-5	5	0.5120915565
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.0
-4	2	-0.2896827298
-4	3	-0.4139186772
-4	4	-0.2048366226
-4	5	0.396664414
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.0
-3	1	0.3612978419
-3	2	0.341394371
-3	3	-0.0341394371
-3	4	-0.4139186772
-3	5	0.186989398
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.0
-2	0	-0.4039432673
-2	1	-0.2212488394
-2	2	0.2048366226
-2	3	0.341394371
-2	4	-0.2896827298
-2	5	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.0
-1	-1	0.418121005
-1	0	0.0763381021
-1	1	-0.3072549339
-1	2	-0.2212488394
-1	3	0.3612978419
-1	4	0.0
-1	5	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.0
0	-2	-0.4039432673
0	-1	0.0763381021
0	0	0.341394371
0	1	0.0763381021
0	2	-0.4039432673
0	3	0.0
0	4	0.0
0	5	0.0
1	-5	0.0
1	-4	0.0
1	-3	0.3612978419
1	-2	-0.2212488394
1	-1	-0.3072549339
1	0	0.0763381021
1	1	0.418121005
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
2	-5	0.0
2	-4	-0.2896827298
2	-3	0.341394371
2	-2	0.2048366226
2	-1	-0.2212488394
2	0	-0.4039432673
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
3	-5	0.186989398
3	-4	-0.4139186772
3	-3	-0.0341394371
3	-2	0.341394371
3	-1	0.3612978419
3	0	0.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.396664414
4	-4	-0.2048366226
4	-3	-0.4139186772
4	-2	-0.2896827298
4	-1	0.0
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
5	-5	0.5120915565
5	-4	0.396664414
5	-3	0.186989398
5	-2	0.0
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
