2 1.075 1.075   0     0
4 1.179 1.075   0.197   0.025 
9 1.249 1.075   0.247   0.023
12  1.286 1.075 0.292   0.023
16  1.355 1.075 
27  1.380 1.075 0.325   0.034
40  1.455 1.075 0.350   0.047
48  1.452 1.075
56  1.461 1.075 0.388   0.032
108 1.518 1.075 0.496   0.051
197 1.556 1.075 0.409   0.040
208 1.553 1.075
