# mass number (A) = 48
# number of protons (Z) = 20
#relative orbital quantum number l = 0
# k (1/fm)	total two_body (fm^3)
0.0	0.516141963357
0.02	0.515750525226
0.04	0.514583089404
0.06	0.512660010584
0.08	0.51001429143
0.1	0.506690251107
0.12	0.50274176058
0.14	0.49823013685
0.16	0.493221804857
0.18	0.487785845941
0.2	0.481991554949
0.22	0.47590612421
0.24	0.469592562118
0.26	0.463107937628
0.28	0.456502020816
0.3	0.449816365089
0.32	0.443083850331
0.34	0.436328679802
0.36	0.429566798652
0.38	0.422806679871
0.4	0.416050405692
0.42	0.409294959731
0.44	0.402533638132
0.46	0.395757486839
0.48	0.388956676655
0.5	0.382121737444
0.52	0.375244586816
0.54	0.368319305824
0.56	0.361342633412
0.58	0.354314171189
0.6	0.347236309365
0.62	0.340113902165
0.64	0.332953735695
0.66	0.325763842361
0.68	0.318552723004
0.7	0.311328540641
0.72	0.304098348285
0.74	0.296867407935
0.76	0.289638649164
0.78	0.282412304457
0.8	0.275185745409
0.82	0.267953530029
0.84	0.26070765763
0.86	0.253438014842
0.88	0.246132985094
0.9	0.238780184837
0.92	0.231367283422
0.94	0.223882859957
0.96	0.216317249822
0.98	0.208663335553
1.0	0.200917241308
1.02	0.193078896638
1.04	0.185152443291
1.06	0.177146467752
1.08	0.169074051609
1.1	0.160952641016
1.12	0.152803745111
1.14	0.144652480784
1.16	0.136526987325
1.18	0.128457739079
1.2	0.120476787118
1.22	0.112616962153
1.24	0.104911070505
1.26	0.0973911131292
1.28	0.0900875546325
1.3	0.0830286652162
1.32	0.0762399538359
1.34	0.0697437058144
1.36	0.0635586330221
1.38	0.0576996397586
1.4	0.0521777028552
1.42	0.0469998604492
1.44	0.0421693004672
1.46	0.0376855371824
1.48	0.0335446623024
1.5	0.0297396559011
1.52	0.026260742068
1.54	0.0230957743571
1.56	0.0202306368667
1.58	0.0176496479786
1.6	0.0153359553065
1.62	0.0132719121528
1.64	0.0114394276347
1.66	0.00982028452906
1.68	0.00839642071697
1.7	0.00715017181846
1.72	0.00606447414873
1.74	0.00512302846037
1.76	0.00431042604737
1.78	0.00361223966568
1.8	0.00301508237794
1.82	0.00250663786974
1.84	0.00207566603103
1.86	0.00171198767402
1.88	0.00140645219467
1.9	0.00115089180747
1.92	0.000938065718846
1.94	0.000761597280558
1.96	0.000615906802558
1.98	0.000496142326225
2.0	0.000398110280373
2.02	0.000318207577128
2.04	0.000253356363395
2.06	0.000200942333068
2.08	0.000158757230031
2.1	0.00012494593447
2.12	9.7958325267e-05
2.14	7.6505948171e-05
2.16	5.95233904387e-05
2.18	4.61341647694e-05
2.2	3.56208348707e-05
2.22	2.73990681223e-05
2.24	2.0995273711e-05
2.26	1.60274736239e-05
2.28	1.21890556056e-05
2.3	9.2350685514e-06
2.32	6.97073914067e-06
2.34	5.24191154094e-06
2.36	3.92713784081e-06
2.38	2.93117397771e-06
2.4	2.1796631339e-06
2.42	1.61481498997e-06
2.44	1.19191421888e-06
2.46	8.76514756665e-07
2.48	6.42197453143e-07
2.5	4.68787581718e-07
2.52	3.40945367973e-07
2.54	2.47057257683e-07
2.56	1.7836821294e-07
2.58	1.28306061313e-07
2.6	9.19580062108e-08
2.62	6.56670223087e-08
2.64	4.67221906854e-08
2.66	3.31222486436e-08
2.68	2.33959005356e-08
2.7	1.64659050533e-08
2.72	1.15467519822e-08
2.74	8.06798191572e-09
2.76	5.61698489131e-09
2.78	3.89652283699e-09
2.8	2.69332742589e-09
2.82	1.85498893432e-09
2.84	1.2730222047e-09
2.86	8.70513126009e-10
2.88	5.93145886122e-10
2.9	4.02713974497e-10
2.92	2.72447573658e-10
2.94	1.83663267413e-10
2.96	1.23372055279e-10
2.98	8.2578768925e-11
3.0	5.50781143903e-11
3.02	3.66058662573e-11
3.04	2.42429327152e-11
3.06	1.59986858492e-11
3.08	1.05208290747e-11
3.1	6.89420035595e-12
3.12	4.50181732711e-12
3.14	2.92929823424e-12
3.16	1.8993839189e-12
3.18	1.22726128039e-12
3.2	7.90201869645e-13
3.22	5.07011051251e-13
3.24	3.24172919517e-13
3.26	2.06546351484e-13
3.28	1.31141860818e-13
3.3	8.29754618362e-14
3.32	5.23171427548e-14
3.34	3.28719762677e-14
3.36	2.05824231409e-14
3.38	1.28427340573e-14
3.4	7.98564799187e-15
3.42	4.94829845525e-15
3.44	3.05559649321e-15
3.46	1.88032029977e-15
3.48	1.15309392002e-15
3.5	7.04686296425e-16
3.52	4.29167204366e-16
3.54	2.60470189714e-16
3.56	1.57540255677e-16
3.58	9.49572851084e-17
3.6	5.70386767436e-17
3.62	3.41441393313e-17
3.64	2.03689960476e-17
3.66	1.21096317284e-17
3.68	7.17465828254e-18
3.7	4.23624997059e-18
3.72	2.49271766598e-18
3.74	1.46176253309e-18
3.76	8.5426740079e-19
3.78	4.97536733472e-19
3.8	2.88783115378e-19
3.82	1.67045499799e-19
3.84	9.62975175189e-20
3.86	5.53240173254e-20
3.88	3.16760920059e-20
3.9	1.80746419576e-20
3.92	1.02784817157e-20
3.94	5.82519292626e-21
3.96	3.29014207149e-21
3.98	1.85200809509e-21
4.0	1.03895296489e-21
