# mass number (A) = 27
# number of protons (Z) = 13
#relative orbital quantum number l = 1
# k (1/fm)	total two_body (fm^3)
0.0	1.98204796202
0.02	1.98093945209
0.04	1.97761963358
0.06	1.9721055471
0.08	1.96442528469
0.1	1.95461753307
0.12	1.94273094758
0.14	1.92882336992
0.16	1.91296090653
0.18	1.89521688774
0.2	1.87567073076
0.22	1.85440673235
0.24	1.8315128194
0.26	1.80707928689
0.28	1.78119755398
0.3	1.75395896909
0.32	1.72545369391
0.34	1.69576969506
0.36	1.6649918691
0.38	1.63320132371
0.4	1.60047483293
0.42	1.56688447979
0.44	1.5324974936
0.46	1.49737628326
0.48	1.46157866144
0.5	1.42515824822
0.52	1.38816503658
0.54	1.3506460965
0.56	1.31264638972
0.58	1.2742096629
0.6	1.23537938449
0.62	1.19619968862
0.64	1.15671628932
0.66	1.11697732935
0.68	1.07703413024
0.7	1.03694181376
0.72	0.996759769786
0.74	0.956551951034
0.76	0.916386981255
0.78	0.876338070342
0.8	0.836482736389
0.82	0.796902341518
0.84	0.757681454563
0.86	0.718907059406
0.88	0.68066763266
0.9	0.643052118318
0.92	0.606148829852
0.94	0.570044311944
0.96	0.534822194564
0.98	0.50056207151
1.0	0.46733843387
1.02	0.435219686231
1.04	0.404267270046
1.06	0.374534914503
1.08	0.3460680307
1.1	0.318903260152
1.12	0.293068183763
1.14	0.26858119261
1.16	0.245451517343
1.18	0.223679408886
1.2	0.203256459453
1.22	0.184166049878
1.24	0.166383906828
1.26	0.149878751772
1.28	0.134613022502
1.3	0.120543647623
1.32	0.107622854606
1.34	0.0957989927745
1.36	0.08501735377
1.38	0.0752209736636
1.4	0.066351402733
1.42	0.0583494310239
1.44	0.0511557600038
1.46	0.0447116128409
1.48	0.0389592780349
1.5	0.0338425832088
1.52	0.0293072978035
1.54	0.0253014651565
1.56	0.0217756659605
1.58	0.0186832163776
1.6	0.0159803051111
1.62	0.0136260745302
1.64	0.0115826514902
1.66	0.00981513382813
1.68	0.0082915386542
1.7	0.00698271851964
1.72	0.00586225136547
1.74	0.00490630985311
1.76	0.00409351528533
1.78	0.00340478086456
1.8	0.00282314853062
1.82	0.00233362309147
1.84	0.00192300682802
1.86	0.00157973723161
1.88	0.0012937300342
1.9	0.00105622922519
1.92	0.000859665322496
1.94	0.000697522783904
1.96	0.000564217109352
1.98	0.000454981896811
2.0	0.000365765872787
2.02	0.000293139720659
2.04	0.000234212373308
2.06	0.000186556317017
2.08	0.000148141367264
2.1	0.000117276319678
2.12	9.25578467239e-05
2.14	7.28259985476e-05
2.16	5.71256710611e-05
2.18	4.46734220763e-05
2.2	3.48290440631e-05
2.22	2.70713370275e-05
2.24	2.09775647023e-05
2.26	1.62061196887e-05
2.28	1.24819667254e-05
2.3	9.5844765685e-06
2.32	7.33730501276e-06
2.34	5.60001162746e-06
2.36	4.26115027802e-06
2.38	3.23259812814e-06
2.4	2.44492138434e-06
2.42	1.84360450312e-06
2.44	1.38599497538e-06
2.46	1.03883825033e-06
2.48	7.76297031846e-07
2.5	5.78366277642e-07
2.52	4.29609978221e-07
2.54	3.18158419875e-07
2.56	2.34915373978e-07
2.58	1.72933725747e-07
2.6	1.26925670147e-07
2.62	9.28799553383e-08
2.64	6.77639231454e-08
2.66	4.92924411907e-08
2.68	3.57493849276e-08
2.7	2.58502345894e-08
2.72	1.86367106897e-08
2.74	1.33962757367e-08
2.76	9.60085916384e-09
2.78	6.86038485185e-09
2.8	4.88765292367e-09
2.82	3.47189724832e-09
2.84	2.45894665521e-09
2.86	1.7363936508e-09
2.88	1.2225459635e-09
2.9	8.58225078919e-10
2.92	6.00699492317e-10
2.94	4.19212702875e-10
2.96	2.91698195693e-10
2.98	2.02374697337e-10
3.0	1.39991881571e-10
3.02	9.6554974577e-11
3.04	6.64006918543e-11
3.06	4.55300023865e-11
3.08	3.11279713192e-11
3.1	2.12193943463e-11
3.12	1.44226513605e-11
3.14	9.7743548949e-12
3.16	6.6048489249e-12
3.18	4.45010601228e-12
3.2	2.98958837512e-12
3.22	2.00256619256e-12
3.24	1.33751195421e-12
3.26	8.90727015674e-13
3.28	5.91464356818e-13
3.3	3.91606924406e-13
3.32	2.58529911082e-13
3.34	1.70180850447e-13
3.36	1.11699399585e-13
3.38	7.31024666487e-14
3.4	4.77040272792e-14
3.42	3.10399237495e-14
3.44	2.0138614631e-14
3.46	1.3028146358e-14
3.48	8.40389263137e-15
3.5	5.40535122401e-15
3.52	3.46667889615e-15
3.54	2.21692141646e-15
3.56	1.41362645745e-15
3.58	8.9880898485e-16
3.6	5.69835106134e-16
3.62	3.60230704056e-16
3.64	2.27071508674e-16
3.66	1.4272354123e-16
3.68	8.94499858462e-17
3.7	5.5900703634e-17
3.72	3.4834312081e-17
3.74	2.16446611109e-17
3.76	1.34106103918e-17
3.78	8.28516401342e-18
3.8	5.10398140667e-18
3.82	3.135256359e-18
3.84	1.92040848153e-18
3.86	1.17292794707e-18
3.88	7.14342983457e-19
3.9	4.33810964626e-19
3.92	2.62695790416e-19
3.94	1.58622612289e-19
3.96	9.55073992463e-20
3.98	5.73415477986e-20
4.0	3.43291304722e-20
4.02	2.04935745304e-20
4.04	1.21992930269e-20
4.06	7.24126022463e-21
4.08	4.28604466371e-21
4.1	2.5296636036e-21
4.12	1.4887880844e-21
4.14	8.73710414315e-22
4.16	5.11289806958e-22
4.18	2.98354246525e-22
4.2	1.73605406284e-22
4.22	1.00730423846e-22
4.24	5.82807224226e-23
4.26	3.36245507624e-23
4.28	1.93444238149e-23
4.3	1.10974523542e-23
4.32	6.34832856847e-24
4.34	3.62130036901e-24
4.36	2.05986695473e-24
4.38	1.16837883128e-24
4.4	6.60843298859e-25
4.42	3.72721127641e-25
4.44	2.09623827521e-25
4.46	1.1756249521e-25
4.48	6.57459268375e-26
4.5	3.6664115074e-26
4.52	2.03885455763e-26
4.54	1.13058794457e-26
4.56	6.25166784772e-27
4.58	3.44715852085e-27
4.6	1.89539965335e-27
4.62	1.03923767913e-27
4.64	5.68203464636e-28
4.66	3.09790525973e-28
4.68	1.68425559785e-28
4.7	9.13111531674e-29
4.72	4.93646383759e-29
4.74	2.6612442526e-29
4.76	1.43064042782e-29
4.78	7.66926179478e-30
4.8	4.0997207277e-30
4.82	2.18541012386e-30
4.84	1.16168910187e-30
4.86	6.15779866444e-31
4.88	3.25491742141e-31
4.9	1.7156697546e-31
4.92	9.01793194918e-32
4.94	4.72672193827e-32
4.96	2.47054801334e-32
4.98	1.28767713231e-32
5.0	6.69270068921e-33
