# mass number (A) = 40
# number of protons (Z) = 20
# P (GeV)	cm two_body (GeV^-3)
0.0	4.93834323823
0.02	4.93548940915
0.04	4.92693464269
0.06	4.91269912846
0.08	4.89281660599
0.1	4.86733449838
0.12	4.8363140953
0.14	4.79983078039
0.16	4.75797429532
0.18	4.71084902907
0.2	4.65857431731
0.22	4.6012847319
0.24	4.53913033647
0.26	4.47227687976
0.28	4.40090589526
0.3	4.32521467374
0.32	4.24541607494
0.34	4.16173814662
0.36	4.07442352259
0.38	3.98372857797
0.4	3.8899223274
0.42	3.79328506212
0.44	3.69410673267
0.46	3.59268509557
0.48	3.48932365428
0.5	3.38432943523
0.52	3.27801064956
0.54	3.17067429842
0.56	3.06262378449
0.58	2.95415659419
0.6	2.84556211385
0.62	2.73711963826
0.64	2.62909662303
0.66	2.52174722163
0.68	2.41531113645
0.7	2.31001279946
0.72	2.20606088416
0.74	2.10364813694
0.76	2.00295150286
0.78	1.90413250965
0.8	1.80733786512
0.82	1.71270021619
0.84	1.62033901481
0.86	1.53036143516
0.88	1.44286328922
0.9	1.3579298924
0.92	1.27563683857
0.94	1.19605065246
0.96	1.11922929766
0.98	1.04522252901
1.0	0.974072088766
1.02	0.905811755807
1.04	0.840467265863
1.06	0.778056128117
1.08	0.718587368757
1.1	0.66206123556
1.12	0.608468898885
1.14	0.557792183831
1.16	0.510003365883
1.18	0.465065058351
1.2	0.422930214705
1.22	0.383542262772
1.24	0.346835381164
1.26	0.312734921543
1.28	0.281157973785
1.3	0.252014065064
1.32	0.225205978587
1.34	0.200630673389
1.36	0.178180283294
1.38	0.157743171022
1.4	0.139205012389
1.42	0.122449885573
1.44	0.107361341445
1.46	0.0938234327951
1.48	0.0817216827852
1.5	0.0709439759984
1.52	0.0613813587681
1.54	0.0529287389876
1.56	0.0454854790967
1.58	0.0389558793079
1.6	0.0332495512564
1.62	0.0282816850398
1.64	0.0239732149964
1.66	0.0202508915177
1.68	0.0170472676809
1.7	0.014300610537
1.72	0.0119547475093
1.74	0.00995885859318
1.76	0.00826722494291
1.78	0.00683894403345
1.8	0.00563762096061
1.82	0.00463104463594
1.84	0.00379085670571
1.86	0.00309222002125
1.88	0.00251349245608
1.9	0.0020359108422
1.92	0.00164328881339
1.94	0.00132173142219
1.96	0.00105936855769
1.98	0.000846108443161
2.0	0.000673411844564
2.02	0.0005340870723
2.04	0.000422105408881
2.06	0.000332436238287
2.08	0.000260900881847
2.1	0.000204043951565
2.12	0.000159020905429
2.14	0.000123500420352
2.16	9.55801774059e-05
2.18	7.37146714889e-05
2.2	5.66537049772e-05
2.22	4.3390294571e-05
2.24	3.3116805634e-05
2.26	2.51882231398e-05
2.28	1.909156806e-05
2.3	1.44205688123e-05
2.32	1.0854796218e-05
2.34	8.14256504547e-06
2.36	6.0869940465e-06
2.38	4.53469839028e-06
2.4	3.36666298734e-06
2.42	2.4909121652e-06
2.44	1.83665058241e-06
2.46	1.34960243426e-06
2.48	9.88321345381e-07
2.5	7.21282391032e-07
2.52	5.24601023351e-07
2.54	3.8025190355e-07
2.56	2.74684353729e-07
2.58	1.97750915707e-07
2.6	1.41881876103e-07
2.62	1.0145207914e-07
2.64	7.22973452756e-08
2.66	5.13467387445e-08
2.68	3.63441258301e-08
2.7	2.56382369008e-08
2.72	1.80250448532e-08
2.74	1.2629917352e-08
2.76	8.81987217862e-09
2.78	6.13851550098e-09
2.8	4.25799692961e-09
2.82	2.94367509651e-09
2.84	2.02823629618e-09
2.86	1.39281347682e-09
2.88	9.53267249825e-10
2.9	6.50257303728e-10
2.92	4.42085420114e-10
2.94	2.99556707284e-10
2.96	2.02304388821e-10
2.98	1.36171568793e-10
3.0	9.13532324351e-11
3.02	6.1082834615e-11
3.04	4.07074275068e-11
3.06	2.7038883424e-11
3.08	1.79005287281e-11
3.1	1.18115351777e-11
3.12	7.76804218088e-12
3.14	5.0919353291e-12
3.16	3.32676083953e-12
3.18	2.1663517935e-12
3.2	1.40606815745e-12
3.22	9.09609569462e-13
3.24	5.86511023214e-13
3.26	3.76939009068e-13
3.28	2.41457643512e-13
3.3	1.54165431619e-13
3.32	9.81093523191e-14
3.34	6.22317977261e-14
3.36	3.93454008865e-14
