521
        2660   2.066149e-01
        3440   1.346706e-01
       11760   -3.032278e-01
       12540   -2.294821e-01
       12550   1.475242e-01
       12560   1.588722e-01
       13340   1.622684e-01
       20860   2.214463e-01
       21640   2.225658e-01
       21650   -2.353672e-01
       21660   -2.335497e-01
       22440   -2.071773e-01
       22450   1.607864e-01
       22460   -5.727061e-02
       23240   5.654762e-02
       30740   -1.230915e-01
       30750   1.846372e-01
       30760   1.888500e-01
       31540   1.635826e-01
       31550   -3.175426e-01
       31560   -7.076731e-02
       32340   -1.577808e-01
       32350   4.941487e-02
       32360   -1.628347e-01
       33140   -7.569126e-02
       40640   -6.340181e-02
       40650   2.905436e-01
       40660   1.174679e-01
       41440   1.205647e-01
       41450   -2.578319e-01
       41460   1.021567e-01
       42240   -8.364858e-02
       42250   -5.590170e-02
       42260   -3.156727e-02
       43040   -9.052219e-02
       50540   0.000000e+00
       50550   3.324819e-01
       50560   0.000000e+00
       51340   1.040833e-01
       51350   -1.040833e-01
       51360   1.530931e-01
       52140   2.777778e-03
       52150   -5.178571e-02
       52160   1.250000e-01
       61240   1.386751e-01
       61250   2.296949e-02
       61260   5.698029e-02
       62060   8.351914e-02
       71160   -9.866903e-02
      101660   -1.227476e-01
      102440   -1.970401e-01
      111540   2.248456e-01
      111550   -2.409060e-02
      111560   1.297186e-01
      112340   -3.486083e-02
      121440   1.114621e-01
      121450   1.191828e-01
      121460   2.234414e-01
      122240   1.787827e-01
      131340   1.166366e-17
      131350   2.073788e-01
      131360   1.864105e-17
      132140   1.893683e-01
      142040   4.312910e-03
