612
        1880   2.724312e-01
        2660   1.098811e-01
        3440   8.723289e-02
       10980   -2.803294e-01
       11760   -1.267054e-01
       11770   2.385784e-01
       11780   2.786852e-01
       12540   -1.380294e-01
       12550   1.459686e-01
       12560   1.448414e-01
       13340   1.651719e-01
       20860   6.729639e-02
       20870   -2.613495e-01
       20880   -2.436699e-01
       21640   1.275324e-01
       21650   -1.829813e-01
       21660   1.774364e-02
       21670   2.927700e-01
       21680   1.219875e-02
       22440   -1.287879e-01
       22450   2.500000e-01
       22460   5.571481e-02
       23240   1.754324e-01
       30740   -6.976598e-02
       30750   1.043944e-01
       30760   -1.291288e-01
       30770   -3.551041e-01
       30780   -1.083721e-01
       31540   6.811757e-02
       31550   -2.591081e-01
       31560   1.532290e-01
       31570   1.035927e-01
       31580   -2.316404e-01
       32340   -1.095027e-01
       32350   2.341755e-01
       32360   -9.278370e-02
       33140   9.105392e-02
       40640   -3.080141e-02
       40650   8.213708e-02
       40660   -3.212810e-01
       40670   -2.579330e-01
       40680   7.040665e-02
       41440   6.074119e-03
       41450   -2.733354e-01
       41460   1.901500e-01
       41470   -1.560469e-01
       41480   -1.576641e-01
       42240   -1.027227e-01
       42250   1.027227e-01
       42260   -1.510918e-01
       43040   -2.628500e-02
       50540   -1.794710e-02
       50550   3.626166e-17
       50560   -4.044010e-01
       50570   0.000000e+00
       50580   1.534976e-01
       51340   -5.939380e-02
       51350   -2.427521e-01
       51360   1.415111e-01
       51370   -2.241054e-01
       51380   1.224947e-01
       52140   -1.386751e-01
       52150   -2.296949e-02
       52160   -5.698029e-02
       61240   -1.336580e-01
       61250   -1.769481e-01
       61260   1.103896e-01
       61270   -7.142857e-02
       61280   2.321429e-01
       62060   7.995027e-02
       71160   1.636682e-01
       71170   7.763238e-02
       71180   3.952847e-02
       81080   -1.804220e-01
      101660   -2.175971e-01
      102440   -2.327422e-01
      111540   2.410058e-01
      111550   -1.906925e-01
      111560   -1.478281e-01
      112340   -2.655969e-01
      121440   1.898047e-01
      121450   -1.752044e-01
      121460   4.295051e-02
      122240   -1.269686e-01
      131340   1.712045e-01
      131350   1.447283e-17
      131360   1.450647e-01
      132140   8.761668e-02
      142040   2.058017e-01
