206
         880   3.307189e-01
        1660   9.971550e-02
        2440   6.881024e-02
       10760   5.913124e-02
       10770   3.061862e-01
       10780   -4.677072e-01
       11540   8.206099e-02
       11550   1.410190e-01
       11560   -1.749126e-01
       12340   -1.653992e-01
       20640   5.303030e-02
       20650   9.090909e-02
       20660   1.363636e-01
       20670   -5.000000e-01
       20680   2.500000e-01
       21440   -5.840146e-02
       21450   -3.066077e-01
       21460   1.503268e-01
       22240   2.539373e-01
       30540   -2.548236e-02
       30550   -7.784989e-02
       30560   -3.692745e-01
       30570   3.952847e-01
       30580   1.767767e-01
       31340   0.000000e+00
       31350   4.151488e-01
       31360   0.000000e+00
       32140   -2.781743e-01
       40440   1.522862e-02
       40450   3.525036e-17
       40460   4.767313e-01
       40470   -0.000000e+00
       40480   -3.952847e-01
       41240   7.321011e-02
       41250   -3.843531e-01
       41260   -1.884446e-01
       42040   2.124591e-01
       51140   -1.323194e-01
       51150   2.273863e-01
       51160   2.820380e-01
       61060   -2.229706e-01
      101440   -2.025718e-01
      111340   3.469443e-01
      121240   -4.072055e-01
